Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10
72,19,47, , ,11, ,28,58,15
81,33,45,96,3, ,43,58,13,54
91,80,57,31,64,73,87,64,65,40
79,78, ,36,58,93, , ,99,71
40,69,2,33,66,88,18,22,19,61
84,71,39,91,86,44,92,72, ,5
82,5,2,47,66,78,76,94,38,45
57,21,1,55,51,13,44,59,66,64
99,57,42,29,23,58,84,64, ,20
67,95,26,61,82,38,67,73,24,72
47, ,28, ,93,59,99, ,94,22
90,92,33,25,81,39,41,54,8,21
76,10,38,85,66,43,3,15,44,53
9,33,37,40,71,97,1, ,39,23
12,16,35,84,96,26,34,56,57,26
16,0,89,2,55,2,57, ,93,22
 ,47,90,11,68,92,71,82,72,81
1,0,5,22,51, ,18, ,10,95
98,90, ,62,41,71,16,15,46,59
41,56,66,94,84,75,43,96,98,33
93,53,50,64,87,0,25, ,92,57
16,48,45,20,86,12,72,80,67,47
36,64,96,28,53,61,87,93,97,12
93,10,42,49,39,73,67,41,60,53
54,85,23, ,20,87,86,15,55,1
45,39,66, ,30, ,83,87,38,21
5,10,47,5,49,68,26,49,35,43
45,31, ,19,73,48,54, ,47,98
0,15,98,82,7,62,16,33,37,67
41,12,71,34,42,73, ,88,80,94
 ,12,89,99,76,91, ,32, ,65
18, ,60,23,15,14, , ,24,20
69,15,25,83,53,28,82,86,10,16
49,45,27,72,67,66,41,30,34,35
30,57, ,43,34, ,68,43,3,1
 ,68, ,6,71,75,50,94,74,94
95,33,2,24,14,17,3,84,29,79
28,6,65,60,53, ,49,72,49,59
88,13, ,53,61,80,83,96,88,91
2, ,42,51,29,89,97, , ,83
64, ,47,70,62,20,27,99,57, 
51,88,56,70,57,64,14,13, ,67
5,79,81,37, ,94,11,41, ,97
97,35, ,76,44, ,20,15,87,52
2,49,84,51,76,58,30,25,0,43
85,61,90,32,71,47,74,13,32,89
17,82,4,15, ,58,35,25,82,73
72,8,31,59,38,80,42,30,32,5
 ,63,22,26,38,36,0, ,46,14
16,31,0,24,64,68, ,56,95,89
42,49,28,73,96,50,15,34,3,36
73,2, ,58,83,67,79,54,24,33
1,11,49,39,19,98,22,55,79,43
 ,11,30,22,32,23,28, ,33,20
67,22,92,57,10, ,54, ,65,42
90,6,56,46,4,19,53,63,52,19
3,46,84,76,14,23,51,22,29,20
48,58,26,77,78,89,27, ,11,22
97,85, ,15,0,93,78,60,44,58
 ,36,56,46,64,76,19,28,76,19
21,94,43,2, , , ,2, ,21
94,7,26,46,58,51,96,35,36,59
65,59,52,48,75, ,70, ,29,14
12,52,7,34,66,71,50,88,82,9
50,1,54,4,5,60,92,82, ,16
28,14,38,43,34,58,35,66,97,14
 , ,42,26,12,16,68,17,99,33
5,28,32,6,72,5,85,20,49,83
72,91,45,23, ,57,70, ,34,81
57,45, ,30, ,59, ,43,80,83
90,45,59,25,27,64,24,43,50,18
 , ,41,87,11,28,89,88,54,37
77,23,51,47,25,1, ,89,21,10
19,34,68,3,8,41,28,11,58,18
83,54,97,50,53,24,40,88,12,12
42,9,60,41,79,71,77,90,70,92
2,97, , ,52,77,9,18,91, 
33,18,68,70,71,64,37,15, ,58
72,20,75,69,49,73,94,7,39,57
61,98, , , ,95,47,46,46,33
 ,28,26, ,20,22,11, ,44,69
46,30,4,82, ,40,46,54,2,38
94,76, ,87,34,0,75,13,82,9
48,6, ,80,18,59,87,17,69,51
20,97,58,36,28,74,2,0,41,8
64, ,51,35,91,66,40,87,9,1
60,48,58,54,25, ,85,64,52,38
78,34,99,55,94,65,48,16,79,57
 ,94,10,27,47,52,92,49,10,16
 ,4,96,61,55,14,7,7,50,98
49,16,5,13,37,82,76,52, , 
87,54,7,41,32,17,55,43,31,98
14, ,97,70,0,22,31,68, ,30
40, ,58,20, ,91,85,3,25,97
66,74,4,41,57,46,48,51,45,33
81,28,14,67, ,65,95,88,51,48
35,19,70, ,84,20,22,42,69, 
37, ,2,7,99,1,62,13,92,55
13,50,57,35,24,55,42,20,63,95
42,40,70,89,92,62, ,12,42,75
10,97,23,38,12, ,75,62,14, 
3,62,58,33,7,56,17,63,85,64
57, ,22,0,68,17,17,1,71,0
77,99,93,24,51,73,68,66,2,76
80,10,6,64,81,21,41,18,87,43
54,14,67,15,47,41, ,51,91,89
43,91,95,21,0, ,40,91,43,35
28,50,10, ,35,84,97,80,30,2
6,16,43,72,79,33,59,88,27,51
50, ,47,68, ,43,45,41,31,98
82,34,16,33,23,28,22, ,10,73
63,22,13,43,4,74,11,42, ,36
74,21,35,82,55,19,72, ,74,30
76,47,43,3,86,23,47,69,20,33
69,86,14,61,74,8,27,1,14,58
78,48,65, ,86,10,0,38,67,66
86,65,86, ,57,43,36,97,48,2
48,36,34,40,57,5,39,80,50, 
 ,37,23,81,58,83,55,94,34,81
68,27, ,67,35,88,59,74,19,99
6,23,84,61,89,58,59,92, ,59
88,60,62,0,75,79,55,38,92,84
84,28,34,41,79,40,4,93,57, 
32,26, ,34, ,27,6,65,25,17
56,32, ,0,28,27,87,17,1,30
52,64,59,99,87,58,70,72,71,88
66,84,91,85,68,29,68,55,56,69
69,84,72,67,30,43,73,51,31,58
 ,88,21,76,39, ,83,46,40,26
64,65,53,36,4,41,69,51,15, 
64,98,58,29,40,53,13, ,21, 
58,57,10,96,71,19,54,81,66,52
66,45, ,58,55,94,38,65,74,62
56,99,3,44,49,9,50,91,43,1
 ,96,69, ,35,56,15,47,77,97
 ,47,16,57,83,61, ,59,27, 
88,70,94,39,15,85, ,7,98,91
70,75,71,29,73,97,44,78,29,7
62, ,29,29,11,95,13,77,77,42
60,6,43,47,72,19,56,32,94,90
5,8,91,32,72,78,73, ,16,49
99,48,99,41,23,75,9,37,53, 
23,35,30,86, ,14,54,24,23,31
9,69,84,47,8,45,24,4,72,12
39,86, ,10,64,28,44,99,68,77
86,36,3,61,51,42,14,42,10,6
88,4,19, ,88,40,69,15,22,86
47,94,76, ,85,0,49,27,21,57
 ,40,13,43,35,24,18,83,75,75
45,22,99,65,33,10,47,42,60,90
52,18,87,82,61,85,8,45,20,60
 ,71,71,14,83,23,52, ,22,99
 ,60,75,72,14, ,25,59,12, 
34,52,46,97,15,22,94,31,92,23
92,45,63,57, ,89,33,86,82,49
77,4,40,51,24,19,51,34, ,20
33,96,52,53,15,53,94,1,38,65
58,54,75, ,25,2,66,29,74,87
77,31,98,75,69,77,68,58,77,97
3,35,22,4,26,74,96,78,36,7
64, ,32,68,64,46,41,2,68,16
 ,8,97,45,0,30,88,92,27,67
43,22,48,13,38,76,74,42,90,48
70, ,59,91,2,26,14,1,81,38
8, ,11,3,65,42, ,13,84,68
31,46,49,91, ,73,25,29,33,38
95,31,17,51,1,79,57,24,99,7
72,70,95,43,41,65,85,75,14,14
52,93, ,17,44,32,75,65,7,17
7,2, , ,20,14,1,0,23,41
35,45,81,80,95,13,25,11,66,26
 ,40, ,71,81,47,36,9,51,2
37,20,11, ,23,39,99,2,61, 
98,6,92,28,24,92,11, , ,81
 ,54,51,79,19,92,69, ,38,25
 ,54,79,26,45,32,38,56, ,8
 ,59,90,88,56,97,94,21,62,82
7,45,5,10,77,70,48,71,82,97
29,7, ,29,87,56,37,21,90,88
 ,27,47,52,14,79,75,7,33,11
19,63,79,16,38,45,4,13,49,71
2,76,59,59,16,98,12,31,9,49
68,39,68,25,20,83,47,99,44,98
30,96,59, ,69,84,43,57,48,42
30,50,86,53,54,91,43,11,47,21
14,34,85,75,2,0, ,51,43,39
