Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10
17,53, ,77,39,26,70,15,74,0
62,53,90,62,75,38,32,45,8, 
47,38,80, ,55,22,35,91,8, 
70,88,96,17,26,9,90,59,37,58
96,56,97,44,50, ,21,89, ,70
83, ,93,93,7,88,80,43,78,39
40,71,27, ,17, ,88,18,25,34
63,41,89,74,64, , ,74,31,37
38,76,24,60, ,86,84,18,47, 
69,49, ,79,72,69,87,56,4,1
54,18,99,45, ,92,45,34, ,32
34,24,24,31,88, ,90,28,23,34
14,56, , ,69,97,8, ,13,3
6,18,71,85,21,0, ,27,7,12
86,24,47,54,47,50, , ,3,57
 ,34,58,9,62,21,27, ,8,16
28,2,20,60,38,29,61,30,24,88
26,59,30,6,24,94,93,29, ,90
88, ,84,87,95, ,83,6,9,17
85,63,51,1,46,99,6,91,73,14
1,68,76,72,54,24,46,48,5, 
 ,65,88,34,99,86,95,40,73,38
2,36, , ,15,81,32,73,75, 
9,69,28,13, ,77,40, ,43,73
43,87,38, ,67,56,44,52,96,15
83,3,22,77,88,32,30,47,27,15
38,37,99,69,60,76,16,5,25,97
70,73,18,57,76,40,45, ,44, 
41,50,72,98,5,61,37,33,33,31
97,64,22,16, ,84,96, ,14,3
62,36,12, ,45,90, ,82,25, 
47,49,12,53,46, ,30, ,93,72
14,75,31,57,49,74,86,54,89,70
 ,16,99,24,41, ,59,54,0,0
34, ,8,96,1,20,2,45,94,66
81,46,66,43,88,1,64,56,97,3
85,67,86,7,58,0,81,28,33,49
1,68,2,38,77,99,66,51,79,33
32, ,13,5,13,10,78,4,64,82
6,64,91,21,10,76,12,25,90,87
7,40,59,30,73,88,39,50,83,74
51,42,61,89,99,56,74,93,42,58
38,96,99,8,18,77,33, ,94,22
87,4,73, , , ,13,60,13,29
3,95,19,91,93,47,46,70,99,20
54,45,94,19,62,20,86,86,90,59
2,66,2,95,2,3,43,24,54,46
 ,67,79, ,85,46,59,51,97,63
55,8,22,7,90,91,78,4,63,29
63,93,24,48,99, ,54,23,1,21
66,40,61,8,88,51,60,31,51,32
 ,45,30,13,24,65,56,13,10,68
26,84,26,95,63,42, , ,27,11
22,31,8,36, ,46, ,79,81,49
75,17,17,76,47,43,46,94,53,66
24,36,30,69,79,19,65,93,96,48
74,2,58,99,99,2,80,6,55,23
95,90, ,84,75, ,19, ,21, 
18, ,17,58,96, ,8,24,89,74
81,65,29,17,49,70, ,88, ,6
59,64,95,11,4, ,79,22,47, 
 ,64, ,66,17,69,12,36,23, 
19,40, ,41,57,2,70, ,37,62
80, ,92,40,89,76,78, ,51,72
 ,53,9,79,5,16,94,0,42,51
96,60,53,77,90,58,9,9,67,98
20,91,86,53, ,4,81,72,98,31
1,43,63,32,23,81,41,87,82,10
64,24,59,99,8,43,85,32,42,32
86,61,9,84,28,4,10,37,25,28
67,44,58,1,41,66,47,55, ,40
4, , ,45,34,9,44,38,88,75
93,7,43,74,90,47,82,66,50,20
28,55,74,90,85,28,42,6,70,57
13,91,58,32,70,93,84,73,44,21
29, ,72,15,55,16, ,22,5,65
89,92,36, , ,35,73,6,7,75
31,47,50,38,70,53,82,73,26,51
19,35,43,96, ,71,88,89,56,55
23,82, ,26,56,42,11,94,55,88
88,23,35,20,85,7,96, ,55,23
45, ,53,93,34,85,0,70,4,52
57,98, ,94, ,50,74,6,69,39
7,11,97,67,35,73,97,26, , 
90,30,28,79,56,93,11,69,95, 
63,69,8,34,83,35,21, ,62,97
65,90,49,61,25,85,20,29, ,86
69,21,32,8,5,23,5,37, ,39
46,84,24,53,62,39,52,76, ,19
 ,24,92,12, ,77,47,43, , 
36,29, ,11,11,39,21,7,50,93
 ,5,11, ,58,54,77,7,59,30
26,35,30,47,44,69,41,43,83,65
14,13,51,65,18,82,38,10,75,6
 ,76,97,0,31,18,40,87,89, 
0,94,71, ,81,77,7,96,54,32
46,81,38,3,54, ,52,62,77,79
16,56,88,52,8,5,92,44,7,60
20,70,46,20,67,3, ,60,69,91
22,47,30,30,24,47,16,29,47,11
28,75,92,51,50,4,81, ,11,89
94,46,2,82,95,4,73,42,9,37
29,76,61,62,98,72,38, ,41,28
61,39,46,71,65,69, ,49,82,41
84,98,32,75,78,7, ,80,32,9
58, ,27,34, ,17,65, ,5,29
98,16,47,90,3,83, ,87,26,16
76,61,83,56,32,85,16,87, ,11
89,26,45, ,34,2,43,45,72,30
84,47,33,61,56,31,88,66,92,21
51,77,3,98,50,5,92,5,16,46
66,13,25,15,25,43, ,20,63,69
94,46, ,99, ,15,64,68,1,68
38, ,74,82,50, ,93,39,21,18
 ,53,0, ,88,40,47,71,94, 
23,95,13,67,34,58,74,4,3,84
93,40, ,49,43,34,66,0,8,8
 ,63,50,76,65,60,80,59,38,69
60,29,79,64,33,28,89,82,30,95
38,46,10,38,23,44,21,48, ,13
31,50, , ,93,73,99,90,16,65
47,45,60,77, ,78,91,64,50,28
 ,31,19,35,86, ,52,67, ,23
49,62,80,19,59,30,12,2, ,22
25,60,51,50,80,43,19, ,47, 
66,25,36,63,62,49,81,16,52,54
 ,34,31,93, ,41,78,6, ,42
22,25,52,10,26,80,5,83, ,15
50,95, ,74,98,59,42,42,11, 
21,5,2,78, ,18,0,94,97,84
87,50,23,29,61,61,61,45, ,46
71,31,31,9,31,7,82,54,13,58
9,40,60,94,10,7,71,97,72,26
1,6,24,14,8,17,72,67,82,27
2,75,72,78,78,48,39, , ,16
2,52,43,78,57,72,54,18,50,1
36,33,60,40,37,4,82,59,81,36
0,22,85,85,32,64,67, ,27,94
8,57,33,7,94,96,46,55,92,87
28,92,41,51,62,22,97,17,93,90
71,20,94,19,72,15,81,99,99,92
96,31,95,24,74,75,2,63,73,84
89,47,7,94,97,68, ,99,97,11
23,61,29,31,31,10,3,25,17,69
68, ,62,91,56,60,63, ,32,62
41,78,71,61,57,68, ,37, ,99
85,98,9,89,45,10,86,2,3,46
71,43, ,45,13,77,24,53,36,40
40,41,48,51, ,26,62,63,38,51
7,94,16,16,57,7,51,30,18,52
22,91,77, ,15,42,57,27,49,35
6,23,97,26,12,50,72,35, ,90
22,90, , ,82,73,52,37,13,97
58,19,46, , ,99,82,88,30,59
3,45, , ,67,97,41,89,90,9
 ,92,71,94,21,92, ,20,0,82
64,82,32,56,24,30,83,26, , 
89,80,29,46,85,16,19,18,42,25
 ,49,2,28, , ,82,12,50,50
47,18,16,13, ,14, ,40,26,83
74,36,35,55, ,6,89,96,56,6
3, ,17,2, ,29,63,21,95,10
 ,59,68,44,4,63,41,97,54,87
73,86,30,42, ,49,56,75, ,84
88,89,83,58,75,97,69,30,91,1
66,83,0,59, ,43,65,57,16,76
64,95,58,58,56,17,86,74,61, 
72,72,12,97,21,5,51,14,53,36
36,86,42,1,7,41,18,21,18,61
5,59, ,74,15,72,90,70,71,18
25,24,8,27,56,0,53,56,29,46
85,30,48,92,18,3,0, ,9,78
 ,25,20,17,89,7,93,53,68, 
61,42,25,73,37,20,31,41,64,99
9,49,40,98,10,88,22,44,18,1
0, ,32,13,29,14, ,61,88,62
65,88,45,85,58,7,59,81,39,45
76,68, ,29,13,29,97,88,48,36
57,45,99, ,31,44,47,56,67,44
93, ,94,67,26,82,55,3,56,55
 , ,98,95,67,85, ,20,32,36
52,33,1,24,0,97,81, ,29,48
68,35, ,91,6,58,30,62,80,60
5,32, ,13,1,3,68,65,25,95
36,58,50,42,50,74,11,88,98,68
 ,72,13,15,69,14,81,26,84,2
45,72,20, ,35,91,5,75, ,19
68,15,56,16,57,79,99,68,27,79
24,9,90,3,96, ,65, , ,68
 ,51,66,45,56,37,3, , ,1
56, ,60,52,54, ,85,64,31,99
47,63,59,86,16,91,96,9,8,4
 ,22,87, , ,19, ,17,46, 
5,5,97,60,89,24,17, ,10,68
61,50, ,19,94,11,53,55, ,53
45,40, ,82,64,81, ,80,53,63
 ,28,84,99,56,96,8,88,88,69
14,99,71,76,49,34, ,62,41,4
59,76, ,24, ,13,14,48,83,19
21,29,25, ,87, ,90,7,77,51
8,92,76, ,24,89,75,91,99,91
 ,79, ,69,40,16,71,31,54,89
59,16, ,92,75,18,49,0,48,98
74,4,88,29,22,91,42,0,90,11
50,60,56,29,94, ,68,97,34,96
87,28,22,71,24,25,15,50,12,45
6,10,17,41,73,88,17,32,51,54
 ,79,85,17,46,46,34, ,9,83
89,89,19,94, ,46,1,24,89,15
11,35,26,76,80, ,32,43,80,29
13,21,78,93,34,74,14,77,62, 
 ,28,49,66, ,46,11,69,44,66
32,23,0,51,41,99,72,17,13,1
60,62,70,60,70, ,2,27,53,90
34,89,85,41,67, ,74,70,53,68
 ,39,60,94,81,81,37,85,39,80
92,0, ,81,60,26,48,68,44,83
92,13,68,49,68, ,49,25,27,32
8,39,14,5,66,87,9,13,87,22
11,59,56,12,33,98,10, , ,60
29,1,27,36,83,84,6,50,57,51
92,14,25,28,50,89,16,97,0,85
57, ,64,41, ,49, ,41,8,93
60,83,86,66,61,78,96,53,53,31
49,44,49, ,57,92,78,74,77,94
98,32,1,47,48,98,14,89,3,45
93,51, , , , ,63,60,0,56
87,68,68,81,21,29,45,85,13,12
 ,13,24, ,86,1,10,46,25,46
97,76, ,22,77,16,74,75,7,96
87,17,16,76,31,41,89,14,1,18
0,92,94,63,68,18,65,86,41,76
54,11,28,59, ,78, ,13,39,67
10,62,92,64,8,41,79,3,39,18
60,77,47,68,99,89,72,38,78,44
8,71,81,79,6,18,81,36,87,15
41, ,14,34,34,24,44,93,91,12
 ,10,43,26,21,84,99,41,41,29
33, ,54,55,43,16,58,66,35,15
79,0,28,58, ,56,89,20,44,90
74,10,95,97,37,99,35,53,56, 
81, , ,37,56,2,64,62,5,97
90,45,81,82,51,66,45,79,83,71
91,29,69,57,85,83,36,21,28,26
38,12,40,97,10,65, ,94,11,14
71,71,6,68,30, ,11,44,94,16
10,59,28,70,13, ,1,70,75,74
0,16,16,96,20,56,91,71,11, 
97,95,88,67,0,36,44,60,57,92
7,54,65,91,49, ,46,66,41,12
91,39,1,95,38,91,89,90,31,0
77,35, ,2,58,80,84,0,39,15
 ,97,57,95,95,75,90,61,76,28
36,26,6,98,3,40,1,71,24,6
92,16,35,8,56,57,58,90, ,88
50,31,70,63,94,35,22,32,53,13
66,23,9, ,74,37,5,96,76, 
4,91,75,58,18, , ,77,82,41
8,66,27,68,27,9,28,52,54,32
35,24,82,35,2,57,68, ,96,43
82,39,37,27,8,89, ,40,44,47
88,58,62,69,22, ,52,89, ,26
9,54,73,56,21,36,81,20,70,65
18, ,98,70,32,14,61,33,71, 
84,84,0,46,5,2,57,59,19,92
34, ,12,19, ,90, , ,85,96
67,5,59, ,17,4,50,31,39,79
83,98,88,33,38,59,2,29,62,20
69,18,30,77,27,22,54,27,73,6
95,35,69, ,31,95, ,19,91,80
20,25,18,64,24,6,49,97,1,49
98,70,25, , ,41,86,28,5,93
94,7,49, ,46,5,91,13,51,70
63, ,84,46,88,61,21,99,56,85
95,65, ,46,64,46,41,22,93, 
6,23,68,23,73,16,39, ,5, 
52,70,91,92,27,94,90,12,69,58
47,72,92,77,17,85,44, , , 
13,88,32,22,26,3,94,54,68,19
96,98, ,68,39,76,3,87,46,58
28,83,89,89,48,36, ,35,0,96
58,17,90,45,77,85,76,41,68,0
70,21,14,27,75,55,11,91,4,29
85, ,61,81,61,72,73, ,73,25
10,25, ,36,27,43,68, ,83, 
76,83, , ,85,38,98,79,44,24
17,49,0,9,19, ,86,28,54,86
52,48,9,87,27,32,85,88,93,40
1,14,70,22,10,35,20,69,67,38
25,33,65,41,3,21,81,93,79,77
25,52,98, ,65, ,60,85,15,15
9,39,25,67,72,35,36,63,5,10
27,95,94,82,31,68,18,73,27,62
88,51,58,13,76,44,13,92,20,18
73,93,93,35,8,22,95,21,88,17
58, ,71,62,22,98,11,68,79,37
43,23,30,60,84,2,53,19,66,5
19,64,89,33,67,69,7,51,88,22
7,23,89,85,24,45,95,75, ,9
10,22,88,73,3,50,92,0,65,38
68, , ,25,88,20,63,79,53,1
95,11, ,4, ,57,26, ,94,75
52,96, ,94,6,12,43,86,18,85
2,83,93,56, ,82, ,35, ,97
2,11, ,71,49, ,67,44,59,51
 ,60,45,58,76,54,91,86,71,51
83,0,69,87,16,89,83,11,14,52
64,74,66,71, ,23,8,81,94,38
55,21,61,3,86,42,39,52, ,13
 ,38,33,15,97,53,42,13,1,36
65,80,0,56,14,66, ,4,56,87
47,25,41,97,37, ,42,64,45,42
17,73,37,88,54,97,86,51,37,67
23,85, ,50,24,31,32,0,25,4
52,33,29,29,67,66,40,96,85,96
62,35,16,12,34,78,60,64,42, 
9, , ,51,18,48,55,27,93,0
35,63, ,50,33,2, , ,85, 
6, ,24,59,87,18, ,41,39,14
29,53,69,43,78,30,83,71,62,53
90,70,80,34,88,24, ,77,55,3
25,31,21,96,31,68,90,54,19,87
 ,36,73,41,77,36,14, ,38,79
12,34,94,20,78,16,80,2,46,85
2,16,88,90,89,62,80,83, ,4
0,41,24,68,60,54,94,56,18,65
37,7,15,22,26,14,70, ,95,61
 ,53,69,47, , ,73,10,24,50
23, ,49,44,70,70, ,31,99,47
33, ,57,68,71,72,29,12,42, 
87,71,9,58,66,25,26,8,16,89
40,35,99,42, ,5,77,74,54,24
78,21,8,0,97,19,9,96, ,44
89,87,13,67,87,3,57, ,49, 
49, , ,43,27,39,20,48,19,2
68,11,49,38,0,56,26,17,23, 
51,90,13,67,94,25,71,39,44,66
54,7,35,66, ,27,88, ,6,61
56,76,83,76,76,76,72,51,80,93
31,74,17,13,29, , ,31,66,22
37,64,41,45,17,79,72,40,38,42
81,27,56,52,74, ,11, ,25,69
7,96,97,97,15,94,88,29,55,75
 ,49, ,60,9,72, ,79,52,62
64,36,94,89,24,26,80,20,18,90
6,48, ,27,85, ,7,12,58,38
78,53,73,40,63,91,35, , ,83
11,48,47,64,99,67,71,1,51,58
68,50,75,58,69,67,77,87,71,85
75,9,99,71,86,42,51,15,78,31
17,30,14,19,69, ,45,66,59,63
65, ,20,44,70,11,71,0,22,19
 ,89, ,34,24,66,90,67, , 
28, ,98,35, , ,1,87,89, 
78,73, ,97,51,29,67, , , 
 ,79,24,40,79,62,58,96,29,48
59,81,45,38,24,68,23, , ,63
41, ,3,46, ,21,81,26,15,51
19,74,85,10,90,57,62,98,1,98
16,39,89,38,74,65,80,38,83,74
64,28,31,78,36,88, ,28,85,88
69,55,58,1, ,49,53, , ,40
9,94,95,98,12,76,36,77,22,72
41,97,95,5,33,87,64,88,65,51
36,86,95, ,17,61,45,33,52,42
18,66,53,49,14, ,93,93,47,42
6,97,91,76,8,72,79,53,14, 
 , ,27,9,86,49,31, ,78,23
37,99,61,32,32,81,88, ,4,66
1,3,27, ,8,17,83,33,1,54
 , ,20, ,8, ,13,73,90,32
 ,67,63,94,65,30,51,2,62,5
22,71,27,3, ,30,93,56,48,64
3,74,66,54,62, ,44,72,95,76
56,29,22, ,92,38,8,71,93,83
89,92,90,19,54,83,76,84,34,21
62,84,2,53,94, ,84,37,74,50
50,64,46,89,10,89,50,22,52,74
73,93,95, ,70,39,77,15,57,70
2,13,9,63,15,4,15,57,11,61
14,33,12,73,40, ,43,7,12,47
87,45,5,8,73,40,10,88,53,75
78,16,22,6,96,76,43,35,84, 
57, ,12,8,53,39,85, ,2,70
46,23,81,43,42,87,19,26,57,95
32,99,43,9,57,72,85,4,3,70
41,32,3,47,37,21,1,31,37,90
21,99,59,73,52,8,2,54,0,68
46,7,9,92,79, ,0,41,4,81
 ,25,92,17,34,50,55,91,44,1
48,19,82,32,70,71,77,14, ,31
59, ,62,64,67,55,46,51,95,31
23,6,39,91,53,85,76,38,38,93
12,76,53,24,61,76,57,80,66,50
89,90,69,5, ,98,44,91,1,27
81,27,40,48,77,87,10,87,92,81
48,15,28,95,27,81,6,76,19,84
45,94,94,32, ,14,46,3, ,11
54,57,48,44,11,50,61,67,52,37
49,0,82,41,19,57, ,15,41,53
90,16, ,13,34,16, ,65,50,90
44,64,69,90,46,63, , ,17,40
28,30,9,44, ,95,0, ,12,22
44,66,45,92,84,59, ,88,37,28
27,49,83,65, ,72,44,42,8,41
31,10,51,80,54,98,90,43, ,93
93,51,0, , ,77,53,84,89,31
