Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79
280.40,47.12,161.07,269.56, ,266.67,231.00,115.93, ,210.19,39.65,14.93,107.24,37.69,145.92,158.36,249.94,283.43,273.89,61.39,93.96,210.12, ,165.81,242.07,282.66, ,80.91,147.85,130.56,160.94, ,19.30,266.04,80.45,131.94,24.49,18.90, ,275.43,151.32,28.31,30.55,155.36,208.43,299.61, ,160.55,204.85,112.48,37.89,133.99,117.87,245.22, ,230.73, ,82.05,212.89,190.63,70.93,232.23,1.71,262.90,286.68,42.10,38.64,292.10,249.83,31.11,246.74,125.78,14.04,219.01,123.39,250.73,111.74,268.46,154.18
275.71,99.11,240.03,97.81,10.38, ,41.49,288.83, ,47.76,276.30,111.91,76.42,294.02,245.59,1.62,193.84, ,292.95,180.65,92.95,141.08,154.88,83.28,53.51,191.47,128.05,50.40,234.67,221.77,58.63,124.46,78.09, ,71.04,279.68,189.87,42.82,247.34,113.74,278.89,282.52,93.54,267.79,75.43,243.07,139.46,22.73, ,124.51,276.44, ,178.18,169.03,141.77,146.38,207.42,221.00,42.66,30.69,35.83,91.27,4.40,106.21,228.58,151.64,288.07,102.03,184.39,87.25,87.43,281.67,58.90,184.78,217.20, ,253.03,203.27, 
133.99,53.13,49.77,88.03, ,190.06,162.24,291.33,248.54,170.06,283.85,128.16,289.92,197.41,65.23,174.89,234.67,144.35,262.80,85.26,26.97,204.71,136.44,77.61,120.99,28.37,20.40, , ,200.16,253.28, ,128.16,123.01,200.97, ,250.09,4.62,180.83,166.28,105.37,102.25, ,130.62,211.96,221.45,187.30,175.56,197.46,209.30,44.92,140.72,60.36,53.54,227.06, ,244.33,147.59,294.59,177.20,251.12, ,173.41,256.35,204.33,52.70,174.28, ,15.00,284.26, , ,288.29,225.38,231.16,279.21,112.13,251.54, 
198.77,72.40,285.62,8.93,90.37,135.94,198.21,298.53,182.53,247.73,245.59, , ,159.57,130.69, ,193.93,52.68,109.15,116.21,216.74,176.26,290.46, ,272.93,257.61,209.27,200.91,85.71,173.42,79.91,261.26,198.04,286.51,107.15,144.83,111.06,69.29,289.82,209.19,148.88,118.21,72.14,213.01,196.66,103.13,90.54,210.39,62.38,17.20,91.21,62.56,161.40,113.29,91.67,113.97,189.27,298.70,251.30,119.26,298.15,124.52,286.77,77.27,231.81,218.69, ,281.25,117.91,38.58,204.77,83.10,250.32,144.02,266.57,31.00,53.89,239.04,240.16
219.85,205.77,208.00,270.83,154.10,2.34,57.86,253.74,52.43, ,196.46,122.80,146.80,6.09,176.36,40.35,68.52,56.08,237.66,53.67,138.97,129.26,200.27,285.39,88.80,197.46,5.24,237.46,257.57,252.23,92.21,284.24,22.24,243.57,25.20,86.82,139.64,195.82, ,181.21,41.24,278.58,75.90,263.96,256.41,180.18,299.72,74.57,195.00,104.02,140.10,241.72,240.90,200.09,110.23, ,151.48,40.51,227.87,141.94,295.75,36.00,49.18,160.66,103.75,13.66,115.65,200.37,55.81,20.02,168.40,98.54, ,139.05,181.16,39.80,174.15,72.97,138.43
120.90,85.47,61.72,212.11,244.50,232.44,52.05,171.07,67.59,106.66,88.79,85.04,24.79,217.84, ,56.27, ,104.32,136.78,209.09,42.67,80.92,156.26,244.17,286.34,218.26,218.41,80.82, ,105.61, ,203.38,109.75, ,214.07,59.16,56.91,122.79,188.96,66.76,42.08,8.27,12.34,272.25,182.09,155.05,238.33, ,120.40,173.94,232.35,101.94,78.68,135.26,98.95,55.94,275.24,129.15,162.37,1.33,112.50,36.81,215.36,291.27,263.62,78.54, ,180.48,265.65,43.71,189.42,10.77,252.11,139.45,23.16,282.52,182.36,241.74, 
187.08,210.66,139.05,46.69,169.67, ,260.14,246.51,275.71,159.87,118.08,209.01,69.18,46.16,151.08,234.11,174.99,236.64,46.99,72.38,95.51, ,55.65,11.20,2.08, ,229.90,64.40,227.80,30.45,85.13,261.87,207.51,227.17,162.55,69.98,47.17,262.45,221.13,123.06,290.89,191.43,178.11,59.70,89.41,79.87,271.68, ,179.18,120.94, ,95.10, ,142.27, , ,179.93,77.19,218.23,197.70,46.84,198.72,242.93,232.62,260.55,11.23,152.94,163.06,227.26,170.15,215.16,23.65,36.02,101.36,269.58,93.26, ,291.98,95.52
101.78,241.40,224.21,229.07,244.19,283.62,293.30, ,101.98,210.79,177.65,92.24,11.21,163.64,177.49,259.31,134.58,99.75,96.50,139.78,125.07,136.49,256.23,141.33, ,52.12,144.09,288.45,75.48,154.96, ,187.76,209.80,70.89,233.05,190.43,20.26, ,156.76,292.00,182.44,12.85,246.42,298.84,148.26,108.84,13.60, ,212.19,213.31,79.64,150.47,219.20,285.56, ,26.67,73.89,297.19,143.67,243.68,178.49, ,287.33,230.42, ,142.61,199.44,297.35,276.16,265.01,252.98,174.38,166.95,188.75,35.00,107.74, ,286.23,91.75
165.76,121.18,164.79, ,290.49,97.12,3.66, ,256.64,287.93,149.05,125.03,271.20,120.93,32.38,20.50,80.72,146.31,38.14, ,89.47,277.04,268.24,248.72,237.33,69.72,79.88, ,93.07, ,214.00,188.48,247.50, ,133.76,3.79,170.04,261.37,221.62,139.87, ,221.66,27.50,13.25,297.29,200.45,167.99,201.40,135.60,69.09,282.66,241.28,98.07,115.92,107.48,109.57,60.55,149.44, ,162.69,19.89,95.88,42.58,195.70,45.92,168.15,27.26,224.68,194.24,297.73, ,261.61,227.81,4.73,110.21,239.94,47.23,101.52,157.11
237.22,57.76,124.31, ,220.49,190.90,76.40,278.67,150.24,222.24,256.91, ,284.24,288.25,53.96, , ,101.61,167.23,292.04,200.55,212.03,192.02,242.80,5.42,230.89,159.46, ,158.94,198.75,74.14,152.33,3.21,265.53,230.63,5.47,25.45,134.21,198.61,134.65,166.39,210.15,231.33,38.48,99.32,188.64,167.45,37.37, ,2.90,35.01,189.55,153.25,91.40, ,252.36,74.03,251.62,242.72,297.60,273.22,218.44, , ,202.85,256.54,10.65,42.24,30.17,291.70,90.82,21.08,216.56,161.92,79.28,51.14,85.85,173.81,186.23
90.17,151.94, ,162.60,138.54,217.51,292.75,228.79,164.91,246.12, ,114.30,238.53,116.18,189.80,28.68,134.17, ,286.12, ,148.71,99.94,270.40,142.52,166.69,279.14,118.19,272.54,278.44,97.93,235.47,84.61,63.76,83.00,204.90,190.26,1.46,203.37,228.11,86.09,217.96,233.46,4.38,268.65,117.09,77.45,54.31,16.70,80.84,46.93,48.27,39.34,227.40,21.59,288.60,250.32, , ,242.72,89.79,160.12,277.96,259.43,99.62,150.34,75.83,166.19,134.46,173.82,148.25,217.37, ,167.69,176.02, ,53.31,197.52,48.12,151.00
207.75,283.68,131.07,255.37,183.60,202.78,151.69,252.84,187.88,236.75,131.96,217.44,129.47,98.70,290.44,185.14,200.31,256.29,228.33,28.63,1.48,169.35,282.45,222.23,78.13,101.63,147.19,95.37,134.03, ,124.47,39.39,44.08,278.95,136.54,104.10,192.09,117.82,17.97,267.50,18.14,289.92, ,8.99, ,143.02, ,267.49,143.97,105.52,269.10, ,159.70,137.19,20.60,97.05,195.01,226.87,191.02, ,164.69,164.97,68.81,219.60,144.08,26.45,115.76,130.59,155.25,141.66,136.28, ,174.85,68.64,204.82,18.51,124.36,211.17,13.10
158.98,137.89,75.84,38.32,218.08,226.63,184.46, ,281.13,44.88,206.39, , , ,223.82,109.39,229.79,128.80,171.89, ,247.73,49.65,272.27,245.75,276.91,176.05,217.17,230.84,67.52,289.62,32.28,42.01,209.81,296.07,36.39,9.91, ,59.55,289.22,248.99,128.90,171.29,245.58,17.77,159.73,58.77,158.51,134.35,248.60, ,247.18,284.61,19.36,16.65, ,168.65,286.03,300.00,84.49,249.52,14.73, ,73.50,87.00,35.94,60.90,134.61,70.03,265.17,120.79,111.99,150.47,97.61,83.58,232.51,204.44,43.90,263.26,215.28
229.69,163.02,286.02,298.67,116.87,145.45, ,257.44,96.14, ,244.15,101.77,153.78,211.43,19.90,15.08,224.94, ,87.97,172.43,234.03,202.47,73.92,143.54,189.37,72.39,183.83,137.98,50.77,271.92,164.09,263.53,71.55,285.68,143.66, ,77.69,147.59,160.50,119.09,177.09,264.25,242.59,51.28, ,195.46,160.47,121.60,158.82,32.31,52.66,2.60, ,89.18,229.21,133.09,141.54,107.08,223.48,267.03, ,179.05,27.75, ,149.35,88.58,195.83,95.16,235.68,25.45,238.31,274.53,2.98,81.59,221.85,159.72,279.82,67.93,240.22
79.80,270.97,132.06,101.46,238.60, ,264.05,258.48,36.52,221.70,111.47,74.44,191.48,96.35,31.25,44.16,26.19,109.67,265.80,296.04, , ,213.18,95.16,97.85,201.54,284.26,51.30,129.54,22.02,46.72,172.29,191.96,224.62,93.05,278.10, , , ,296.61,217.42,170.14,69.81,33.36,240.99, ,183.76, ,230.49,10.55, ,209.03,60.93,136.41,91.17,232.20,216.46,130.86,174.63,154.54,213.33,5.30,149.73,119.47,119.55,298.54,46.12,86.92,209.66,146.08,143.18, ,59.64,45.13,257.39,298.91,138.42,27.00,86.01
 ,74.00,250.09,176.53,280.12,103.26,186.78,190.62,27.61,89.59,150.02,67.77,232.87,213.53,116.48,255.16,20.61,68.15,101.71, , ,208.13,271.62,19.51,124.86,267.12,157.50,148.41,192.25,14.75,250.44,163.12,163.78,234.77,154.44,176.61, ,84.74,89.93, ,252.17,258.16,218.96,36.42, ,228.67,55.69,99.10,197.57,50.70, ,282.63,275.94,57.09,243.98,184.19,159.65,128.13,55.65,233.47, ,274.41,263.13,55.20,217.02,66.93,34.08,250.36,282.34, ,76.60,275.53,177.20,97.15,252.98,52.42,244.87,160.86,130.02
20.81,107.98,259.18,7.66,26.07,247.91,4.39,189.25,285.30,115.09,71.78,235.26,254.52,291.09,145.74,6.34,13.36, ,272.54,147.80,216.10,186.03,129.67,241.01,195.84,224.67,79.24,213.55,247.27,194.54,239.42,68.99,29.02,246.12,73.33,239.67,219.21,41.20,36.24,158.47, ,83.14,68.91,123.92, ,217.61,85.80,182.54,263.01,38.09,213.12,3.06,100.85, ,142.05,14.72,129.62,113.93,157.17,288.64,155.19, ,22.09,55.73,252.39, ,290.48,29.31,230.93, ,153.20,44.79,175.31,253.97,282.97,279.28,155.38,21.01,159.07
264.77,247.72,233.53, ,161.40,9.53, ,212.28,135.90,69.88, ,23.86,109.10,112.59,45.97, ,213.14,39.01, ,286.74,80.36, ,241.76,12.24,119.19,279.62,181.59,266.29,73.37,116.81,212.19,9.93,87.64,217.17,100.98, ,196.05,164.04,86.12,211.00,127.10,99.84,17.11,48.47,222.72,141.64,60.26, ,45.41,119.67,147.65,26.58,116.71,125.09,257.06,226.46,260.09, ,42.27,26.46,103.91,238.82,135.85,178.91,44.48,152.12,47.56,33.64,189.48,133.69,161.64,131.41,226.78,116.02,272.47,59.80, ,298.61,227.50
200.84,42.18,112.08,148.31,82.88,74.35,290.61,149.10,110.70,184.08,204.02,276.56,212.94,138.15,74.87,209.24, ,251.42, ,0.66,22.56,81.67,71.01,76.20,29.58,8.12,191.00,66.81, ,279.74,96.80,295.37,100.54,188.08,47.53,52.63,48.34,53.96,207.18,221.45,155.83,135.41,299.35,136.30,6.20,87.41,7.34,265.46,53.86,159.85,179.32,73.67,48.65,72.90,253.86,83.13,102.71, ,102.06,15.48,272.30,56.38, ,139.17,246.76,194.30,294.41,19.08,1.27,195.70,23.57,68.53,259.26,25.24,273.30,153.92,263.64,298.66,124.33
 ,71.09,274.01, ,47.62, ,48.89,289.04,288.08,191.59,97.86,120.03,36.13,90.22,75.01,277.06,200.00,193.67, ,167.68,170.99,45.57,264.19,253.37,298.17,278.86,189.84,212.98, ,24.35,56.22, ,33.27,192.04,107.00,293.88, ,164.87,57.49,154.18,82.56,65.75,220.29,64.37,71.68,39.79,106.86,195.40,129.28,290.94,215.73,271.31,165.99,80.38,265.37,291.06,176.00, ,96.29,286.85,287.19,98.06,284.22,278.63,23.35,74.05,3.08,272.09,94.11,273.87,73.64,8.65,84.43,44.05,280.96,238.98, ,37.04,192.47
30.00,254.46,49.64, ,277.76,13.93,35.60,89.47,196.24,230.82,163.57,161.39,5.76,112.67,137.41,106.48,194.05,22.98,131.70,131.86,205.55,181.33, , ,50.39,68.91,10.51,256.07,77.00,272.27,175.84,53.72,178.20,64.38,259.18,179.41,5.53,236.83,26.10,157.65,100.26,57.69,159.04, , ,275.58,125.70,64.61,133.74,127.19,144.00,94.19, ,99.72,114.23,134.47,144.23,284.92,268.64,229.82,78.35, ,33.29,109.41,170.98,40.72,141.27,84.53,208.13,35.18, ,21.75,260.81,61.92,236.77,41.41,12.96,32.45,153.05
80.35,194.99,291.67,164.78,277.68,84.52,135.42,15.76,251.97,23.15,222.30,44.44,126.52,83.48,28.34,182.98,187.49,132.20,271.12,55.55,97.21,188.40,241.07,89.80,180.73,206.92,72.87,66.75,8.76,58.36,86.76, ,274.25,278.00, ,274.98,239.22,49.02,4.82,31.78,183.12,207.57,15.54,41.39,179.83,232.52,87.25,179.52,293.54,211.05,189.25, ,128.47,104.92, ,95.00,57.66,200.37,68.15,245.67,298.21,159.69,63.68, , ,179.99,142.03,90.49,277.07,159.75,251.30,198.33,103.69, ,4.07,92.57,166.88,218.19,61.81
56.05,98.92,188.74,141.28,132.95,256.86,32.31,230.64,90.48,251.84,1.37,267.69,175.89,296.05,126.94,242.99,66.61,182.25,84.36,235.14,196.10,196.65,84.16,76.55,104.23, ,105.60,188.80,160.18,195.59,150.30,197.24,20.06,215.55,23.51,210.55,135.19,137.47,186.72,140.15,68.99,282.47,152.84, ,13.03,269.72,44.93,164.53,243.23,293.78, ,232.87,68.01,231.75,131.66,170.23, ,239.22,162.29,293.20, ,6.23,157.64,273.10,138.03, ,241.71,242.67,277.98,136.90,3.62,177.69,212.60,1.91,289.86,265.62,197.74, ,125.92
262.80,92.00,150.35,42.54,58.71,173.43,248.33, ,290.70,256.28, ,258.18,236.52,20.74,20.12,208.87,185.48,245.06,272.49,93.51,290.86, ,164.29,74.79,116.99,180.90,268.79,31.45,64.07,44.64,173.95,192.51,104.40, ,81.87,60.45,51.70,27.60,215.59,252.95,127.39,180.23,287.22,232.11,71.86,55.76,259.88,248.02,79.08,244.91,48.86,36.33,56.66, ,272.25,231.65,201.73,151.82,237.31,34.49,231.46,4.19, ,278.87,60.18,247.17,218.89,10.45,96.58,19.16, ,93.50,10.94,257.03,97.62, ,132.11,253.82, 
240.79,125.83,93.02,122.95,102.66, ,57.89,175.68, ,215.04,297.78,165.79,88.74, ,111.10, ,64.93,138.87, ,264.70,173.91,4.43,251.13,80.59,38.96,86.08, ,256.64,97.29,282.40,85.83,297.13,123.46,229.38,67.77,227.04,184.18,253.70,26.64, ,35.67,193.06,145.86,78.38,161.66,155.84, ,287.39,167.98,106.88, ,174.66,0.23,291.81,77.61,102.38, ,138.05,277.87, ,42.25,290.09,238.99,251.60, ,296.42,244.18,190.97, ,298.60,101.88,93.33,138.43,34.21,33.75,201.12,121.64,31.72,147.28
257.67,196.34, ,289.94,198.61,52.53,179.52,278.45, ,157.94,59.16,231.61,197.15,86.45,76.10,130.52,88.88,22.26,179.18,275.16,16.17,266.89,35.59,171.19,200.46,213.89,221.29,52.53,278.24,137.23,257.15,277.72,55.94,31.25,117.55,149.47,162.48,26.46,153.37,103.59, ,17.48,148.09,65.98,141.23,103.76,162.11,173.29,127.44,239.39,290.82, ,124.54,28.40, ,181.77,109.95,275.46,249.06,290.42,90.08,219.99,27.21, ,200.51,92.79,229.63, , ,67.39,283.71,40.15,277.56,100.01,64.28,162.22,217.86,277.92,97.25
76.71,137.10, ,229.88,99.20,115.61,152.63,258.34,44.91,225.98,48.42,198.02,1.37,193.72,63.77,275.87,19.93,72.62,24.79,48.16,87.74,98.62,168.52,188.78,5.38,47.17,253.91,29.66,31.04,133.91,166.60,30.33,264.99,183.68,105.46,113.77,95.60, ,264.13,22.35,274.74,224.73,91.02,58.21,200.95,180.21,148.19,26.09,254.98,218.40, , ,58.54, ,270.94,209.97,283.63,215.04,12.26,211.76,1.79,83.12,138.27,131.57,104.97,83.24,84.69,168.53,86.54,180.78,257.53,297.78,178.29,61.91,156.40,72.71,231.73,141.57,234.70
198.26,139.42, ,224.11,142.22, ,138.47,153.53,130.59,37.16,64.13,199.43,72.74,78.72,127.97,74.47, ,272.74,32.84,76.03,263.75, , ,56.72,213.33,286.44,189.88,128.78,194.74,61.68,128.03,294.85,140.62, , ,159.86,67.60,231.54,154.15,91.15,203.39,63.59,69.13, ,197.90, ,247.21,246.77,70.24,123.57,299.14,24.22,39.89,94.90, ,249.05,214.32,222.36,223.52,287.93,297.33,119.41,133.04,23.99,193.75,31.85, ,97.16,123.75, ,218.65,43.83,127.44,27.64, ,251.16,164.89,159.31,247.56
183.76,260.51,264.81,123.90,190.86,198.26,58.10,233.26,162.75,294.01,128.61, ,79.77,162.76,65.10,155.49,97.23, ,189.28,188.25,260.79,234.24,93.72,277.97, ,140.72,152.93,256.57,259.50,102.53, ,167.62,99.74,132.96,131.38,217.66,35.42,98.74,37.50,262.01,219.45, ,47.41,117.82,170.60,40.30,199.57,140.75, ,10.00,110.59,90.50,161.00,206.70,95.59,152.20, , ,178.54, , ,233.69,23.01,163.33,210.58,136.89,232.18,214.14,288.26,71.02,130.57,108.99, ,261.19,181.60,162.30,151.89,231.17,37.71
138.24,152.76,170.73,218.31,212.79,5.87,32.09,48.00,264.12,231.73,257.92,258.15,110.81,134.93,84.96, ,223.21,136.92,77.21,127.64,48.36,100.70,120.80,13.79,219.95,62.34,245.88,103.42,286.49,201.03,298.43,12.63,280.15,130.97, ,258.61,33.49,252.89,168.12,13.07,128.67,61.07,246.90,77.35,223.25,214.03,289.24,264.36,267.85,41.85,99.04,177.41,47.78,131.81,39.02,214.63,145.91,141.62,212.46,105.81,209.78,87.43,7.55,109.90,165.71,0.61,152.20,97.28, , ,115.88, ,30.52,219.89,56.63, ,275.60,54.40, 
141.83, ,193.62,121.31,46.04,24.08, ,121.36,8.26, ,55.59,244.61, ,250.84, ,169.53,175.57,188.21,65.75,159.85,166.90,18.70,103.10, ,103.04,209.39,214.61,166.88,68.11,83.39, ,140.44,167.55,112.39,29.94,28.37,137.52,170.97,108.21,199.00, ,63.15,188.40,252.28,16.81,192.76,39.33,240.64,225.03,40.19,286.59,9.16,55.86,47.35,12.64,111.08, ,174.23, , ,13.10, ,33.48,268.99, ,209.62,217.48, ,198.27,259.14,29.23,111.86,227.08,98.01,56.53,212.39,183.45,130.45,233.16
160.61,236.74,111.76,70.53,278.15, ,237.28,160.11,288.08,179.36, ,217.51,231.23,286.46,194.27,40.32,280.84,29.57,53.99, , ,119.36,93.32, ,269.55,22.63,47.04, ,81.75,239.32,249.40,127.65,42.70,271.10,68.91,241.12,142.01,247.42,229.11,211.60,10.29,22.10,68.99, ,150.74,277.44,293.00,291.37,245.92,107.77,228.26,210.57,250.45,298.58, ,39.32, ,49.60,257.30,214.36,55.63,224.98,228.82,236.29,54.66,79.54,151.66,270.88,58.95,68.85,133.15,96.85,239.77,101.94, ,16.30,219.60, ,252.67
221.42,230.41,71.16,138.51,17.74, ,76.70,53.90,163.86, ,120.43,77.52,195.31,238.66,161.07,277.20,30.28,2.69, ,73.86,13.22,288.38,281.73,153.33,199.30,94.11,137.62,207.88,287.67,298.65,10.43,238.64,48.99,126.87,11.97,280.31,197.40,147.80,33.77,214.77,18.32,63.43,101.24,215.93,120.67,50.34,233.29,255.28,126.24,291.96,282.87,163.40,240.97,59.41,12.32,207.80,283.05, ,84.29,102.51,63.21,223.54,250.38,149.60,38.75,224.62,214.62,40.36, , ,154.30,63.87,20.38,111.52,281.10,234.14,69.01,100.70,191.67
205.07,283.74,273.02,120.78,105.24, ,243.10,136.83,276.56,76.06,76.82,52.17,1.81,41.65,236.48,190.84, , , , ,205.14,3.88,284.90,75.31,77.70,283.68,177.43,125.33,127.41, ,129.23,268.53,249.77,19.24,242.01,208.64,156.50,128.98,73.21,24.60,71.70,284.89,114.17,251.29, ,128.80,1.28,263.84,91.85, ,29.18,100.28,33.69,26.12,206.07,156.67,100.53,167.41,54.33,130.06, , ,134.42,3.39,9.13, ,275.70,97.53,82.27, ,39.06, ,245.13,237.32,261.33,43.21, ,24.78,225.65
