Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94
224.12,189.80,208.77,87.35,34.23, , ,258.52,105.36,65.37,176.02,131.00, ,62.48,259.12,2.56,20.90,280.55,10.49,25.51,139.43,280.41,164.10,104.31,252.87,176.98,219.38,269.66,17.78,238.58,252.18,33.32,61.82,89.81,65.95,18.50,142.47,51.17,146.42,118.17,198.85,237.95, ,207.62,97.51,80.80,191.93,107.74,83.75,254.82,187.56, ,92.95,173.47,219.18,299.61, ,198.45,57.14,112.23,158.90,204.51,284.16, ,91.90,45.38,216.28, ,286.42,194.02,249.48,118.20,37.75,88.56,188.05, ,0.29,111.79,14.96,194.20,13.11,72.86, ,289.14,0.68,35.94,174.58,232.85,254.80,148.34,206.80,189.06,36.68,271.47
14.47,140.92,36.06,198.73, ,187.87, ,163.43,222.01, ,154.86,30.64,179.14,32.25,263.05,252.22, ,198.94, ,39.86,222.40,1.63,193.50,71.42,52.93,142.82,237.67,121.75,123.12,42.30,216.43,47.29,267.91,67.59,97.02,47.83, ,49.46,167.83,107.79,291.90,231.46,207.29,204.61, ,205.50,207.62,223.26,290.59,165.60,136.11,165.63,282.04,233.40,7.79,126.20,164.27,27.89,3.12,151.73,9.27,96.62,179.16,171.81,211.05,227.93, ,93.57,282.07,164.50,241.33,126.68,201.13,65.65,225.62,299.98,31.93,200.96,236.37, ,106.12,158.04, ,158.06,110.16,61.15,140.62,11.52,40.24,189.81, ,115.43,60.88,160.48
120.73, ,41.58,160.58,87.98,52.53,22.25,86.18,137.34,85.88,194.10,61.51,232.00,199.34, ,119.10, ,239.83, ,281.41,216.42,48.26,207.41,133.30,80.48,207.44,2.58,201.37,117.81,60.71,184.62,123.53,42.29,243.55,180.77,32.91,79.84,208.24,75.46,57.36,258.25,163.21,21.10,89.53,49.86,79.14,271.50,238.20,27.60,86.41,106.70,5.56, ,213.81,275.94,231.15,213.60,295.09,217.05,263.97,109.54,135.10,85.70,282.21,65.37, ,273.74,5.22,157.21,193.11,181.64, ,13.52,158.11,236.49,68.29, , , ,266.22,100.36,204.05,69.36,85.75,38.67, ,195.88,215.51, , ,189.05, ,47.16, 
122.32,262.97,146.56,219.65,78.00, , ,293.00,63.59,79.15, , ,151.21,201.92,37.99,221.35,138.12,226.54,90.53,213.88,167.15,5.50,57.17,222.99, ,286.58,97.58,144.79,292.34,274.53,156.81,243.21,203.61,247.37,155.54,77.93,4.03,98.13,268.63,172.16,94.53, ,192.11,249.88,292.21,239.25,225.50,257.29,208.35, ,72.40,30.58,270.47,61.78,283.79,144.70,49.22,14.68,131.34,104.20,6.76, ,20.84,40.04,44.73,0.42,20.79,269.02,148.73,232.90,287.42,62.03,12.53,158.05, ,172.60,228.66, ,263.96, , ,178.32, ,178.74,273.18,194.51,205.73,77.19,185.55,185.09, ,186.35,219.87,59.56
247.61,34.84,139.11,215.58,264.22,196.17,141.15,84.22,158.90,62.63,167.91,167.06,156.15,83.78,72.36,266.92,82.25,231.54,278.93,238.79,15.09,132.86,88.13,141.68,199.44,229.00,7.44, ,163.59, ,239.60,191.29,241.82, ,173.36,187.21, ,130.36,268.66,191.81,180.31,3.82,237.80, ,245.23, ,108.82, ,48.42,50.52,42.05,163.24,218.98,235.89,180.82,21.33,163.26, ,196.75,104.12,14.77,79.78,62.50,222.04, ,22.27,191.97,296.33, ,215.31,215.61,286.49,289.31,50.32,154.90,149.37,81.61,210.25,207.80,49.98,194.49,152.11,178.96,163.07,196.15,39.84, ,26.33,35.67,49.13,11.77,252.46,77.80,181.04
24.39,289.16,48.28,6.34,155.12,78.09,118.91,129.13,202.83, ,238.49,278.62,24.08,294.04,52.62,175.91,135.02,280.96,77.98,295.59, ,218.36,201.52, ,30.64, ,186.10,68.87,176.05,222.50,104.50,203.48,93.29,50.16,176.24,200.96,35.00,245.58, ,147.09,192.60,258.57,63.84,91.86,32.05,184.76,6.82, ,221.95,281.68,18.41,11.51,291.27,113.33,299.87,83.95,270.98,249.07,25.52,85.82,137.12,172.54,294.95,106.43,170.10,189.00,246.03,107.87,247.03,174.15,299.57, ,270.55,186.48, ,291.55,233.09,38.47, ,33.42,255.14,250.40,139.32,289.27,246.77,286.87,100.72,167.54,171.19,278.60,102.61,49.22,156.99,191.41
 ,224.83,281.75,293.32,14.47, ,54.31,240.84,246.96,274.97,100.38,252.59, ,55.20,253.04,159.86,99.55,157.55,165.39,199.53,164.29,290.93,268.31,119.41,16.88, ,131.38,130.62,40.33,139.17,287.48,203.06,146.86,275.97,190.93,70.76,279.56,40.58,253.07,277.53,127.38,247.04,99.85, , , ,181.91,99.57,86.45,76.08,193.96,2.92, ,52.57,2.84,146.91, ,124.45,31.02, ,289.78,243.17,202.98,214.43,154.83,172.81,219.72,266.77,287.72,185.11, ,187.95,111.70,37.07,62.34,199.09,57.88, ,90.39,226.30,251.24,148.47,153.95,108.85,235.23,96.72,136.85, ,270.27,152.15,109.34,75.43,142.36,270.33
223.70, ,228.52,20.82,210.51,145.18, ,80.40,92.21,252.77,209.03, ,61.19,136.26,5.82,118.04,115.02,62.83,71.13,36.68,68.34,266.72,266.54,293.92,54.42, ,208.14,258.27,164.88,71.31,194.47,258.61, ,90.05,281.25,87.77, ,156.11,219.86,231.66,63.55,236.50,49.35,61.91, ,226.80,151.00,90.75,25.97,98.03,220.77,277.21,97.21, ,62.33,234.28, , ,8.11,256.05, , ,65.08, ,261.36,12.12,111.12,176.45,154.12, ,131.33,85.64,270.41,211.89,141.95,202.52,212.97, ,26.40,272.59,121.29,263.64,286.06,171.51,283.91,259.73,156.96, ,218.63,205.94, ,47.90,143.10,287.66
105.47,178.20,233.58, ,197.22,298.08,4.41,255.89,120.33,187.00,286.20,221.72,236.15,240.04,5.41,298.50, ,12.56,21.54,184.76,143.36,31.64,22.07,71.22, ,299.45,198.38,44.73,177.80,282.40,291.72,255.84,294.88,2.78,220.85,64.92,92.28,286.05,104.65,278.84,190.84,95.87,263.94,209.33,121.48,259.58,179.54,103.42,114.73,54.58,55.13,289.99,202.08,55.04,154.32,163.50,12.17,134.39,99.97,117.84,235.45,34.66,292.84,289.41,244.29,143.15,163.48, , ,109.18,72.30,235.76,8.66, ,143.05,295.14,41.87,122.21,251.26,112.13,226.60,33.64,62.85,134.07,179.91,5.17,271.93,17.55,277.32,102.89,189.50,7.13,14.63,50.67
66.54, ,293.15,88.87,145.35,97.81,1.84,46.51,269.37,101.18, ,66.66,112.86,78.02,187.54, ,238.21,15.88,113.77,183.51,272.76,24.57,70.20,68.02,110.05,131.88,214.48,277.89,237.22,272.49,121.59,6.55,123.68,160.81,31.46,140.09,73.18,74.80,191.08,260.09,180.20,212.36,216.33,289.15,124.30,210.77,26.79,5.69,239.75,87.93,210.82,275.43,92.69,127.39,193.04,284.89,179.44,167.92,87.50, ,211.79,160.10,145.51,163.37,17.17,83.91,240.69,263.82,104.61,52.08,207.09,73.27,18.99,148.25,58.02,64.09,124.04,127.49,1.60,265.53,20.72,7.16,61.37,186.10,285.02,254.36,77.73,172.44,298.15,211.49, ,275.58,150.05,153.48
201.36,85.14,165.05,227.29,195.95,12.56,183.29,16.28,28.47, ,125.19,268.52,98.24, ,124.23,212.01,264.19,122.03,33.51,183.91,113.54,159.07,141.78,76.84,117.75,201.98,230.50,34.11,42.29,279.44,173.23,144.22,4.83,186.75,253.34,299.14,150.51,192.99,200.55,150.36,75.13,83.89,296.38,272.81,146.66,205.19, ,49.41,148.53,44.06,269.00,186.00,265.24,228.87,244.76,107.89,273.83, ,279.46,164.97,195.27,204.53,31.51,149.86,196.75,232.88,134.52,269.62,12.84,99.27,258.58,78.25,271.80,268.60,95.07,203.53,145.18,90.79,156.28,65.51, ,298.39,240.69,106.28,58.83,210.37,78.68,107.46,180.14,268.91,141.00,34.93,247.65,222.14
299.27,189.85,268.97,188.97,234.24,20.76,115.34,22.27,139.48,194.33,175.66,151.01,265.71,148.01,28.93,37.70,232.95,80.50,115.80,111.58,264.71,43.11,63.47,274.07,195.11,222.56,31.64,87.43,259.52,210.71,5.59,16.64, ,97.14,291.77,252.04,31.32,84.92,147.85, ,50.79,253.84, ,285.48, ,282.83, ,193.54,144.66,11.53,17.93,223.66,175.28,51.52,260.07,17.97,286.75,158.71,57.25,148.36,179.00,25.56,191.05, ,35.72,191.87,79.00,42.58,175.81,140.23,178.35,100.38,263.42,144.97,261.04,143.96,156.04,29.33,87.00,221.83,9.50,241.64, ,284.22,290.05,17.43,80.85,172.84,257.52,212.08, ,189.13,41.45,293.03
86.66,19.21,202.75,122.20,117.21,128.61,226.48,11.84,111.95,171.79,263.46,91.14,286.10,13.66,25.44,98.32,86.72,120.60,146.25, ,263.46,262.46,105.71,269.71,105.51,276.44,239.12,75.70,210.96,169.36,81.41, ,193.51, ,14.10,0.62,86.08, ,48.53,241.84,191.67,147.59,22.94,106.44,207.86,158.76,131.49,45.23, ,238.74, , ,222.52,209.74,253.19,57.13,287.71,66.82,246.81, ,78.97,4.94,2.71,250.65,260.98,141.74,234.63,83.57,34.56,97.22,25.86,100.28,130.80,267.82,146.31, ,225.27,227.07,245.25,162.75,51.75,221.19,93.27,230.40,67.78,77.96,28.94, ,229.95,110.71,216.85,99.74,182.29,66.05
287.53, ,66.99,115.77,55.40,21.41,189.78, ,267.74,17.82, ,247.77,222.06,157.49,245.29,61.37,62.52,275.11,112.89,127.91,30.28,137.70,169.12,140.89,295.21,175.82,152.37,124.65,269.15,253.51,278.61,202.01,170.63,260.48,219.21,212.18,271.71,1.19,77.35,298.83,183.11,256.57,298.25,109.92,63.35,181.84,78.31,83.09,260.97,232.46,131.96,129.68,194.51,244.49,272.95,44.41,117.97,191.53,82.19,83.61,64.88,187.51,49.30,92.12,14.17,190.45, ,20.12,63.72,194.29,123.94,79.99,255.57,171.52,163.16,155.40,237.85,196.22,170.14, ,180.41,197.74,27.13,90.98,130.68,171.22,65.91,246.24,264.40,217.42,190.37,191.59,28.25,95.30
 , ,282.44,143.11,133.84,247.14,147.16,166.79,244.07,27.21,278.60,217.52,27.79,286.41, ,14.66, , ,114.38,106.38,207.51,11.20,233.71,224.91,102.81,255.61,270.50,14.11,63.44,289.89,196.54,178.31,141.08,35.13,44.99,132.83,128.09,30.24,80.05,73.33,198.44,218.37,174.85,131.04,142.60,109.63, ,287.95,171.29,285.46,13.52,259.58,255.06, ,16.86,251.42,66.51,119.12,18.80,217.35,232.27, ,41.91, ,29.85,172.27,34.87,11.91,258.61,116.91,274.19, ,225.61,12.38,43.09,94.27,214.60,269.34,214.88, ,215.86,123.03, ,157.90,51.41,45.76,136.67,3.53,53.84,194.40,4.61,63.47,274.55,42.98
252.61,255.14,173.72,149.27,35.74,49.00, ,94.76,163.60,120.02,256.58,28.44,53.77,86.26, ,64.33,184.38,153.48,43.17,135.77,289.05,199.62,258.65,132.81,90.15,195.15,292.12,252.63,298.08,101.17,159.05,46.36,182.43,182.95,227.04,118.05,190.22,254.14,244.23,224.01,122.49,258.57, ,211.20,61.56,230.69,288.81,258.65, ,158.49,204.23, ,22.28,124.13,255.76, ,42.71,18.57, ,277.14, ,188.34,141.19,40.01,6.91,12.13, ,170.63,19.05,188.24,257.79,81.29,285.36,256.27,84.04,198.53, ,278.17,210.59,267.62,172.85,86.80,13.67,55.60,220.67,156.23,269.56,43.28,153.96,139.39,192.80,234.86,62.12,203.49
32.39,223.31,145.63,90.22,211.74,127.30,157.59,94.41,152.13,10.28,246.44,42.42,110.52,93.22, ,296.71,222.70,68.66,13.45,218.16,290.52,0.05,221.58,217.34,135.72,59.01, ,208.67, ,19.19,233.92,51.81,37.17,98.45,102.45,184.61,284.66,84.60,298.07,268.30,54.90,270.42,245.82,22.59,112.59, ,46.51,43.35,270.78,75.59,120.32,261.23, ,136.36,156.87,231.70,49.83,229.18,100.52,292.14,5.05,164.89,151.24,39.95,69.27,203.98,178.13,107.12,263.63,244.59,77.91,245.67,162.90,147.99,49.86,86.53,244.87,51.50,49.92, ,119.19,128.47,27.38,72.20,183.58,291.03,93.58,249.75,30.22, ,293.65,209.45,229.36,31.60
250.43,72.29,200.71,3.40,248.92,237.98,106.92,286.38,47.24,60.75,183.92, ,177.57,247.33,289.16,289.36,52.08,42.31,271.59, , ,212.77,75.36,260.67,194.51,76.26, ,44.83,17.77,109.71,30.04,66.74,56.83,183.76,79.07,99.30, ,236.68,194.91,163.82,41.07,227.25,106.55,162.16,77.44,148.40,274.91,221.76,272.70,290.35,37.58,199.72,142.27,36.19,148.45,192.75,258.35,6.85,179.67,103.59,113.89,112.14,167.87,195.39,292.41,240.98,286.85,110.48,277.10,166.30,46.68,15.06,179.06,69.93,190.93,15.85,125.51,93.62,161.88,133.95,174.75, ,161.60,294.75,192.73, ,18.28,216.08,193.13,55.26, ,246.19,169.73,262.09
44.62,159.60,89.42,208.38,198.16,79.99,60.70,34.33,290.99,133.81,115.56,79.59,82.83,215.20,276.79, ,21.41,109.88,222.19,263.42, ,33.39,214.86,139.25,11.82,171.62,154.58,74.57,65.81,259.95, ,236.74, ,258.16,170.12, ,293.90, ,15.84,166.35,104.11,179.88,135.84,261.55, ,36.13,104.50,184.55,3.49,243.82,79.45,233.85,148.15,69.28,243.58,14.30,183.40,54.16,155.74,260.88, ,297.00,248.87,255.31,194.02,278.20,156.06,191.59,61.23,18.00,62.92,223.50, ,243.40,280.02,97.04,245.31,237.90,190.28,271.38, ,47.99,280.19,115.95, , ,291.12,86.38,268.06,291.24,253.28,228.77,79.65,297.72
107.55,211.33,285.17,258.42, ,238.61,154.82,90.00,101.51,118.39,228.84, ,177.59,129.40,133.96,276.02,230.10,145.47,19.55,277.42, ,16.29,101.04,26.97, ,128.47,21.50,80.67,130.81,231.32,64.62,169.26,196.96,124.21,240.78,173.09,121.73,234.50,137.95,65.28,8.72,180.82,177.78,180.00,219.74,268.80,176.59,25.00,237.42,115.99,292.97, ,114.70,30.90,163.93,218.30,145.22,73.74,289.84,55.44,254.96,267.23,43.35,264.32, ,113.53,220.91,221.98,221.20,48.22,111.89,292.52,29.95,78.55,94.41,260.83,68.73, ,8.06,165.36,287.83,85.91,128.97,142.70,113.61,194.51,202.54,180.35,109.18,285.89,79.34,275.39,168.39, 
176.45,97.60,261.72,234.74, ,127.15,280.93, ,175.44,18.33,8.95,63.85,211.57, , ,53.80,179.63,177.63,130.66,204.91,280.90,274.81,266.80,96.48,115.73,36.17,226.59,59.74,39.01,68.84,282.55,57.62, ,235.26,110.07,123.16,191.39,177.26,229.61,103.41,292.94,173.36,1.92,186.75,257.50,61.19,140.62,127.35, ,62.60,273.32, ,175.77,7.03,171.42,230.23,73.83,50.17,50.17,165.68,44.44,94.98,192.90,289.47,238.40,82.84,126.05,203.67,220.42,54.85,147.35,66.69,208.24,168.38,168.94,195.33,157.22,19.01,225.90,70.36,161.20,23.75,209.14,289.07,138.13,221.41,28.99, ,237.24,75.05,273.89,90.98,266.32,206.28
 ,214.76,171.48,240.00,63.21, ,52.28,260.78,200.11, ,188.20,62.43,227.98,267.04,49.05,3.40,60.60,137.51,106.63,51.32,204.21,195.77,166.81,287.64,74.57,88.20,86.84,255.92,108.70, , ,77.28,288.08,75.13,113.23,134.57,228.39,279.08,65.64,298.63,108.90,287.18,35.97,47.72,88.83,214.85,14.17, ,2.25,271.15, ,152.91,107.78,1.18,205.46,232.75,120.10,277.28,238.75, ,286.47,270.13,219.99,157.06,6.88,42.12,287.14,130.94,93.14,250.73,117.70,112.75,137.65,299.07,93.15,126.22, ,96.35,237.44,79.58,214.08,191.67,226.02,23.05, ,235.28,150.17,143.84,74.77,117.33,226.43,86.15,290.10,149.00
 ,56.21,190.59,231.08,162.40,259.29,32.67,120.73,79.64,2.80,248.49,159.89,210.73,108.47,60.48,112.38,253.11,265.29,138.88,225.96, ,185.25,86.14,7.46,194.35,247.90,129.66,96.81, ,167.18,106.30,172.53,200.76,87.26,269.34,62.42,227.42,80.56,202.04,121.61,89.63,95.04,132.44,123.35,170.17,244.88,218.19,195.15,243.05,285.00,208.55,107.70,163.32,250.12,83.54,212.50,74.51,199.71,34.78,191.37,13.58, ,231.77, ,50.72,58.98,109.10,83.13,103.50,105.06,11.81,125.35,61.76,231.85,106.80,284.52,171.58,134.41,229.88,129.56,284.77,16.31,156.07,10.67,45.89,13.20,4.33,282.02,38.40,27.56,180.49, ,52.07,277.78
240.06,234.62,50.62, ,144.49,36.40,238.79,270.89,140.00,90.53,41.31,35.88,274.14,80.94,268.44,95.29,31.18,8.12,211.75,188.79,110.49,211.39,7.49, ,147.49,91.80, ,220.74,267.68,221.76,12.38,139.75,263.70,268.80,122.76,103.09,236.78,236.74,262.86,30.46,91.72,55.93,86.77,66.61, ,288.37,183.93,242.83,142.27,260.39,236.51,217.18,77.73,184.80,93.61,256.36,220.74,113.67,231.09,48.57,261.89,88.62,215.51, ,57.78,97.80,81.72,89.05,16.47,214.57,13.41,198.72,264.33,184.82,274.13,294.86,237.05,48.29,247.31,220.27,224.95, ,6.67,266.00,273.28,251.01,199.21,114.37,258.92,155.19, ,130.36, ,67.41
139.50,179.17, ,184.26,88.62,150.86,27.22,18.71,138.31,112.24,48.73,91.83, ,297.04,68.14,128.89,128.97,285.83,187.64,192.39,144.99,182.70,280.83,209.13,208.31,6.09,192.23,133.04,26.47,136.06,27.19,230.17,233.35,164.29,272.37,152.82,10.30,7.78,105.52,184.98,60.40, ,252.62,188.08,6.23,187.05,45.35,31.02,85.35,65.80,219.38,59.16,132.78,44.51, , ,8.89,21.81,269.07,179.72,25.43,175.31,286.80,64.48,122.16, ,187.96,184.21,115.33,143.22,265.46,110.22,276.02,248.69,293.33, ,150.48,241.66,161.03,246.45,246.28,75.34,256.58,95.33,246.84,110.24,281.74,267.07,53.40,157.31, ,80.44,135.13,226.75
190.03, ,115.54,176.00,12.61,22.39,99.60,124.21,126.08,287.22,14.57,84.48,270.00,252.33,204.27,181.84,171.34,172.57,138.54,177.76,181.14,259.07,169.39,190.58,189.24, ,203.81,173.11,188.41,28.02,146.51,25.34,180.69,84.27,200.92,45.33, ,245.49, ,114.88,185.30,283.66,198.98,281.51,263.17,14.34,13.43,0.54,72.56,101.16,48.79,289.67,54.15,39.62,298.38,159.71, ,143.37,163.83,228.28, ,98.21,285.21,111.12,150.41,166.97,40.51,253.65,9.89,33.84,73.09,204.00, ,168.85,162.67,107.02,268.61,189.16,86.26,30.00,151.21, ,102.78,154.74,284.38,64.24,214.14, ,118.14, ,286.99,128.99,253.33,288.29
109.10,140.63,237.17, , ,151.61,105.05,120.32,170.98,107.65,21.89,203.26,124.40,238.32,209.92,173.33,246.01,105.37,92.33,299.28, ,150.89,298.45,237.65,28.23,195.53,144.09,16.61,178.01,174.42,116.78,4.74,12.08,120.36,79.50,97.99,56.31, ,54.76,187.90, ,10.11,247.69,91.77,90.31,171.16,101.19,30.79,2.93,93.10,141.59,286.20,5.53,188.46,97.27,143.68,128.93, ,76.62, ,40.93,39.63,63.02,200.02,246.75,136.68,26.25,212.44,217.85, ,106.31,152.23,17.43,229.82,70.21,179.21,47.37,179.68,40.53,159.48,267.24, ,7.09,249.30,101.13,137.49,273.45,8.33, ,100.47,199.88,10.61,10.73,56.60
