Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78
236.30,51.87,47.42,249.60,219.14,166.82,108.90,205.88, ,100.30,76.82,213.05,207.10,54.30,147.97,63.64,68.41,172.95,225.30,218.63,207.81,160.28,27.31,275.23,180.54,285.72,31.41,48.80,21.00,106.65,235.21,290.05,48.18,272.66,151.67,266.95,109.70,128.84,138.96,157.37,179.60,276.88,41.86,149.53,128.78,231.83,126.47,67.62,84.88,148.14,231.56,296.02,242.33,178.27,228.93,100.80,178.73,19.55,103.35,283.46,125.25,296.13,137.16,126.38,104.02, ,35.58,154.60,31.95,255.12,208.39,214.05,169.49,36.47,95.08,73.54,30.80,23.34
125.99,108.91,191.11,206.61,173.06,3.53,40.67,18.26,249.41,265.99,224.03,208.98,208.01,46.32,271.35,221.32,156.76,145.36,113.67,274.55, ,278.08, ,236.73,102.91,142.30,5.03,71.36,85.44,196.54,218.17,201.44,265.22,169.73,106.06,162.54, ,275.72,161.85, ,71.85,181.56,1.38,280.48,100.61,52.12,197.69,165.03,109.79,157.32,240.82,262.91,43.99,79.08,94.88,98.10,141.13,80.88,166.26,215.26,127.29,264.01,237.66,124.10,259.28,26.97,244.80,3.46,222.92,91.47,291.19,184.54,169.23,274.83, ,190.08,154.07, 
179.05,95.41,142.58, ,169.55,229.37,258.24, ,40.78,100.16,199.20,164.29,250.12,103.92,29.20,130.96,72.65,281.78,13.16,222.75,293.91,227.11,135.78,235.70,154.90,208.54,20.56,122.53,211.95,247.58, ,78.54,105.38, ,273.44,233.95,99.45,73.72,81.20,171.83,86.07,52.77,80.83, ,203.36,279.39,291.58,162.54,48.36,158.67,241.36, ,137.55,19.76,86.39,120.77,117.86,284.94,201.45,243.95,269.13,248.27,279.55,261.48,217.17,208.35,170.77,167.02,228.56,219.58,287.74,273.16,247.20,276.23,23.88,117.53,208.14,91.95
 ,53.43,151.78,145.71,153.60,93.92,243.00,81.50,268.45,231.12,69.05,50.28,213.10,35.22, ,101.02,66.29,51.49,187.42,149.36,187.92,208.24,106.80,131.33,157.39,295.87,22.24,281.72,98.19,275.16,130.79,2.36,111.81,200.74, ,50.10, ,213.90,25.91,210.73,85.47,110.42,299.57,266.43,72.59,233.48,68.92, ,71.28,235.74,162.09,213.28,48.52,126.09,215.27, ,72.51,49.17,13.60,15.59,30.04,44.66,135.93,27.78,184.86, , ,151.22, ,63.41, , ,249.38,36.30,100.40,279.59,282.18,298.92
 ,87.10,21.88,120.45,182.88,38.80,15.28,209.04,253.42,51.16,37.50,179.23,179.46, ,162.79,275.84,92.19, ,99.06,171.84,105.75,224.81,133.20,34.56,178.63,130.36,130.91,8.85, ,188.31, ,51.10,59.14, , ,161.62,149.43,98.67,88.19,99.72,263.57,263.63,122.26,72.00,261.84,263.31,269.17,180.93,109.18,233.07,33.41,68.47, ,167.14, ,190.62, ,154.19,101.37,194.26,68.40,157.20,110.75,118.42,135.75,41.19,71.76,109.22,298.96,294.61,130.07,56.73,48.70,139.80,207.31,45.42,181.50,124.97
157.44,224.25, ,265.45, , ,178.23,194.90,14.89,0.36,117.73,274.55,207.95,235.96,170.04,123.51,36.64,230.10, ,223.29, ,292.29, ,170.52,96.29,251.12,41.16,275.03,151.51,17.27,239.63, ,151.30,218.82,198.56,167.99,72.20,244.03,146.05,235.01,241.72,33.40,16.98,74.05,61.88,143.56,17.35,184.17,185.64,56.60,251.91,22.77,154.69, ,0.74,23.62,53.96,116.41,16.41,227.02,88.65,286.26,22.09,10.83,274.74,247.34,65.74,81.72,26.62,178.47,160.75,110.37,201.53,67.69,253.55,60.65,299.45,168.87
136.02,212.28, ,159.62,59.26,251.42,58.17,27.58,160.69,195.89,131.20,143.09,76.23, , ,137.24,287.30,292.71,71.06,160.52,273.18, ,224.59,20.41,96.47,85.22,1.83,157.33,3.71,200.72,16.26,278.75, ,137.53,173.45,269.15,139.28,253.75,166.91,121.92,119.11,176.67,229.69,2.58,41.01, ,182.52,274.07, ,280.53,263.94,207.39,187.95,175.41,148.18,164.34,133.77,197.97,128.70, ,131.28,88.75,136.75,265.64,132.54,91.35,27.86,38.73,133.29,136.36,233.59,139.33,12.45,101.66,251.48,70.63, ,159.38
247.91,88.73, ,152.64,94.52,95.42,141.45,218.66, , ,156.49, ,168.95,157.59,117.30,262.47,198.06,23.14,252.50,204.70,264.52,10.20,150.21,286.47,62.11,282.62,120.78,270.28,191.47, ,8.77,144.04,112.83, ,258.80,43.84,134.07,218.29,153.38,287.72, ,49.83,130.03,224.92,234.46,47.15,96.21,277.10,264.74,206.14,48.73,240.56,258.60, ,102.88,199.01,242.16,140.43,176.46,271.22,39.06,79.30,282.07,78.48,99.96,128.45,217.14, ,129.37, ,259.88,288.46,105.06,205.32,276.93,50.09,113.92,134.02
190.53,28.44, ,128.40,166.86,54.57,62.31,31.43,143.82,236.93,150.96,208.03,144.48,146.54,103.73,226.65,126.22,25.39,81.14,232.67,278.87, ,41.18,99.27,14.99,226.57,296.13,225.73,238.60,239.12,19.28,257.89,1.04,41.63,81.78,28.95,174.29,97.62,187.35, , ,42.06, ,38.19,145.78,164.42,69.90,80.60,153.55,245.75,138.46,235.96,70.98,208.17,63.35,274.51,28.77,2.30,96.90,86.27,171.27,4.00,146.34,185.87,181.43,154.07,173.66,53.77,55.77,31.80,85.59,79.37,183.17, ,280.07, ,222.75,11.78
234.60,11.35,158.02,252.10,212.67,102.13,70.39,228.38,277.02,108.50,128.32,138.07,271.74,164.24,253.67,121.25,34.15,8.73,25.39,204.26,86.59,204.49, ,132.87,141.30,67.67, ,59.34,78.30,295.99,225.58,118.55,137.92, ,146.66, ,107.49, ,194.08,47.37,119.78,10.22,27.06,158.77,137.24,80.51,190.51,93.90,141.60,278.09,20.16,39.16,232.24,67.86, ,115.22,63.55,187.60, ,265.49,24.73,77.91,271.05,128.30,108.59,205.68, ,225.85,3.35,143.68,218.69,235.39,147.36,29.37,23.57,0.45,76.62,284.87
74.23,10.16,61.89,44.87, ,270.71,247.60,203.69,40.23,174.61,21.05, , , ,155.39,104.09,159.64,113.87,42.26,73.05,104.09,252.73,88.63,295.93,216.43,250.40,109.76,111.15, ,167.16,283.44,284.53,83.25,29.31,115.76,90.18,257.43,172.63,296.73, ,206.90, , ,191.90,181.85,29.91,170.21,293.34,194.88,177.08,238.09,84.13,284.37,48.86,176.67,189.20,56.31, ,293.15,55.73,135.25,69.65,228.99,138.49,174.88,199.89,285.36,227.37,78.47,125.66,108.07,160.13,236.59,33.94,209.63,269.49,148.45,190.03
19.13,100.26,75.79,37.25,94.25,137.94,196.04,143.65,143.88,174.22,260.02,10.22,297.82,214.53,18.84,223.72, ,23.98,208.87,269.23,118.39,107.95,129.90,134.76,215.43,8.22,98.56,6.12,214.21,182.75,4.66,284.20,120.39,274.60,32.33,299.28,177.69,141.82,178.79,141.60,115.11,90.12,66.20,181.89, ,64.63,86.71,25.09,172.34,103.94, ,47.78,216.32,8.12, ,186.90,74.65,149.82,71.23,290.67,245.38,249.52,11.97,61.95, , ,70.34,135.89, ,36.78,242.76,110.39,231.79,250.47,294.91, ,58.41,151.60
136.70,13.80,137.35,185.74,10.04,272.44,92.02,182.72,232.49,254.68,159.40,58.79,94.69,56.45,99.36, , ,9.17,84.73,246.44, ,256.48,121.89,18.57,285.13,44.11,117.54,72.14,211.21,12.01,200.89,244.30,22.00,118.11,265.09,139.12,114.09,162.10,198.02,47.60,43.52,95.90, ,168.04,155.35,90.38,213.38,244.59,277.49,140.44,90.04,9.29,219.16,187.69,2.91, ,186.07,294.45, ,238.59,51.30,162.49,94.23,97.17,98.20,163.77,244.84,43.71,279.41, , ,118.01,235.46,248.01,15.20,20.27,79.98, 
242.47,141.94,10.43,116.55,44.54, ,298.35,284.07,61.77,144.86,105.03,200.54,127.67,283.01,169.52,219.51,5.46,59.18,143.21,140.35,284.48,258.24,294.44,260.60,285.40,236.00,185.79,143.46,52.27, ,221.79,80.91,194.92,198.21, ,138.15,285.19,254.62,105.47,185.74,5.27,171.53,261.57,77.80,70.77,231.51,51.86,13.07,15.89,89.09,283.64,293.70,49.89,212.27,197.39,221.43,269.15,143.93,150.28,35.76,51.80,153.22,88.25,294.55,93.05,38.76,10.89,45.51,280.79,216.14,55.79,80.83,230.53,255.67,146.49,1.87,258.71,1.95
21.39,151.10,80.13,191.12,222.32, ,203.10,67.94,250.20,162.11, ,86.87,216.85,222.25,131.65,73.82,227.92,130.09, ,210.22,100.77,191.20,153.05,231.81,175.58,126.49,157.16,124.56,179.38,10.23,189.57,171.93,119.12,153.26, ,63.49,277.55,58.22,217.78,246.76,28.10,265.25,285.93,190.36,107.16,84.13,137.85, ,161.02,44.33,292.60,77.77,198.67,217.84,60.28,160.37,98.46,164.29,275.07,54.61,199.23,133.10,140.74,181.70,202.88,16.05,147.15,55.10,236.32,259.43,43.30,195.64,108.95,6.01,152.01,132.98,63.50,155.74
74.52,206.01,263.47,172.88,15.87,156.44,200.91,248.78,235.67,85.97,204.35,128.63,152.59, ,216.10,263.34,2.21,26.35, ,248.41,74.88,80.46,216.46,47.18,225.59,9.66, ,214.01,156.10,256.13,77.97,45.40,292.57,42.10,27.22,267.33,81.23,260.17,148.06,59.72,167.14,22.96,70.04,282.23,207.34,43.84, , ,26.61,136.85,122.06,75.06,43.77,20.99,168.82,245.48, ,112.62,205.32,41.14,273.54,49.62,11.11,22.47,61.53,237.20,247.68,205.30,145.04,58.06,230.41,94.46, ,207.08,14.78,171.21,171.94,206.69
149.60,106.30,3.15,187.15,179.59,38.69,133.46,274.71,30.68,76.89,11.29,19.69, ,190.90,54.30,89.83,178.98,244.43,34.59,16.08,55.93,206.66,137.95,247.30, ,149.13,227.25,181.24,186.49,137.84,117.91,159.46,46.20,200.47,225.49,191.20,132.74,0.13,33.64,52.64,44.68,51.30,62.18,218.88,296.15,18.31,223.94,70.10,68.68,145.26,47.39,87.64,232.15,285.47,94.84,119.82,239.87,111.45, ,30.33,99.82,269.03,10.99,283.99,215.48, ,209.65,162.84,182.08, ,167.55,179.90,180.62, ,51.74,147.57,161.20,255.23
67.32,259.23,153.09,129.61,66.74,109.60,36.55,24.58,159.23,1.51,265.99,210.40,151.80,173.14,156.26,261.24,297.47,137.71,160.83,258.22,6.58,157.15,59.50,164.73,267.10,283.62,187.16,250.82,251.99,51.95,252.32,31.84,233.67,100.36,136.86,22.08,126.39,186.56,60.96,104.63,217.53,261.14, , ,143.64,35.92,42.50,208.78,238.04,243.89,236.96, ,259.04,223.36,110.75,199.22,213.88,79.57,188.42,284.39,27.89,136.31,261.15,132.26,62.60,279.37,211.67,197.97,284.32,8.98,230.58,257.11,135.48,146.58,220.93,124.29,49.61,172.30
85.16,46.25,279.27,248.75,85.75,61.66, ,70.63,198.62,122.25,114.32,189.66,79.86, ,28.68,223.11,81.01,205.53,156.02,152.88,75.75,251.48,8.70, ,173.84,186.87,161.22,155.01,139.41, ,101.92,141.76,164.52,33.30,50.03,254.85,294.09,141.54,168.00,165.08,24.08,262.91,144.44,175.17,103.51, ,205.43, ,230.46,31.35,8.15,153.08, , ,293.60,92.73,276.07,237.64,241.04, ,85.48,195.47,268.15,247.62,79.09,104.05,87.54,25.35,220.89,153.19,281.95, ,143.55,118.61,255.23, ,275.54,146.38
 , ,176.52,288.11,129.74, ,217.28,298.15,80.85,239.39,268.46,9.71,173.49,193.20,187.98,104.26,21.31,159.04, ,232.58,107.40,216.11,279.60,78.37,156.93, ,5.84,223.59,145.34,143.87, ,31.85,30.07,234.79,223.99,157.13,194.58,218.89,44.75, ,123.12,43.69,269.46,221.32,65.08,290.13, ,215.94,18.69,5.75, ,229.74,108.48,218.67,5.20,117.76,216.12,167.97, ,137.43,50.19,74.42,20.61,222.07,224.17,182.56,194.22,159.67,242.39,136.99,251.18,133.16,82.48, ,42.29,160.28,253.10,126.05
211.37,292.03,33.60,30.48,127.00, ,45.32,69.17,122.18,48.67,175.22,29.38,173.44,58.34,185.39,51.12,160.47,247.38,194.15,38.87,7.16,280.86,10.04,234.81,70.38,87.56,114.63,143.66,49.23,213.13,151.10,189.97,124.80,19.96,17.51,176.63,262.10,77.16,207.51,104.37,295.44,223.49,8.87,98.14,269.16,292.72,275.53,131.83,20.04,119.29,210.64,62.22,153.40,144.89,151.34,38.80,141.18,256.86,29.43, ,298.59,200.86,41.81,250.68,103.59, , ,13.12,203.36,110.75,30.74,194.08,210.46,121.18,297.73,202.18,179.36, 
80.22,160.83,270.30,267.35,264.42,85.89,11.85,32.51,2.49,248.66,114.63,103.66,287.26,189.55,254.24,159.03,109.93,198.23, ,165.59,287.26,238.90,285.92,241.54,213.13,289.16,260.34,299.27,265.96,137.27,28.40,164.98,37.53,261.09,207.68,270.77,100.76,103.96,120.31,127.19,191.21,229.05,95.04,99.27,2.48,66.96,164.14,93.74,116.79, ,24.47,290.19,282.27,23.37,20.16,196.14,260.08,282.65,107.54,210.90,213.46, ,244.34,167.44,213.25, ,232.67,274.42,228.10,122.72, ,142.88,221.79,280.43,179.13,41.82,2.96, 
150.41,247.91,13.29, ,297.51,7.91,53.32, ,10.02, ,35.67,206.13, ,186.56,271.98,233.57,281.58,65.67,289.79,293.98,299.57,0.59,77.13,131.79, ,141.81,126.87,257.79, ,50.64, ,22.62,260.26, , ,150.39,93.98,5.73,163.54,97.64,152.08,73.81,45.52,221.41,93.09,205.39,229.83,254.71,23.13,37.17,19.16,214.64,51.53,210.19,295.33,157.08,112.25,7.41,146.51,30.16,108.00,167.62,60.50,290.29,37.30,286.52,215.01, ,266.54,79.77,116.86,38.70, ,269.59,57.61,200.49,55.69,23.32
46.33,45.64,167.44,64.08,139.39, ,8.98,176.67,127.24,176.35,257.81,135.52,133.81, ,221.58,138.48,230.61,28.71,221.43, ,285.51,198.57,105.25,210.23, ,37.47,172.64,233.26,38.93,82.64,292.73,297.85,249.12,16.02,204.70, ,263.88,224.11, ,29.37,97.78,66.28,286.74,38.65,187.75,82.76,68.12,274.61,206.70,294.43,201.56,160.18,163.02,299.66,270.70,95.46,40.32,203.74,100.66,247.07,19.97,258.79,105.31,154.06,157.13,234.74, ,94.92,210.63,133.90,148.77, ,217.26,193.29,230.31,63.38,282.35,207.19
171.44, ,25.50,31.67,259.25,221.61,224.59,232.24, ,81.01,99.90,124.66,119.25, ,182.63,269.49,139.53,137.42,85.18, ,116.85,135.80,258.52,131.80,122.22,159.10,111.70,201.49,252.19,291.34, ,223.68,169.36,119.45,215.24,169.71,21.49, ,228.69,117.57,255.89,250.78,143.02,73.99,298.85,65.25,265.51,213.86,137.98,293.79, ,198.42,284.10,221.09, ,86.22,209.09,269.07,157.11,222.35,156.59,257.28,211.39,190.46,97.13,102.32,173.20,289.33,278.74,108.76,57.84,219.72,237.09,126.79,0.87,25.29,270.35,79.29
205.37,6.99,298.19,93.41,103.95,59.07,291.98,273.13,62.81,16.74,81.64,94.09,192.68,239.97,101.97, ,7.34,51.76,287.20,103.25,265.03,217.67,177.97,20.85,148.31,244.54,295.34,242.30,280.76,17.81, ,37.07,171.00,240.32,13.29,284.08,66.43,89.55,48.04,135.01, ,48.71, ,44.05, , ,289.21,139.70, ,176.77,210.21,261.88,216.14, ,88.03,245.19,243.87,52.63,269.07,127.59,247.56,197.89, , ,236.97, ,276.18,41.65,212.86,277.43,66.82,217.03,297.73, ,290.96,219.28,223.24,149.48
218.51,232.21,234.46,45.27,145.37,296.20,268.13,9.19,66.55,14.16,59.46,103.48,256.02,10.46,69.64,50.05,207.30,200.19,151.45, ,296.82, ,28.58,92.24,65.99,99.50,121.86,188.92,209.38,248.12,24.20,79.77,5.91,56.52,128.83,151.55,204.80,17.65,121.14,271.15,268.67,267.28,229.60,15.88,1.14,58.82,281.76,99.60,125.67,193.76,64.09,179.64,197.60,202.26,7.17,205.86,244.05,66.38,29.34,12.63,46.25,55.83,210.05,15.68,11.54,290.21,254.76,44.51, ,246.78,74.30,76.95,64.24,116.52,279.43,250.52,245.03,65.74
232.02,288.72,232.70,257.95,152.92,52.85,194.93,176.36,119.81,19.38,203.40,121.94,34.68,192.75,94.44,252.76,179.66,294.20,139.64,120.69,79.94, ,274.87,174.18,292.97,263.48,30.89,298.97,134.06, ,113.78,64.96,192.34,8.01,56.98,138.68,140.20,51.21,193.50,12.20,217.35, ,94.37,200.47, ,34.53,190.78,30.64,214.84,200.36,109.51,70.49,135.01,166.83,48.71,110.60,197.93, ,299.02,71.19, ,155.50,80.44,82.33, ,297.18,202.38,143.58,290.52, , ,258.60, ,18.93,10.83,19.52,215.88,282.62
57.51,49.40,184.39,249.03,128.91,88.79,126.67,39.45,243.24,177.05,190.57,115.77,112.84,112.83,277.13,144.10,233.56,172.59,25.23,4.36,104.72,203.07,41.66,149.83,183.18,109.11,222.86,275.15,60.16,64.42,183.43,71.92,102.01,234.95,66.13,281.38,32.47,102.23, ,252.06,10.15, ,83.90,93.02,237.49,147.03,190.47,210.43,147.45,206.89,139.68,21.72,143.86,5.51,128.31,198.16,142.63,55.49,78.90,285.58,1.70,18.30,163.06,154.55,241.16,92.91,34.46, ,178.32,207.40,297.12,22.58,182.51,239.96,278.57,94.62,90.17,13.26
90.28,136.88,183.14,193.69,232.78,165.88,177.13,235.52,113.16,58.72,157.77,104.71,87.16,131.31,126.55,159.67,86.55,17.61,194.87,233.68,219.62,238.75,172.83,271.00, ,29.72,290.15,86.38,115.57,257.80,112.26,152.57,188.92,46.69,43.99,92.29,177.62,110.39,64.68,245.37,117.04,32.33,3.49,233.68,104.41,111.96,293.84,245.75, ,292.44,157.65,133.66, ,25.51,102.41,124.35,140.85,22.87,48.57,291.88,145.42,173.73, ,167.57,258.72,35.58, ,193.24,225.37,29.64,62.22,41.06,179.83,127.96,55.09,229.07, ,74.49
32.51,156.24,253.80,250.42, ,42.13,267.70,105.16, ,167.38,259.44,9.23,181.90,196.43,141.00,217.22,86.67, ,242.91,201.17,100.25,123.98,73.18,109.88,89.03,45.72,287.69,227.65,281.56,25.47,280.58,257.22,55.54,143.44,56.78,56.32,235.17,299.40,271.98,186.70,137.53,279.43,32.07,254.26,46.66,53.63, ,10.85,4.14, ,2.59,111.35,131.60,239.21, ,211.19,241.57,77.81,251.63,206.06,157.29,205.37,273.33,85.61,155.91,201.98,92.33,34.01,8.16,90.44,135.41,79.45,273.84,250.97,60.29,84.19,76.72,54.58
222.16,34.22,229.93,0.72, ,34.73,120.92,263.94,250.68,39.53, ,196.79,164.89,135.65,174.65,238.63,262.41,69.42,238.86, ,239.58,45.59,195.11,89.58,126.60,124.63,67.92,62.92,228.94,182.20,194.64,116.65,56.99,193.29, ,192.65, ,214.26,130.20,198.56,268.43,260.05,191.29,157.11,74.52,274.20,264.07,51.29,292.72,58.16, ,274.46,148.37,292.92,260.54,78.97,70.73,140.38,295.42,20.91,242.86,223.83,71.04,250.87,85.40,209.92,221.07,50.07, , ,249.84,145.29,155.59,132.94,79.82,164.31,77.99,207.70
6.74,94.50, ,179.89,40.41,237.83,201.37,239.51,257.11,89.66,70.36,118.87,85.51,230.64,25.21,93.94,44.55,121.52,203.18,18.93,152.71,168.38,264.03, ,221.14,88.11, ,93.79,159.35,273.15,65.54,127.79,25.39,232.17,174.50,148.33,78.94,150.19,55.13,55.21,35.35,141.68,170.89,268.34,114.77,120.23,239.86,39.80, ,271.97,294.86,260.50,186.26,38.47, ,152.69, ,188.04,211.94,137.56,98.81,262.19,288.03,280.16,182.31,56.41,57.59,261.60,239.55,279.64,281.45, ,170.26,18.76,278.52,274.49,248.03,88.13
130.33, ,66.38,213.92,267.22,174.06,289.60,76.69,91.64,265.56,228.40,241.11, , ,39.82,38.36,224.73,12.45,295.19,268.31,201.61,180.61, ,170.21, ,139.45,299.18,203.27,137.15,292.90,234.72,284.42,214.84, ,227.29,294.97,32.83,207.73,84.69, ,254.90,73.74,153.59,199.36,0.50,201.25,184.33,26.13,109.06,77.91,168.26,103.81,175.26,82.10,92.58,276.32,238.18,141.83,122.98,148.64,77.69,116.89,185.86,130.76,83.99,103.75,51.10,126.63,215.45,69.97,274.24,55.51,96.34,4.18,238.52,42.80,202.71,278.22
