Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95
 , ,251.74,176.98,296.97,214.32,254.33,53.88,292.45, , ,8.71,244.54,77.80, ,47.47,177.44,77.70,294.56, ,44.22,172.93,66.44, , ,273.91,261.43,113.34,162.61,121.68,192.16,153.39,246.95,298.47,265.19,11.55,255.91,219.87,96.96,216.10, ,190.01,268.51,182.25,18.98,162.45,196.45,279.51,8.88,15.94,132.19, ,136.23,93.19,252.02,42.40,246.14,58.13,17.97,197.30,233.48, , ,98.03,39.11,292.01,131.45,38.31,55.30,121.89,230.63,38.64, ,284.78,0.16,40.46,197.13, ,98.71,207.74, ,246.85,295.53,143.71,191.27,68.71,264.32,296.43,255.84,280.27,291.94,240.46,195.09,131.61,236.30
250.97,155.54,145.31,50.79,164.49,131.44,7.87,150.40,133.99,273.75,46.87, , ,298.11, ,129.72,61.22,283.99, ,181.82,288.35,28.59,174.67,86.03,255.78,186.84,42.68,204.03,126.30, ,124.40,201.80,21.53,235.85,157.29,187.35,61.47,225.46,294.63,0.33,41.27,64.01,279.45,35.08,50.91,145.89,22.32,129.43,10.72,49.38,138.41,64.88,56.68,114.18,75.82,228.48,51.28,248.13,217.11,99.73,17.01,143.32,293.32,83.17,38.03,172.04,69.27,76.31,227.25,177.27,5.01,120.16,98.25,87.02,51.49,283.37,132.37,107.83,99.44, ,137.47, ,13.90,238.69,218.77,280.71,169.02,201.78,42.00,57.47,15.38,15.77,177.46,125.43,273.83
176.29,62.33, ,76.24,44.00,211.42,147.16, ,132.88,68.14, , ,3.91,234.56,223.39,167.81,97.31,273.69, ,36.02,50.50,166.07,278.71,4.45,84.94,258.76,151.54,203.44,137.55,211.71,51.47,25.04,121.04,73.98,111.87,268.07,222.27,256.87,211.63,26.85,44.73,290.75,119.26,173.42,22.27,114.03,108.86,174.03,5.75,24.54,58.02,279.99, ,236.86,38.39,208.12,242.91,25.72,12.99,12.61,242.18,83.83,206.59,189.95, ,137.96,46.27,153.65,176.28,263.12,18.80,265.67,104.22,79.49, ,299.40,142.19,53.75,257.49,148.93,96.83,285.40,123.85,111.51,57.67,113.23,110.72,80.88,78.76,243.98,112.68,278.18,184.95,180.90,292.27
289.88,107.41,46.96,156.67,81.37,250.39,29.55,169.14,225.61,50.72, ,163.40,248.25,297.92,299.17,272.45,130.24,136.40, ,67.67,266.99,176.53,43.65,278.50,16.51,160.69,73.69,230.63, ,48.90,59.18,24.95,77.06,93.18,260.72,281.14,168.67,99.45,173.83,64.55,22.04, ,89.27,78.07,229.02,68.80,216.25,138.56,193.93, ,107.40,242.75,177.39,218.71,197.48,282.37,179.16,230.69,93.69,204.54,202.06,182.39,277.86,154.23, , ,266.80,102.46, , ,20.97,256.70,100.36,180.48,243.49,105.99,84.22,150.76,72.13,1.95,32.40,275.74,4.17,226.16,152.10,86.49, ,43.19, ,282.26,102.98,83.18,262.92, ,113.68
291.63, ,41.62,11.81,104.81, , , ,112.01,209.10,69.34,76.59,234.55,295.79,131.77,123.22,124.25,152.84,83.73,157.50,20.29,67.78,134.77,158.88,145.00, , ,20.27, , ,57.04,115.12,7.68,187.97,175.23,247.80,49.29,221.93,280.16,105.84,88.47, , ,32.70, ,52.97,254.95,59.04,122.90,65.56,135.82,236.47, ,195.44,250.59, , ,107.09,45.67,66.06,129.02, ,276.82, ,231.77, ,289.64,109.81,43.65,252.69,122.26,175.55, ,292.92,279.31,145.02, ,211.08,124.57,233.30,161.56,33.16, ,22.80,8.01,47.12,30.69,75.91, ,124.10,195.71,156.55,12.81,291.27,13.90
233.73,217.24,283.44,116.35,273.20,189.65, ,143.30,194.18,210.57,43.31,292.67, ,288.39,125.89,147.79,95.50,87.00,176.80,263.14,252.07,112.97,287.54,285.02,174.10,280.01,247.53,263.74,12.17,82.53,231.78,277.85,11.83,40.02,135.29,181.78,239.49,229.08,274.67,296.47,118.33,119.83,44.29,224.49,35.69,194.52,237.33,294.76, ,34.78,72.51,19.58,277.43, ,204.46,3.05, ,121.38, ,187.25,41.17,278.16,118.75,44.34,45.05,5.24,73.87,54.79,162.61,89.23,3.61,165.94,194.63,128.05,261.31,293.74,127.03,79.34,144.58,1.85,162.77,171.92,150.12,48.44,141.37,189.68,131.36,151.65,59.34,98.02,294.99,23.12,63.66,67.80,226.14
97.88,76.73,25.54,196.51,239.59,211.64, ,42.99,34.52,244.24,167.00,9.21,288.01,22.42,199.03,16.61,28.56,45.41,131.04,194.87,211.86,116.65,115.62,226.04,228.62,164.35,135.16, ,123.17,76.81,203.83,230.25,36.04,217.91,166.80,229.26,102.03, ,143.16,48.11,127.76, ,292.11,74.64,126.74,170.47, ,74.30,41.71,247.06,164.71,244.27,210.72,156.91,204.55,50.36,69.27,229.40,170.23,83.39,128.50,206.37,92.66,243.08,227.47,211.84,171.60, ,82.32,3.98,76.74,205.40, ,83.51,82.07, ,165.45,89.05,196.01,239.31,64.18,104.16,285.52,125.92,43.41,13.82,63.28,51.44,119.95,52.19,206.82,39.30,295.57,218.93,249.45
68.27,231.93,267.95,68.77,59.08,2.10,159.56,163.44,34.06,35.75,62.13,92.18,14.85,229.78,279.34,92.02, ,23.94,160.81,288.79,0.47,256.79,260.53,236.80,56.23,207.29,282.33,234.66,164.71,13.53, ,192.76,49.36,214.44,246.43,258.18,156.29, , ,19.68,166.46,236.30,98.50, ,248.36,152.73,35.85,211.55,59.01,86.97,16.48,91.06,14.53,28.60,150.08, ,30.15,284.58,211.36,45.23,31.44,133.07,94.52,56.06,58.35,219.09,174.57,294.04, ,286.22,63.65, ,157.02,158.43,132.91,224.68,50.14, ,183.21,31.32,156.69,240.89,82.54,189.36,137.91,47.95, ,111.60, , ,126.90,110.21,273.64,137.94,291.02
206.99,106.06,248.35,30.43,52.04,152.50,12.21,157.97,100.43, , ,238.19, , ,183.48,83.29,47.13, ,254.12,202.24,114.32,74.08, ,248.38,33.81,18.69,96.93,161.35,264.97,117.39, ,0.87,231.23,85.15,118.47,171.51,82.92,192.45,63.28,105.38, ,65.96,41.83,131.05,56.60,2.72,110.70,174.86,81.88,233.87,15.63,258.92, ,244.74,213.06,45.03,1.27,84.40, , ,144.25,3.88,142.81,50.97,52.73,75.34,133.57,265.52,121.68,162.76,230.66,74.45,94.26,170.77,88.91,125.94,247.78, ,90.59,224.41,60.42,159.40,257.67,275.84,143.84,227.14,208.36,284.71,97.22,54.81,149.34,101.81,110.27,255.93, 
180.34,299.73,144.32,262.12,285.88,10.32,253.64,171.94,205.29,53.83,110.79,115.05,131.51,83.55,153.48,2.45,269.32,38.26,12.23,280.12,26.88,261.69,211.02,237.12,189.61,82.03,20.65,273.68,94.62,215.29,41.63,281.92,219.92,124.60, ,104.72,47.43,191.94,6.19,265.07,215.17,204.53,276.67,189.25,196.23,44.12, ,261.85,299.06,146.42,113.91, ,44.16,23.55, ,29.74,207.42,176.84,56.77,140.11, ,268.93,228.14,198.93,274.90,215.31,171.59,270.58, ,14.74, ,250.85,20.66,102.73,89.36,229.68,106.27,163.44,142.66,88.25,7.83,66.76,219.82,262.12,276.91,205.15,220.40,125.18,68.51,113.96,194.07,39.65,131.71,75.55,294.68
15.96,226.96,225.65, ,187.77,297.97,242.33,37.64,53.02,166.83,92.66,175.00,64.36,268.01,250.90,262.13, ,264.64,41.05,188.45,78.05,60.09,167.96,232.94,40.95,133.12,4.30,196.87,222.19,108.62,23.11,151.77,9.34,179.48, , ,112.51,293.56,280.04,160.54, , ,124.62,223.36,118.77,269.52,192.44,230.59, ,82.35,138.49,232.86,205.44,1.40,294.36,270.23,34.54,283.70,7.82,159.38,63.40,106.26,172.05, ,87.60,117.30,152.04,73.83,221.49,42.31,68.98,181.91,250.85,208.56,72.93,46.26,216.60, ,20.95,200.33,285.51,173.19,65.91,200.32,110.73,149.15,43.92,204.32,16.32,177.34,42.37,249.45,247.14,267.97,173.22
23.98,82.17,285.20,86.40, ,197.14,104.07,204.38,123.87,185.85, ,89.05,81.04,87.71,13.81,296.26,223.97,45.75,217.40,154.24,216.47,200.94,213.23, ,82.76,154.47,37.66,57.66,286.01,261.05,109.97,10.45,240.69,42.74,248.09, , ,290.16,152.84,123.46,48.40,217.69,174.84,107.84,128.69,28.66,108.04,106.46,135.63,149.17,293.99, ,95.07,242.22,201.99,128.77,57.72,93.00,209.84,68.43,177.04,171.00,270.31,73.24,145.26,237.96,114.38,275.68,84.36,214.76,227.22,161.66,78.54,245.52,3.02,130.72,176.22,146.84,11.35,235.33,40.47, , ,208.50,64.30,73.82,279.21,22.60,285.97, , ,89.51,245.44,278.63, 
125.47,233.29, ,89.90,76.80,240.86,126.05,278.17,284.23,200.90,98.26,107.96,118.37,292.37,117.69,185.46,96.48,272.92, ,62.82,133.97, ,119.27,174.07,58.86,54.82,165.13,146.64,46.89, ,39.27,288.25,214.27,106.75,0.80, ,63.63,259.06,45.74,255.58,175.77,78.12, ,243.25,120.85,130.57,86.89,114.66,180.11,103.01,96.85,235.65,167.44,180.99,158.22,219.60,135.10,156.15,208.26,149.37,15.73,114.96,149.78,177.75,258.56,16.76,84.58,277.35,64.88,216.05,117.67,1.14,69.70,18.46,256.69,7.06,147.77,75.04,51.65,27.45, ,44.20,18.14,42.96, ,201.30,284.58, ,285.72,91.58,290.19,99.70,76.60,5.79, 
3.35,99.94,260.48, ,26.10,71.60,21.80,270.36,117.67, ,103.39,21.47,251.25,46.09,167.61,115.05, ,118.40,65.30,276.99,224.19,150.43,72.14,128.88,80.25,31.82, ,292.88,296.33,122.62,53.39,160.64,56.46,286.85,191.31,49.96,60.23,140.54, ,12.77,167.67,131.44,103.16,192.37, ,136.50,220.13,247.62,58.34, ,45.18,98.07,127.01, ,180.05,297.46,241.48,172.89,13.79,137.66,264.76,72.86,229.82,291.16,73.75,181.53,94.68,78.59,85.60,217.35,95.48,270.87,97.17,71.46,216.15,6.12,181.55,282.18,71.97,288.82, ,170.36,117.52,204.83,214.54, ,180.19,225.58,204.03,294.83,133.71,184.62,91.90, ,74.08
290.79,166.38,70.26,262.74, ,167.57,80.23,291.97,106.23,111.48,240.31,285.76, ,170.38,109.18,132.67,114.11,230.67,259.96,17.22,188.70,90.28,263.13,161.87,135.66,35.02,19.73,131.69,158.61,7.60,238.63,151.04,263.73,33.23,82.64,146.40,233.36,141.24,266.11,120.04,82.53,247.69,296.39,196.00,81.45, ,20.08,273.81,7.60,106.04,138.16,77.69,89.85,250.75,280.46,106.37, ,261.43,138.64,109.31,112.81,238.25,210.83, ,283.65,264.93,221.02,246.18,212.59,13.07,22.37,117.19,75.76,90.18,292.22,215.00,160.81,265.12,16.59,5.81,236.98,89.93,73.82, , ,72.15,149.75,163.30,223.27,120.52,44.75, ,259.74,222.27,104.74
82.08, ,82.32,295.22,146.97,208.37,55.46,173.43,75.04,172.16, ,292.68,20.54,73.23,245.05,45.77,14.18,101.79,210.18,33.88,237.73,290.80,158.39,114.83,46.36,235.76,127.35,56.44, ,129.67,278.93,173.93, ,1.79,178.01, ,211.89,159.00,285.21,173.21, ,236.82,66.78, ,194.13,104.00,134.90,170.17,58.85,142.55,45.90,76.20,194.34,252.28,2.92,153.73,194.01,112.95,135.73, ,29.85,48.46,221.46,242.03,40.98,177.85,32.03,15.38,45.25,242.18,6.39, ,182.52,21.26,270.57,281.00,186.83,263.49,289.02,200.72, ,186.86,225.78,53.07, ,98.31,150.96,251.03,149.21,104.30, ,74.87,110.02,214.28, 
172.97,199.01,190.90,260.55, ,179.44,52.56,244.43,239.19,248.23, ,81.78,161.00,148.98,20.82, , ,92.27,64.98,49.38,176.89,48.93,189.37,40.85, ,38.05,280.81,186.59,68.06,132.34,109.68,299.68,123.50,40.84,263.05,148.56,209.02,267.85,47.86, ,25.45,276.21,283.19,128.81,30.55,86.88,199.19,9.10,231.17,188.60, ,220.72,89.14,37.40,27.05,219.89,110.70,241.41,205.46,181.73,234.46,246.88,170.44,252.98,285.72,206.80,30.37,194.97,257.27,176.51,17.63,249.52,18.66,181.25,94.83,84.12,34.23,273.16,85.56,222.86,86.29,87.34,257.19, ,214.46,112.69,232.31,148.29,227.74,241.90,134.05,235.99,39.10,136.49,52.55
166.63,148.92,211.16, ,193.47,167.95,14.45,40.47,215.01,151.27,43.01, ,47.88,251.60,206.13,30.76,150.73,82.50,193.68, ,147.17,167.00,295.28,81.83,104.98,136.86,251.06,259.39,227.75,290.94,104.66,45.49,229.77,145.85,136.55,194.65,26.64,298.83, ,80.66,48.06,194.53,28.56,263.71,2.14,58.84,266.90,62.37,67.65,176.09,141.79,191.71,42.23,124.34,196.44,121.82,282.50, ,11.07,212.53,92.88, ,109.75,275.69,71.91,177.36,40.40,263.59,144.67,185.45,69.97,174.02,26.39,208.15,167.59, ,246.56,262.51,201.51,60.06,76.08,250.99,143.80,287.66,114.81,261.36,63.46,257.84,69.64,163.40,281.95,232.59,254.05,12.88,199.27
229.19,176.34,299.43,150.33,96.05,280.57,48.96,100.65, ,170.30,162.68,103.10,147.75,279.01,44.49,242.12,63.76,293.77,216.90,94.27,109.95,184.57,108.37,268.01, ,138.31,90.56, ,115.53,71.04,244.06,229.12,232.95,103.66,236.83,240.62, ,50.58,109.12,198.89,185.95,265.60, ,56.17, ,171.70,60.84,222.99,195.36,109.32,212.83,125.07,276.66,157.95,246.68,245.17,4.80,159.63,155.38,26.57,99.81,212.04,164.51,37.02,244.21,248.11,182.37,90.44,229.35,186.26,215.47,21.60,262.54, ,117.92,217.23,91.05,263.06,280.00,288.73,42.30,287.98,17.43,289.78,290.50,62.72,153.64,188.13,156.69,264.57, ,181.81,151.64,288.69,277.31
92.07,129.09, ,28.43,66.31,121.02,256.39,223.34,77.88,183.94,180.83,209.17,30.32,93.07,223.49, , ,288.48,139.37,27.26,160.18,186.01,150.38,164.94,252.42, ,136.36, ,284.87,7.44,21.36,42.80,296.92, ,285.41,94.50,97.09,61.20, ,42.40,290.71,114.75,150.17,79.49,65.95,114.12,79.54,173.91,80.34,170.08,156.24,129.98,37.00,118.46,240.59,268.69,68.22,174.43,83.38,245.95,18.28, ,97.82,96.64,275.90,90.25,123.71,141.36,67.15,299.44,174.24,263.50,228.52,279.97,130.32,92.86,252.17,202.38,48.48,270.16, ,60.41,90.21, ,271.18,110.78,152.52,130.93,90.55, ,70.52,293.29,299.22,256.58,175.33
200.63,276.74, ,37.15, ,127.71,202.23,248.69,137.95,3.78,24.25,116.94,269.59,99.19, ,55.77, ,62.34,132.84,246.60,76.22,204.73,45.30,189.36,279.80,227.69,281.28,46.81, ,16.40,145.90,291.62,106.16,264.01,82.96,74.36,79.31,261.37,27.04,172.60,48.12,248.72,181.19,78.51,247.38,187.86, , ,294.96,129.60,14.03,262.05,269.21,70.13,24.60, , ,118.20,97.10,78.73,267.58,257.70,252.14,8.25,25.04,218.53,262.18,67.20, , ,265.58,267.00,188.23,187.38,12.94,73.35,262.77,248.91,255.90, ,264.15,91.06,151.83,229.54,12.90,105.32,119.35,16.32,84.61,296.90, ,281.38,86.84,205.32, 
161.22,230.64,170.12,92.73,267.39,106.33,176.03,29.60,108.03,104.90,28.15, ,23.32,148.06,27.33,145.92,214.59,122.58,252.85,132.69, ,154.96,91.95,292.79,26.37,167.47,293.46,233.07,218.93,125.18,43.58,175.01, ,257.75,133.11,202.38,185.41,120.76,105.99,259.34,178.12,95.01,53.62,242.46,209.56,155.93, ,34.49,237.83,71.41, ,282.01,226.54,212.36,133.97,199.05,245.90,153.46,86.56,31.55,237.83,287.74,179.77, ,293.44,255.88,223.81,46.86,143.17,34.49, ,52.84,141.55,166.69,39.66,202.10,282.27, ,270.01, ,260.05,185.52,17.81,111.73,297.23,77.60,268.34,259.76,57.59,19.93,96.33,177.52, , ,138.35
129.79,35.20,133.96,277.77,171.08,86.20,23.35,79.83, ,39.59,189.46,32.81,237.23,291.25,223.20,74.00,280.83,101.51,280.00,48.45,193.31,217.96,161.29,141.45, ,181.03,103.09,198.68,259.16, ,194.81,59.11,280.59,114.85,110.63,104.32, ,297.63,144.56,158.31,200.70,139.95,177.17,103.66,159.85,66.92,257.62,127.04,261.79,41.28, ,136.13,136.68,145.83,207.30, ,133.62,3.31,187.50,216.60,256.32,53.97,144.38,4.44,238.03,138.40,10.12,115.44,252.70,4.15,85.48,78.40,15.00,192.68,262.18,193.67, ,247.64,30.12,246.18,197.27,139.95,222.53,292.03, ,170.21,295.05,294.24,174.80,155.16,211.75,176.76,35.85,53.05,92.62
223.77,209.56,234.11,58.72,78.17,98.73,224.58,204.07,167.23, ,22.40,139.80,23.10,175.59,298.27,178.22,76.94,220.12,206.49,271.85,84.43,195.29,36.00, ,254.82,15.74,178.69,22.67,185.19,194.02,266.15,149.01,124.14,196.82,27.88,9.12,287.51,19.73,156.55,257.18, ,272.92,43.79,16.91,20.19,256.25,250.93,139.98,127.59, ,164.86,27.54,113.68,294.53,35.35,142.21,262.44,265.45,51.10,273.58, ,258.37,111.61,73.02,136.94,212.95,65.47,288.93,15.87,233.97,39.33,291.50,47.49,297.31,49.91, ,163.23,236.12,30.00,5.82,282.35,194.52,271.90,232.68,112.59, ,261.87, ,253.38, , ,5.15,2.09,259.76,21.30
98.13, ,103.95,23.64,227.40,282.28,200.07,136.69,38.93, ,269.29,120.55,4.13,229.15, ,188.91,249.90,269.67,126.08,34.06,84.00,117.11,285.57,259.89,153.91,220.83,268.12,87.16,243.72,52.27, ,30.84,263.11,40.66,179.72,93.96,105.03,233.79,14.90,299.47,252.56,84.15,155.43,132.08,206.23,219.84,160.08,119.39,47.89, ,227.62,96.11,222.41,37.27,89.23,68.06, ,132.26,240.98,62.56,155.26,272.25,169.58,25.78,255.52,149.02,1.29,53.78,188.81,142.03,217.34,25.46,22.20,33.29,145.41,36.24,64.64,75.78,140.81,223.19,175.24,54.01,38.60,281.30,235.90,184.81,229.16,86.49, ,119.77,213.41,250.78,280.26,289.86,100.08
137.66,266.65,250.42,248.46,124.48,294.11,60.69,176.97,233.85,38.96,42.87,269.24,166.45,252.92,163.97,247.73,249.40,211.49,57.57, , ,35.83,129.85,99.50,67.48, ,106.45,178.03,56.21,225.27,124.60, ,177.59,171.31,243.70,26.81,242.75,183.31,236.98,75.10,19.99,69.83,249.04,33.18,213.01,233.12, ,14.70,207.05,259.70,287.71, ,288.98,45.70,263.83,185.46,19.17,181.53,60.61,245.79,138.41,298.66,77.51,86.23,235.18,125.60, ,168.10,106.94,75.79,117.18,164.69,77.64, ,166.63,168.20,224.55,271.22, ,48.74,164.38,186.50,40.25,112.59,185.81,61.69,198.76,20.06,34.98,133.59,264.33,240.83,188.90,47.97,25.59
63.42,236.13,293.90,66.97,207.84,87.28,201.93,288.40,57.45,132.32,257.48,212.80,94.67,151.20,48.44,38.48,254.62,196.62,159.22,72.23,74.46,291.09,200.18,113.14,280.88,63.11,283.32,79.97,121.27,70.69,139.15,7.54,83.78,42.28,167.74,10.06,274.02,218.60, ,31.74,261.52,194.94,260.52,279.85,292.12,109.19,50.17,169.37,2.14, ,245.14,0.74,183.48,256.35,148.97,133.81,198.51,175.73,71.53,78.23,38.69,219.23,39.42, ,183.36,143.42,84.87,70.33,268.17,296.42,194.07,204.05,131.92,50.59,86.59,8.52,135.86,115.85,37.19, ,220.56, , ,264.61,116.45,31.33,80.79,93.19, ,45.67,121.54,252.15,81.47,193.54,183.40
75.42,85.96,299.69,297.87,261.30,211.47,27.04,1.08,158.41,173.76,280.02,200.95,291.03,185.85,158.53,95.21,161.85,151.80,177.87,256.56,145.38,59.45,233.26,171.36,175.40,295.74,40.43,87.59,179.11,216.03,42.69,271.60,192.41,66.07,273.07,209.44,190.67,290.87,29.43,215.60,207.36,60.25,108.03,279.26,121.27,24.79,206.52,68.49, ,134.57, ,157.20,211.32,47.54,171.81,64.43,281.80,298.75,219.59,189.88, ,11.16,118.71,0.65,243.61,234.90,268.78, ,47.43,67.73,71.19,76.67,113.32,200.58,233.25, ,264.41,152.81,31.52,242.01,15.78, ,45.83,106.17, ,28.63,47.99,117.61,124.28,40.94,163.66,96.21,85.82,122.34,162.87
 , ,1.79,215.42,208.74,75.20,63.49,20.51,151.45,39.11,101.20,138.68,60.32,163.34, ,285.67,158.38,231.90,141.32,178.68,3.56, ,277.65,289.39,136.88,136.28,116.57,256.04,202.35,190.14,162.50,51.37,44.03,179.17,32.22,185.97, ,147.89,255.21,17.51,10.17,89.66,274.92,142.20,229.50,120.31,21.07,46.56,49.98,147.51,269.67,243.24,99.06,140.37,264.41, ,274.58,97.30,97.55,153.61,78.21,42.00,131.20,185.34,70.83, ,178.47,271.34,115.92, ,222.80,156.91,240.48,147.37,192.95,76.32,211.57,232.59,54.64,93.67,229.82,84.35,166.63,135.69,281.22,25.06,191.03,280.19,263.16, ,119.60,161.26, ,143.67, 
134.23,24.44,131.99,183.07,23.57,280.16,49.81, ,224.14,262.85,286.06,205.91,212.69,10.61,156.91,129.18,35.41,257.28,284.07,32.72,28.31,15.55,57.04,51.45,255.75,136.31,268.72,22.58,48.28, ,63.83,198.29,124.51,189.80,84.16,288.99,218.68,279.35,242.92,207.94,155.99,80.43,235.41,250.11,91.47,68.25,294.81,160.53, , ,202.10,6.48,267.01,33.06,8.71,186.69,133.52,105.15,48.88,121.15, ,212.63,110.14,19.75,137.80,63.94,121.26,265.26,109.76,81.69,64.27,170.84,277.94,38.01,297.00,9.39,167.73,289.42,199.29,143.45,228.32,295.88, ,261.15,159.90,179.91,80.97,14.88,2.26,51.83,260.00,199.90,45.40,213.89,21.21
 ,58.31,74.10,200.97,15.34, ,32.04,128.18, , ,126.84,106.07,96.18,56.34,290.54,118.00,125.00,127.49,197.52,65.82, ,190.06,179.02,299.09,2.38,261.53,238.94,251.51,263.39,173.96,8.12,77.46, ,216.67,92.41,277.04,161.40,45.68,16.66,24.29,195.40,278.59,31.23,230.74,284.10,22.29, ,156.34,43.21, ,285.62,230.80,268.28,299.37,156.01,58.98,195.87,245.73,264.29,68.60,51.58,74.56,195.22, ,295.27,240.26,111.75,269.01,138.05,73.78,217.22,211.00,285.68,43.27,129.67,228.75,71.81,99.25,176.66,75.89,8.29,210.14,185.92,194.46,240.36,175.99,58.05,255.11,252.36,203.88, ,132.63,90.42,205.97,290.73
11.99,96.43,72.81,214.05,110.93,192.32,114.01, , ,5.01,153.36,84.84,22.01,42.11,31.53,48.54,36.22,184.93,88.66,49.12,209.69,240.75,56.42,33.65,131.40,162.48,207.53,72.87,159.66,282.88,52.99,1.97,89.78,3.32,17.20,80.15,223.32,216.64,158.89,171.12,18.05, , ,236.44,142.89,195.47,233.57,8.14,197.76,108.02, ,125.22,105.80,4.02,130.95,208.94,154.88, ,188.48,24.87,292.28,221.02,293.53,136.21,90.13,99.59,235.04,23.37,231.04,19.76,68.64,190.05,158.39,249.18,148.60, , ,141.81,28.63,247.41,137.01,198.80,235.68, ,259.05,292.89,169.34,265.37,164.04,31.25,64.43,101.92,249.92,180.29,271.43
290.15, ,27.69,89.25,168.89,222.42,143.98,187.81,84.52,282.01,102.18,297.51,83.65,260.41,237.34,40.08,60.25,8.71,68.64,109.28,280.90,225.94,119.78,281.10,207.52,245.92,133.51,229.57,80.71,56.62,237.31,95.99,42.87,112.90,294.01,171.79,7.71,156.71,18.25,117.45,31.96,235.46,6.80,82.63,55.01,105.57,235.96, ,278.83, ,90.35,24.95, ,32.66,131.89, ,269.71,3.89,40.97,167.14,104.37, , ,89.03,151.70,142.40,3.82,244.36,148.92, ,124.10,116.18,162.12,225.70,198.19,180.68,94.50,241.91,63.72,133.30,252.99,146.96,162.11,38.93,144.54,12.59, ,128.78,172.33,150.33,221.27,192.72,172.19,160.81,34.31
199.11,167.73,7.58,215.08,6.49,224.36,35.96,272.78,254.54,0.05,193.30,112.86,196.14,12.48,16.51,65.03,135.93,18.55,23.07,237.81,127.18,224.39,84.71,162.89,105.95,250.28,242.72,209.87,164.22,195.80,269.13,96.35,193.60,248.58, ,186.39,175.71,170.61, ,67.79,172.52,64.68,172.99,185.95,146.26,5.21,230.90,2.90,79.41,142.16,113.16,214.38,66.39,229.99,96.21,6.97,171.52,91.54,79.05, ,225.31,132.59,258.56, ,285.81,166.76,214.34,18.65,39.30,91.66,190.28,267.07,156.60,268.90,183.10,225.62,273.25, , ,211.83,91.28,259.97,162.41,51.15,297.51, ,292.68,154.72,247.52,272.19,297.68,91.03,118.88,142.79,14.24
78.89,158.89,118.02,148.20,230.06,123.56, ,116.24,63.72,156.46,216.51,145.21,243.95,252.04,59.72, ,127.33,284.58,273.13,165.14,228.66,181.41,6.69,168.45,154.13,72.08,29.28,146.87,168.95, ,281.24,22.93,250.85,92.35,283.40,102.21,123.61,286.14,204.10,44.28,230.67,191.82,186.32,79.20,285.77,163.25, ,186.18,217.37,167.13,179.86,256.65,185.71,270.73, ,47.27,177.91, , ,210.27,186.54,197.94,132.46,139.32,247.37,16.35,111.29,216.30,148.51,187.16,175.01,3.80,207.69,262.99, ,156.86,237.27,234.34,69.73,69.45,76.23,66.11,169.07,198.32,288.50,234.43,140.30,76.41,74.36,249.63,99.56,200.53,162.42,225.38,121.72
221.08,52.60,179.97,127.18,268.95,43.59,188.28,70.06,170.53,271.15,241.17,226.66,107.53,276.58,21.24,27.73,296.25,229.51,2.01,254.51,172.36,174.35,181.99,25.33,88.82,172.69,67.18,171.70,188.43,207.62,246.57,151.99,15.69,119.03,138.18,288.67,71.65,71.18,107.42, ,196.25,178.85,160.17,97.94,166.63,242.51,192.77,228.29,193.56,83.73,127.79,239.88, ,193.93,182.11,240.31,98.69,225.08,251.61,218.02,275.18,160.86,27.25,181.11,295.87,289.04,130.46,209.05,140.44, , ,272.12, ,70.81,203.57,109.58,20.83,267.36,205.52,112.83,126.09,275.71,7.18,259.22, ,285.34, ,82.79,229.02,111.73,278.53,102.65,7.49, ,274.85
38.29,21.88,45.92, ,174.68,238.72,17.46,119.24,49.55,261.40,22.59,278.39,88.44,89.22,204.52,70.78,260.28,135.46,36.53,272.24, ,210.96, ,3.60, , ,66.37,31.71,102.82,90.07,91.14,287.19,101.27,109.23,48.58,39.95,120.16,296.31,223.15,282.97,205.76,279.89,80.94,61.08,21.70,75.02, , ,108.49,120.17, ,168.75,233.20,282.57,250.16,168.54,8.38,197.33,75.18,140.58,230.54,108.48,99.37,112.13,29.81, ,247.53,150.50,70.29,92.51,54.51,184.22,126.30,243.42,54.69, ,50.87,125.12,11.81,148.61, ,248.41,2.92,49.01,267.85, ,207.75,113.95,211.09,114.22,293.45,2.89,258.60,89.99,145.63
