Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78
5.29,224.29,224.44,150.66,159.33,186.83,223.04, ,0.33,122.19,170.02,198.32,245.01,54.23,277.28,34.16,156.28,206.54,207.20,248.22,245.66,268.05,244.04,18.86,287.21,91.01,164.00, ,269.09,294.14,73.84,273.68,292.54,167.69,131.25,247.31,86.58,65.25,89.92,125.83,63.01,179.33,261.20, ,58.51,114.18, ,163.99,91.20,119.62,139.36,99.60,228.66,82.58,205.40,43.22,253.51,278.25,108.33,76.22,17.14,92.67,228.42,141.38,15.66,228.54,72.39,150.91,81.26,27.57,246.50, ,189.42,39.60,50.18, ,207.62,213.30
174.14,105.91,133.97,55.20, , ,180.84,284.13,252.54,262.05,18.62,88.46,133.31,262.99,74.32,273.57,28.33,129.34,163.24,255.81,25.82,46.02,30.19,168.76,41.86,181.78,224.52,273.28,11.42, ,85.75,117.14, ,264.86,269.45,166.02,46.54,142.81,98.50,122.71,155.74,98.07,225.04,7.76, ,19.18,223.98,241.47,178.29,5.98,46.12,247.01,180.62,114.19,237.35,95.89,142.93, ,180.44,25.27,83.82, ,218.41,12.30,70.80, ,76.78,282.68,218.60,18.91,65.89,48.29,77.77,32.02, ,144.12,70.32,264.61
200.67,39.40,187.46,50.33, ,151.03,0.12,295.78,101.67,217.78,94.60,72.44,131.42,270.74,67.63,193.43, ,121.43,29.11,176.38,273.80,230.46,136.58,151.17,275.56,73.38,7.44,197.96,200.34,104.81,262.91,22.60,113.09, ,142.20,57.61,126.71, ,282.10,25.98,186.25,46.10, ,53.55,25.03,228.89,292.42,183.21,80.65,264.13,116.80,77.58,27.95,68.47,186.39,206.02,285.35,65.76,34.63,273.53, ,202.42,299.34,163.18,41.13, ,265.81,220.83, ,248.79,158.42,134.06,34.85,242.89,219.46,239.21,151.90,255.76
257.39,160.31,44.51,259.68,294.76,34.70,13.47, ,198.40,192.48,252.69, ,112.73,167.83,190.71,128.37,176.65,255.58,127.98,219.29, ,214.04,121.42,92.34,61.16,95.91,146.88,148.85,161.33,80.52,175.50,41.64, ,127.40,13.87,277.65, ,64.36, ,185.78,214.26,165.69,174.02,51.88,268.18,83.94, , ,128.48,38.85,122.25,128.01,121.63,69.27,170.02,286.58,21.00,133.91,105.83,6.02,230.54,122.28,227.17,11.68,12.73,206.10,216.77, ,38.40,40.36,9.78,189.64,277.81,199.48,196.31,170.52,137.95,176.31
71.89,164.10,91.91,264.19,37.25,119.95,182.97,251.48,152.84,51.26,122.80,143.89,291.61, ,135.60,197.97,269.97,235.58,50.55,133.93,208.16,40.53,19.57,139.68,56.06,269.44,50.21,80.48,101.56,52.06,32.24,190.72,208.66,171.95,297.22,179.79,142.48,93.58,123.54,80.23,160.68,116.19,159.62,252.80,43.46,198.33,254.88,77.92,215.36,122.74,255.75,117.95,222.84,260.29,144.80,225.99,90.19,216.37,238.85,210.99,174.03,58.01,198.38,292.44,85.79,26.33,117.70,139.77,55.82,86.92, ,12.91,230.78, ,180.59,291.64,276.25,200.91
 ,99.29, ,213.04,0.72,184.89,49.77,54.99,36.42,70.18,188.48,176.58,39.06, ,167.84,79.26,220.19,112.20,284.02,170.07,171.72,290.07,136.31,28.71,215.94,114.56,66.75,124.55,180.08,170.40,39.64,238.84,40.96,257.70,222.04,130.16,214.30,67.48,299.74,94.99,274.46,163.65,50.57,4.68,257.98,278.58,124.75,257.44,268.45,190.68,42.90,284.25,141.06,7.82,147.93,56.48,12.37,163.59,208.34,293.60,43.36,163.94, , ,33.81,36.52,48.54,245.33, ,86.40,44.46,232.46,283.68,159.64, ,222.58,86.71,278.47
188.35,298.18, ,32.00,0.30,284.53, ,17.32,288.22,210.89,136.33,25.61,57.57,179.39,129.30, ,19.58,33.21,15.52,185.72,54.89,189.27,206.92,208.42,54.38,58.43,294.74,277.63,193.64,224.79,151.19,56.65,54.75,87.59,261.66,33.92,206.98, ,113.91,290.34,120.12,19.88,143.49,49.77,49.60, ,40.10,9.52,93.61,186.62,134.54,154.51,164.84,91.66,175.40,237.10,277.53,156.73,229.34, , ,62.29,231.91,93.95,199.14, ,85.76,140.23,223.28,98.87,100.36,160.18,282.74,235.29,153.76,297.92,84.41,228.74
48.06,49.47,230.27,295.17,5.81,250.07,144.10,213.86,94.57,202.23,71.07,145.89,122.49,81.23,23.69, ,8.27, ,279.00,39.68,196.38,4.21,287.31,8.41,203.94,46.16,267.54,135.39, ,151.73,180.82,82.43,149.96,53.18,69.70,171.15,40.12,100.17,76.06,207.76,218.58,296.07, ,181.55,296.55,242.10,161.95,137.72,114.58,239.26,298.11,117.20,123.13,194.24,282.00,230.23,127.46,227.98,125.97,172.81,90.66, ,252.60,15.53,194.11,77.95,242.05,257.36,284.09,230.37, ,139.25,77.22,281.13,49.15,114.73,229.62, 
107.43,116.40,296.69, , ,150.67,235.60, ,219.69,275.45,116.65,163.05,81.40,199.07, ,13.80,180.90,89.38,77.19,254.62,147.97,199.93,99.82,229.69,170.37,59.62,119.19,292.86,216.68,14.24,37.00,159.61,134.61,65.36,97.68,239.44,48.15,104.16,202.32, ,72.69, ,139.30,199.53,158.59,222.95,199.51,129.58,189.73,147.02,292.36,275.07,190.36,71.17,171.20,28.37,46.17,33.68,267.65,17.64,49.41,299.07,200.54,8.04,92.84,45.35,99.76, ,290.12, ,284.64,61.64,287.47,101.43,293.29,254.35,195.32,251.51
252.68,23.03,242.32,115.78,201.07,8.10,205.67,6.22,266.58,203.32, ,4.75,168.97,229.56,269.15,131.41,186.00,186.56,225.78,262.51,203.50,221.55,141.47,171.26,181.07,144.05,168.98, , ,258.62,108.85,186.29,110.32,206.68,213.49,259.08,56.34,256.36,89.99, ,165.96,191.24,74.63,26.17,126.07,245.66,135.47,7.12,89.19,144.81, ,80.00, ,2.15,80.34,109.47,258.56,83.14,12.42,92.42,288.58,0.15, , ,190.50,128.83,138.90,130.11,214.55,205.30,234.96, ,223.54,231.69,170.99,1.19,165.24,147.60
227.92, ,118.42,140.45,28.08,159.22,121.48,0.73,243.58,199.62,159.22,237.25,241.46,82.60,127.08,193.63,6.50,225.49,57.44,72.17,45.29,243.71,5.16,193.54,180.12,254.30,163.63,120.75,168.92, ,12.38, ,275.04,55.88,159.42,157.41,227.74,91.62,217.10,187.38,152.33,253.73,254.35, ,250.86,111.88, ,280.62,16.41,9.60,18.52, ,296.85,262.06,189.04, ,132.10,124.80,32.82,67.64,48.80,293.06,295.24,173.76, ,235.01,263.22,240.17,267.32,100.66,227.94,256.26,67.33,199.62,276.45,168.09,198.83,0.51
20.85,57.31,133.14, , ,13.12,72.22,103.87,203.88, ,160.14,232.18, , , , ,219.55,190.38,134.85,266.02,131.23,16.85, ,113.21,161.99,117.12, ,21.00, ,181.14,155.35,224.84,158.49,126.36,106.77,127.69,37.54,11.93,76.17,222.74, ,199.56,47.25,210.32,66.31,59.50,128.32,277.44,136.13, ,43.63, ,60.15, ,42.19,59.81,229.69,208.74,182.12,249.39,299.71,133.56,172.11,282.36,107.56,21.41,228.72,51.92,125.20,151.42,213.85,285.75,193.78,45.67,283.89,143.15,107.66,137.64
106.83,165.06,136.52,54.86,251.51, ,76.71,19.62,71.91,229.85,124.63,261.11,108.23,43.68,63.83,229.48,127.22,208.66,185.99,96.47,46.64,119.42,61.32, ,133.22,297.30,194.52,9.77,229.88,138.74,29.77,251.19,286.36,282.03,186.65,124.44,123.80,257.30, ,96.34,222.23,11.90,60.76,280.67,63.41,294.56,276.37,36.31,140.05,31.77, ,108.92, ,232.72,18.81,109.16,194.47,281.38,2.28,39.91, ,288.34,181.00,31.33, ,70.38,43.36,262.95,83.83,80.30,197.07,0.10,120.05,223.82, ,223.99,100.91,233.87
72.22,59.31,89.28,272.26,199.68,18.73,276.88,197.10,43.14,2.21,128.73,210.96,246.42,223.29,160.79,262.99, ,47.23,241.93,222.73,115.66,154.50, ,171.58,108.38,32.32, ,21.48,248.06,102.58, ,165.88,176.66,179.51, ,190.17,50.53,114.72,100.30,162.40,81.10, , ,140.42, ,242.99,165.43,16.88,287.17,226.89,3.19,226.68,266.88,137.34,50.08,245.45,243.70,114.53,95.99,184.53,157.01,291.17,134.32,92.52,242.52,271.01,109.04,30.37,181.72,144.22,87.62,10.95,72.98,210.21,82.87,169.00,250.35,228.09
8.27,69.02,252.20,196.49,237.71,137.16,94.58,51.23,71.05,213.51,187.66,13.00,218.46,210.42,42.16,253.47,159.11,1.22,62.52,172.55,124.58,119.66,291.10,101.35,233.07,206.18,138.58,91.26, ,1.68,143.34,179.33,299.30,194.99,264.34, ,264.57,292.87,136.44,255.12,46.12,252.65,8.92,171.48, ,272.65,74.14, ,253.46,241.35,204.75,119.62,258.00, ,105.63,259.40,205.55,160.16,80.27,284.18,186.58,216.83,170.28,22.51, ,162.91,183.28,179.89,122.48,261.69,243.52,260.94,242.81,104.05,223.63, ,121.73,220.12
51.94,56.38,266.30,237.35,28.74,7.56,80.85,101.38,88.96,43.34,81.45,136.91,110.33,242.52,260.97,270.61,253.05,87.36,172.45,47.02,283.09,40.87,200.02,146.33,280.89,21.84,76.36,232.24,114.40,118.75,37.41,88.28,116.35, ,288.80,256.83,183.43,230.86,211.43,93.70, ,283.36,116.34,81.00,246.42,223.35,270.76,154.52,251.23, ,161.04,135.03,149.66,129.29, ,127.33,197.31,89.52,24.41,271.67,236.14,99.06,152.44,44.71, ,292.84,152.14,60.28,268.64,32.36,61.51,207.85,127.85,68.81,279.92,9.50,104.48,202.72
85.53,214.45,252.75, ,104.89,184.25,104.11, ,184.63,61.74,261.87,47.99,227.43,199.03,131.57,170.02,173.25,223.81,242.04, , ,281.45,250.25,234.57,211.49,153.90, ,115.77,259.67,90.26,45.48,119.14,197.21,222.24,77.24,94.81,4.93,235.25,111.07,69.96,227.03, ,200.26,252.06,60.50, ,48.07,180.53,192.96,20.64,230.51,125.14, ,130.07,286.93,297.20, ,279.59,224.58,129.77,67.94,85.91,46.21,10.42,1.20,4.49, ,235.00,143.73,171.39,146.46, ,143.66, ,123.26,199.26,220.08,7.07
10.59,159.16,183.93,145.77,90.40,105.90,287.33,285.73,223.43,17.05,275.86,137.37,268.16,38.25,261.31,1.20,218.84,116.48, ,262.25,36.68, ,62.09,245.62,275.90,180.02, ,155.87,169.11,138.97,293.24, ,38.56,138.96, , ,60.16,217.68,171.74,246.24,164.72,281.65,60.91,133.58,17.54,261.76,143.36,265.76,34.56,199.00,261.71,128.95,222.84,272.12,94.17,28.40,110.23,99.53,171.72,263.78,237.50,161.79,93.04,251.43,131.87,1.12,238.21,115.45,176.71,255.63,5.93,229.78,294.08,287.30,262.42,55.06,176.62,280.77
44.39,97.27, ,98.39,20.85,85.29, ,172.86,76.06,121.55,294.95,35.15,281.44,233.33,197.48,253.34,79.61,110.46,174.00,275.27,213.95,229.13,8.91,233.38,280.78,90.82,170.57,257.98,123.54, ,21.03,141.84,80.87,9.74,13.58,233.02,116.79, ,212.64,188.53,230.65,200.95,145.04,147.44,223.52,294.33,292.01, ,191.29,93.44,34.20,103.88,264.44,103.97,133.32,239.53,180.29,180.29,253.88,49.20,175.31,51.23,12.19,241.19,123.27,104.52,141.65,124.68, ,2.85,286.36,246.86,66.55,69.80,57.64,186.20,162.95,32.22
43.52,122.78,166.41,21.69,223.33,194.96,109.64,172.99,185.28,43.25,229.78,2.31,67.29,252.00,82.18,65.08,118.44,295.05,176.59,290.05,44.70,294.20,82.81,250.35,287.05,219.92,106.64,204.24, ,156.25,192.93, ,18.62,57.11,243.75,30.41,33.63, ,27.83,201.61,179.80,182.08,89.62,280.04,3.15,122.60,258.14,299.87, ,258.78,47.82,118.21,136.33, ,255.13,82.79,74.70,26.45,135.99, ,116.03,58.83,250.53,228.14,218.10,0.20,240.04,79.41,126.25,210.09,170.87,62.38, ,24.98,294.81,89.44,124.84,132.15
246.53,20.95,136.35,147.17, ,86.55,260.77,176.20,70.10,8.66,45.48,196.78,6.11, ,176.51, ,8.67,273.80,154.70,43.93,224.03,272.83,274.17,114.14,10.08,28.50,174.47,30.03, ,36.14, ,212.66,265.69,166.06,128.90,16.36,35.41, ,8.24, ,241.84,268.98,249.35, ,123.82,0.70,182.94, ,121.36,216.74,170.82,26.54,103.55,172.54,283.28,147.21,135.58,299.36,40.98,102.05, ,173.51,267.61,49.18,177.81,68.78,169.49,291.39,255.12,41.74,17.56,241.30,194.30, , ,71.32,100.91,272.42
95.30,30.87,92.06,143.15,173.53,185.44,25.04,224.31, ,117.62, ,216.96,84.34,14.20, ,270.84,55.69,123.24, ,31.12,297.54,248.45,158.58, ,183.62, ,212.05,129.15,101.89,288.85,57.32,95.06,273.89,239.95,268.07,242.94,43.55,189.08,224.75,125.88,231.28,23.51,125.01,68.03,198.78,113.14,59.94,140.36,53.03,50.83,244.78,20.29,234.25,280.32,257.03,170.98,111.58,31.64,47.16,163.49,156.55,202.04,184.83,250.32,122.70,258.95, ,279.24,229.17, ,88.17, ,259.15,253.92,65.59,200.80,54.01,21.81
48.77,215.47,188.62,213.86,112.27,184.69,37.16,280.13,202.03,23.04,159.94,259.27,13.12,202.79,117.44,123.29,214.12,280.54,225.52,213.56,21.89,286.17,169.52,174.15,2.64,139.99,170.77,108.58,47.61,276.12,38.82,6.39, , , ,244.78,236.64,215.92,258.89,113.94,142.11,21.91,146.30,210.07,293.08,293.18,70.09,43.28,164.62,188.76,19.30,45.58,106.25,200.37, ,14.31,71.56,106.32,166.93,20.94,283.90,105.67,185.00,31.63,128.53,243.26,47.15,25.65,183.04,203.47,216.60,32.59,238.40,99.03,129.73,217.82,234.87,101.98
287.39,174.37,161.45,95.99,194.41,211.70, , ,25.64,32.94,13.55,197.14,160.06,152.12,229.81, ,37.97,38.47,233.29,107.50,238.28,69.64, ,82.36,296.42,232.41,188.98, ,290.30,3.92,209.77,89.87,104.95, ,143.42,133.14,279.20,40.66,110.85,59.75,31.12,142.42, ,31.40,33.82,53.42,181.76,16.07,149.53,99.47, ,271.17,66.82,223.73,67.78,226.88, ,258.00,70.21,73.67,217.30,123.31,145.24,233.90,276.71, ,76.17,246.76,15.35,297.71,121.05,273.66,193.03,5.94,271.66, , ,144.77
196.58,103.15,49.39,178.36,246.78,265.65,1.87,207.12,220.08,65.08,76.11,95.19,34.85,9.52,140.12,143.17,269.78,238.36,210.78,53.42,12.51,260.17,239.88,93.78,262.03,271.09,222.81,117.33,196.15,254.43,50.64,176.72,205.74,51.61,252.60,273.65,34.97,29.37,35.12,203.19,185.02,42.51,257.27,283.61,72.42,10.65,271.40,232.75,83.32,211.22,89.40,1.03,118.69,99.22,153.56,150.95,176.69,146.41,53.30,287.38,68.06, ,39.46,181.53,268.73,127.81,255.29,5.68, ,36.08,285.18,181.29,228.21,29.60,191.93,204.64,208.62,177.34
12.16,38.92,31.47,56.57,160.11,41.80,200.63,118.65,267.52,21.94,57.92,270.35,134.43,129.16,147.70,200.44,69.25,88.60,144.18,136.84,90.88,200.93,187.39,95.64, ,47.40,275.84,160.77,77.46,42.50,255.48,286.18,28.86,204.74,116.07,282.63,103.66,253.11,207.59,228.07,195.95, ,171.79,299.74,139.97,159.89, ,35.69,212.20,223.54,263.75,129.72,91.78, ,44.89,174.17, ,299.44,269.35,246.33,138.15,171.84,223.61,193.84,66.13,23.86,222.98,29.27,234.00,286.07, ,51.87,44.52,74.18,15.09,65.38,50.74,218.78
52.70,132.83,110.80,35.86,161.84,129.74,257.47,200.60,116.72,232.79,298.21, ,13.30,45.67,270.31,279.03,227.47,42.12, ,280.99,234.98,298.80, ,256.27,257.97, ,246.65,161.44, ,257.28,63.97,110.07,18.17,15.07,235.44,89.34,165.05,91.45,10.68,131.17,285.76,276.67,124.36,16.12,18.99,231.27,280.55,206.31,157.03,238.82,99.83,168.20,13.00,283.83,272.81, ,228.36,210.36,245.48,113.68, ,103.56,298.49,109.90,266.12,197.28,36.88, ,200.91,237.53,7.93,230.51,244.05,228.49,225.23,3.21, ,4.08
14.17,167.19,262.96,188.14,123.38, ,8.66,237.11,255.22, ,185.73,13.72,91.82,139.94, ,221.28,210.53,38.54, , ,176.06,50.75,230.05,237.03,101.72,184.89,119.17,242.67,268.27,74.33,297.32,77.97,53.53,130.51,133.48,299.64,141.30,160.86,242.48,134.39,202.96,114.00,258.01,237.12,0.43,168.89, ,56.03,113.25,14.28,178.46,85.68, ,93.61,56.74,111.78,59.18,0.02,3.46,70.45,229.28,79.55,149.02,154.21, ,293.87,115.78, , ,186.05,295.07,224.68, ,182.41, ,182.43,223.37,60.26
48.86,284.68,280.16,1.25,37.54,52.28,167.44,54.77,145.40,292.49,146.07,252.49,263.18,291.30, ,51.55,3.36,76.36, ,180.85, ,218.39,224.21,14.21,126.47, ,176.31,117.16,103.46,23.87,204.57,253.18,66.72,162.43,121.23,112.27,164.47,220.46,208.41,25.45,118.63,157.17,153.34,17.32,43.99,23.44,56.36,107.63,21.48,72.49,282.89,144.78,168.96,158.60,57.41,187.46,277.20,170.98,18.97,87.34, ,110.78,285.85,119.14,108.87, ,251.58,66.19,219.45,161.61,12.52,262.10,95.06,244.62,69.84,154.35,26.54,267.96
69.69,157.20,164.23,60.04,18.49,212.18,61.38,15.98,292.81,217.38,53.92,182.09,246.68,31.95,0.45,188.06,126.53,218.13, , , ,191.74,295.61,171.32,269.48,144.00, ,62.89,289.04,111.47, ,271.70,267.61,253.94,77.70, ,159.26,287.03,216.80, ,69.75,220.48,140.02,116.34,167.13,169.75,9.00,251.70,280.63,165.88,9.35, ,191.40, ,210.43,159.37,147.45,248.74,130.58,250.16,191.86,85.33,239.67,37.60,127.43,152.76,8.02,117.34,53.51,232.99, ,92.35,44.64,122.02,172.37,169.95,161.45,101.44
46.69,260.66,23.20,90.83,286.92, ,174.29,168.39,270.39,199.63,110.23,265.69,113.78,199.97,96.73,231.33,53.68,280.46,150.30,82.58,246.27,0.65,41.96,227.83,234.63,156.02,68.87,74.87,56.99,12.54,281.82,173.53,70.97,27.25,113.34,88.07,145.34,180.17,257.76, ,192.39,55.67,4.34,12.12,234.38,199.54,268.78,261.63,72.99,254.55,29.95,157.60,294.88,26.35,48.39,94.33,175.30,247.99,234.98,209.50,215.23,121.72,205.07,195.90,148.04, ,177.99,200.13,160.80,297.47,205.35,77.87,91.63, ,48.26,3.39,240.36,14.74
266.89,154.00,197.86,13.24,180.03,140.52,39.97, ,23.52,64.96,224.87,261.43,204.86,198.30,296.81,177.36,83.81,212.89,295.02, ,235.41,139.02,246.12,73.40,202.51,159.71, , ,265.33,221.16,294.30,18.58,261.13,195.03,290.36,53.31,101.49,0.27,64.65,119.49,41.14,114.27,25.90,217.15,111.38,12.99,222.09,216.90,109.05, ,99.41,294.83, ,151.17, ,25.57,203.29,87.63,259.78,154.98,234.40,274.39, ,214.62,63.11,156.71,147.83,251.41,125.45, ,276.62, , ,236.58,54.46, ,14.23,232.55
42.33,0.44,83.35, ,146.45,76.27,271.32,80.36,145.65,212.04,142.97,124.46,278.03,103.76,193.15,288.14,254.02,219.63,149.60,156.19,258.18, ,229.50,205.36,98.30,265.62,185.34,45.03,87.04, ,142.64,280.34,36.30,197.03,170.99,90.63,42.67,259.65,278.30,73.03,10.61,297.50,0.74,276.21,193.55,34.28,17.27,166.97,248.98,9.51,110.62,147.14,148.94,20.96, , ,159.12,209.39,260.88,133.69,61.30,227.22,295.32,50.91,230.68,277.03,31.51,283.79,35.07,143.59,205.22,10.06,261.59,64.59,115.01,12.32,235.56,272.94
39.48,104.15,166.64, , ,21.84,162.55,27.84,227.73,128.33,272.53, ,37.12,241.62,227.91, ,167.46,101.84,114.73,177.10,287.18,179.52,150.86,65.92,48.22,111.76,231.43,266.48,121.42,299.67, ,117.61, ,208.49,184.36,235.62,4.60,83.55,231.81,226.20,113.11,291.38,150.97, , ,280.85,299.50,187.40,98.13,86.89, ,271.25,80.42, ,3.21,218.56,50.67,232.75,119.17,88.64,146.93,87.58,228.38,108.30,196.56,42.94,31.19,257.09,255.19,52.12,73.30, ,276.17, ,209.10,79.73,88.43,54.73
54.80,93.39,290.98,62.18,274.65,27.25,273.78,214.51,115.64,151.33,263.98,30.71,130.42,263.15,87.84,160.13,179.05,114.00,268.93,203.95,269.56,175.33,213.64, ,29.28,120.56,41.64, ,214.73,202.85,93.11,195.75,133.32,206.77, ,175.70, ,119.28,79.98,36.41,84.45,22.91,126.21,203.74,177.04,44.32,296.34,70.58,90.67,266.89,151.23,173.13, ,292.41,140.49,104.22,71.47,157.03,236.07,137.31,118.68,150.44,252.11,269.15,78.53,111.10,24.28,249.10,83.32,201.10,148.44,143.49,172.65,201.20,297.88,296.55, ,75.93
