Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64
17.50, ,157.79,277.34,287.30,84.93,291.84,176.44,56.80,279.48,285.45,292.95,226.32,73.59,205.65,237.25,226.90,184.04,28.53, ,15.83,228.54,202.98,75.41, ,234.94,26.74,209.21,118.80,208.74,36.67,101.79,58.40,208.12,113.38, ,256.99,14.97,151.46,55.73,87.19,161.81,9.48,145.12,201.00,237.92,17.32, ,291.23,223.87,53.15,136.01,294.24,171.95,239.96,235.50, ,218.24,113.00, ,258.12,11.86, ,105.25
247.12,247.32,224.31,110.99,282.69,255.81,139.91,11.14,71.08,106.89,206.64,217.05,178.02,29.35, ,134.60,15.89,20.21,59.34,184.70,149.57,276.71,292.58,231.90,183.36,29.29,16.52, ,34.01,263.68,243.99,197.95,48.33,37.08,92.33,6.75,53.53,89.95,152.00,206.18, ,16.06,258.29,52.87, ,180.07,129.94,44.14,140.93,60.88,214.51, ,221.26,135.50,56.40,232.68,15.96,44.25,110.77,64.59,50.55,43.72,261.11,106.39
8.71,49.88,113.36,268.68,169.55,115.30,213.96,184.60,55.06, ,165.83, ,29.47, ,73.19,118.81, ,107.81,49.43,136.39,60.79, ,230.34,12.70,123.21,40.89,115.74,15.06,201.11,11.05,199.29,227.23,25.20,125.91,127.22, ,290.01,216.34,274.75, ,131.04,260.80,1.93,141.67,58.11,58.59,225.83,153.40,275.98,230.85,153.48,85.51,48.09,181.08,104.65,135.62,255.47,107.63,172.96,274.40, ,32.99,217.93,153.64
266.85,1.84,185.72,154.25,108.00,31.55,88.81,179.13,293.69,132.14,148.51,225.49,73.55,79.83,249.35,62.46,265.71, ,151.43,139.18, ,123.33,275.73,71.65,236.65, ,68.79,278.92,241.93,223.79,138.35,149.76,277.73,37.53,50.89, ,190.06,98.47,224.28,225.54,229.06,61.28,230.98,38.39, ,96.91, ,235.25,69.83,198.00,44.60,186.67,106.28,124.39,90.13,278.96,44.61,177.86,267.50,183.60,190.06,102.80,123.32,115.35
45.12,28.93, , ,23.27,292.33,264.42,196.34,98.14,151.41,46.83,84.84, ,274.91,227.59,257.01,285.33,10.77,179.10,252.06,123.76,87.03,276.15,167.77,267.63,70.94,155.55,28.48,14.64,219.68,173.36, ,158.70,218.65,205.95, ,0.65,121.17,114.34,257.18,16.85,90.83,168.45,277.64,32.37,200.31,234.51,128.74,232.37,61.04,61.55,199.19,223.08,149.89, ,107.07,134.53,110.35, ,56.73, ,89.09, ,41.14
71.25,269.12,25.47,93.36,110.34,149.22,12.91,70.83,106.18,265.11,200.70,38.41,87.39,46.52, ,87.66,204.50,75.48, ,105.64,70.02,294.04,249.39,218.35,137.53,110.58,162.60,290.07,268.71,36.69,57.08,102.88,74.45,238.92,43.41,284.05,260.53,32.67,285.04,230.15, ,40.73,138.16,215.28,20.72,75.86,49.81,138.83,20.26,152.16,242.66,286.88,157.25,88.76,250.01,297.33, ,38.05,153.49, ,192.66, ,268.52,255.60
285.57,234.59,21.01,127.48,224.29,74.98,272.32,139.27,139.48, ,177.53,180.92, ,73.57,28.47,225.12,256.42,152.91, , ,128.42,91.64,106.55,241.98,8.77,90.98,293.10, ,202.72,293.37,72.90,53.87,296.88,71.42,190.84,3.08,90.85, ,143.56,23.01,111.49,166.78,180.02,20.88, ,20.21,88.00,270.92,208.11,179.80,175.37,241.95,135.41, ,291.80,137.12, ,248.61,128.68,226.62,171.95,51.16,31.58,285.27
281.03,270.31,172.90,231.48,24.12,147.65,58.69,265.75,285.91,120.10,65.44,103.15,179.13,129.55,293.47,213.22,8.18,135.34,29.20,295.93,133.71,181.95, ,147.71,153.50,86.02,127.50,71.24,11.86,194.44,219.02,135.79,17.43,28.86,48.51,194.44, ,38.02,121.80,131.50, ,193.56,27.21,6.47,85.95,24.00,240.90,289.64,136.55,96.01,205.58,261.10, ,190.49,230.14,43.65,100.02,255.20,129.98,280.21,62.22,252.44,239.45,32.25
32.01,112.15,244.90,158.52,203.03, ,133.17,226.62,161.33,150.02, , ,115.29,188.51,40.25,53.29,263.37,267.73,181.58,247.60,23.68,41.28,175.49,134.01,69.27,131.49,130.42,45.57,78.67,59.55,165.19,54.64,182.27,131.26,187.53,202.11,71.38,283.90,117.85,48.98,113.25,106.40,171.34,189.38, ,248.93,251.24,123.58,244.04,211.06,33.48,210.01, , ,228.59,271.25, ,158.37, ,264.78,108.96,292.81,202.79,127.90
3.52,233.83,97.42,255.46,134.81,75.59,18.86,204.29,50.69,148.49, ,113.26,8.02, ,66.99,248.44,286.83,146.37, ,243.79,154.98,200.37,150.28,39.31,0.78,205.16,177.91,161.29,129.49,221.18,236.30,84.63,40.82,277.56,236.11,27.04,296.04,111.53, ,150.84, ,180.26,286.88,21.56,49.34,17.48,287.23,24.50, ,65.32,62.53,44.56,53.84,279.92,247.18,5.13,127.03,278.29,16.67,54.54,85.79,182.32,192.81,80.82
221.07,73.11,172.94, ,226.78,247.39,200.50,213.14,200.66,276.81,259.60,288.18,99.06,6.75,86.57,236.19,63.92,124.34,255.26, ,182.04,262.39,95.82, ,94.34, ,71.15,205.72,158.51,183.47,36.91,138.84,275.02, ,57.35,291.19,256.42,194.65,268.58,247.55,287.91,241.28,113.04,139.76,270.11,80.93,206.83,161.22,94.79,30.26,65.70,164.75,27.64, ,296.22, ,0.81,163.29,266.05,53.70, ,23.81,254.73,182.56
207.40,169.29,299.41,24.39,186.18,48.51,220.35,289.69,45.54,205.05,287.77,41.33,55.19,69.31,111.32,84.41,221.02,277.41,275.12,241.29,48.31, ,268.66,96.57,80.06,215.47,106.06,109.02,152.04,268.95, ,220.82,4.20,200.06,62.27,283.41, ,31.72, ,0.39, ,10.81,58.22,175.63,23.13, ,175.18,32.87,144.29,283.50,95.53,130.09,58.73,161.36,145.23,238.57,182.59,156.42,236.72,166.16,105.83,164.91,9.63, 
153.92,1.63,247.00, ,104.80,245.99, ,91.22, , ,3.46,93.25,92.91,160.15,281.77, ,262.77,256.60,174.51,282.54,55.06,9.40,111.65,126.02,46.60, ,283.43,284.68,244.34,252.62,271.50,115.46,197.15,286.92,10.57,160.60,150.04,196.87,139.98,135.93,198.86,119.25, ,103.92,277.52, ,82.01, ,197.47,43.12,170.26,44.09, ,231.56,110.10,125.19,280.69,240.85,43.94,61.84,164.02,54.65,232.39,198.56
34.13, ,67.65,42.65,217.40,43.29,234.53,157.86,152.41,125.46,162.92,93.80,49.58,294.70,47.00,293.68,165.48, ,233.13,289.47,245.14,88.15,48.42,135.68,112.29,58.50,117.59,238.05, ,52.66,88.77,183.69,225.01,158.04,282.29,161.31,130.92,115.30,23.63,244.42,187.46,15.17,16.67,269.76,252.87,126.64,122.08,124.09,59.49,218.92,167.91,68.93,55.43,107.57,259.41,35.73,251.07,178.58, ,148.35,262.99,168.68,292.84,128.73
238.49,258.85,278.76,49.20,94.51,85.16,192.84,209.30,88.22,218.29,270.32,98.01,237.40, ,230.25,66.67,84.18,229.03,156.29,113.65,62.62,219.03,239.92,145.50,144.40,197.92,76.02,298.37,201.96, ,132.21,13.95,194.94,31.42,47.77,73.04,62.15, ,298.35,156.86,39.65,249.56,201.62,202.13,34.91,165.05,236.29, ,38.68,187.62,130.13,69.62,117.04,23.28,130.12,74.57,122.96,223.53,277.44,262.66,284.02,42.48,3.03, 
41.71, ,111.80,85.38, ,202.41,245.59,143.30,194.70,151.85,40.81, ,289.93,125.40,241.78,240.16,186.17,286.52,52.51,94.34,279.73,40.30,262.24,136.22,55.12,142.98,294.31,273.62,230.41,258.18,266.91,117.00,100.87,228.28,201.83,291.26,39.27, ,1.51,10.69,247.10,135.63,258.49,246.37,121.41,200.91,12.30,110.59,200.13,93.65,115.93,44.77,155.55,171.97,268.31,149.71,146.84,188.16,176.34,48.06,179.92,291.34,48.23,57.60
16.03,1.88,267.53,129.46,122.98, ,91.30,129.85,30.92,194.87,291.53,184.31,209.32,280.61,181.51,159.14,98.57, , ,277.92, ,101.00,61.41,92.69,210.99,276.41,294.27,17.70,296.97,232.99,287.59,11.76,193.68,168.69,273.39,182.00,159.21, ,220.62,245.87,275.13,142.53,39.53,19.01, , ,296.19,13.58,94.17,224.42,252.39,209.19,10.50,210.83,214.16,57.65,297.56,205.29,34.09,95.28,8.02,79.09,129.85,34.94
176.37,159.82, ,69.01,98.35,91.20,44.15,149.50,220.21,109.47,216.37, ,269.48,203.02,66.51,141.24,256.88,60.81, , ,185.71,247.02,117.96, ,40.61,264.03,70.67,21.13,127.78,256.52,79.73,256.59,146.32,69.47,118.86,10.31,71.88,214.55,155.02,147.44, ,111.48,212.48,177.59, , , ,202.85,161.12,246.61,217.49,171.38,202.25, ,274.14,218.44,73.78,209.17,13.69,125.88,205.62,125.70,57.77,121.23
142.86,138.41,198.16,21.68,56.75,238.41,122.13,92.61,28.73,165.32,22.43,268.59,294.66,146.43,76.02,244.23,248.34,69.18,237.13,81.02,294.24,24.77,176.28,12.27, ,177.59,141.59,216.01,163.45,216.07,86.32,160.10,132.07,74.38,179.87,59.59,159.49,198.52,255.30, ,160.30,165.72,276.65,23.74,197.95,262.35,120.36,273.94,278.16,199.93,96.55,16.33,224.67,168.82,50.64,188.66, ,54.39,296.43,42.41,286.85,5.06,196.80,74.62
 ,291.29,86.04,287.47,58.14,197.72,112.68,111.69,159.31,55.73,127.89,220.39,131.47,175.66, , ,6.77,156.11,138.28,85.90,44.53,37.90,71.01,190.61,151.93,14.16,227.91,52.28,12.65,145.14,115.90, ,122.66,71.22,93.05,206.62,57.90,256.71,121.68,190.76,259.22,18.54,168.60,219.15,173.24,162.03,218.80,276.66,155.57,162.18,61.25,167.43,119.47, ,241.15,10.06, ,250.75,57.54,124.67,136.25,79.59,59.46,199.09
 ,54.66,202.03,145.24,170.72,90.31,83.70,226.30,277.00,44.51,174.50,65.74,0.12,230.78,123.10,197.49,269.02,243.21,255.44,141.89,52.85,121.02,263.67,230.31,164.28,181.74,138.69,189.96,11.12,137.20,49.92,293.44,286.84,189.99, ,31.89,77.96,189.46,227.76,144.82,101.06,50.17,258.32,29.79,8.77,234.33,200.45,136.44,255.87,109.39,98.21,266.59,105.37,90.68, ,235.49,193.89,251.74,13.45,63.51,258.16,44.91,114.50,237.58
269.80,143.28, , ,134.55,89.92,75.73,83.43,24.62,66.35,11.03,225.74,190.38, ,235.29,103.09,222.63,219.03,280.27,42.19,221.53,54.75,102.96,295.56,202.43,180.53,283.91,104.53,150.72,47.04,273.48,35.24,287.12,129.41,41.26,232.22,198.83,174.92, ,170.48,67.21,296.51, ,256.85,185.71,38.95,193.59,82.87,208.53,183.10, ,224.36,269.59,108.37,62.07,121.34,226.15,75.91,134.54,179.51,88.88,224.01,180.67,104.50
144.97,292.60,211.87,92.45,104.11,138.03,10.99,98.74,147.91,159.80,77.83,167.51,26.40,188.34,27.96,16.57,167.33,55.85, ,148.30,30.25,98.70,60.12,295.18, ,169.83,188.43,196.38,114.37, ,2.71,175.43, , ,162.88,104.22,81.73,202.76,1.65,8.41,59.53,59.03,173.42,153.94,112.47,235.45,57.36,165.10, ,11.53,96.59, ,38.68,37.90,60.82,242.90, ,2.43,160.35,246.23,121.89, , ,2.76
89.14, ,21.93,100.80,271.23,88.48,216.77,251.36,165.93,46.81,196.69,127.61,65.86,286.51,92.97,135.93,107.43,106.42,251.50,132.45,175.14, , ,47.31,69.50,78.26, ,274.95,8.10,1.79,126.09, ,144.38,22.27,47.75,81.17,35.90,221.98,134.55,2.95,38.62,95.09,188.76,91.82,283.69,126.49,57.49,200.96, ,223.23, ,51.91, ,87.82, , ,283.01, ,164.86,74.26,211.43,235.54,87.71,234.65
 ,292.14, ,194.01, ,47.69, ,282.53,79.00,268.76,113.99,79.66,119.26,238.81,116.94,33.95,93.58,118.85,260.74,224.68,102.50,202.44, ,184.97,234.12,226.79,129.95,91.64,70.75,47.61,62.50, ,267.15,103.98,224.18,80.50,219.48,12.80,73.60,6.89, ,22.84,114.02, ,205.66,280.67,9.21,213.72,217.49, ,21.48,170.87,47.36,5.68,32.52,3.96,134.49,2.48,294.03,10.12, ,271.72, ,280.93
87.09, ,267.95,205.70, ,291.90,49.37,212.52,125.18,282.33,252.07,116.99,101.30,150.04,98.84,296.83,1.39,291.86,51.86,91.31, ,83.21,229.66,181.34,205.97,293.87, ,278.68,295.98,109.75,203.43, ,200.26,182.08,280.21,36.03, ,22.69,242.21,240.80,172.86,228.97,246.22,20.57,77.23,4.87,162.58,95.56,108.56,225.35,64.13, ,194.98,151.46,94.26,146.93,15.84,46.23,45.50,7.08,218.07,275.27,186.20,200.60
292.14,154.82,48.65,213.63,299.90,149.76,208.06,211.42,95.97,210.41,98.48,111.86,241.12,121.59,270.71,56.80,6.72,47.71,59.47,299.00,26.43,153.53,145.46, ,241.43,68.80,121.08, ,137.63,281.90,54.74,281.42,215.45,23.15,43.50,224.50,141.99,191.27,185.42,60.46,278.17,112.61,204.14,255.83,26.32,0.99,190.34,192.60,270.54,68.95,298.37,56.55,244.38,135.87,284.55, ,262.72,286.23,183.53,279.62,111.46,226.29,107.68,85.12
179.24,282.42, ,275.87,139.59,197.65,50.06,171.79,144.91,209.90,34.71,148.31,106.50,186.31,173.34,84.14,274.25,69.23,84.25,117.35,265.36,199.30,197.20,239.09,222.27,210.81,144.03,217.00,124.78,249.55, ,33.69,172.56,154.17,202.95,157.44,164.64,26.08,69.63,119.14,19.44,22.55,112.17,193.43,206.45,12.25,195.05,289.51,164.65,107.70,42.96, ,207.60,220.46,207.21,206.79,37.07,41.51,287.10, ,49.80,203.67,234.20,108.00
166.34,67.39,40.24, ,234.61,76.75,105.60, ,12.39,209.76,44.42,174.42,130.19,197.22,286.28,132.59,55.12,66.92,272.96,232.87,41.77,288.89,56.41,69.53,275.76,256.12,202.55,187.78,54.77,66.60, ,199.19,271.54,202.24,171.08, ,83.21,277.73,248.00, ,17.52,20.71, ,40.89,189.61,232.10, ,298.70, ,197.89,201.62,22.98, ,32.37,50.29,0.33,31.53,167.34,137.42,45.87,228.94,86.10,177.33, 
176.03,101.36,136.64,169.92,298.66,191.99,187.29,21.59,7.06, ,56.12, ,101.99,294.01, ,151.62,206.56,100.57,124.26, ,127.25,218.73,181.40,147.17,86.25,78.37,224.82,149.43, ,251.41,14.48, ,166.11,290.92,23.74,13.27, ,140.52,191.21,124.03,113.59, ,282.35,181.50,226.49,25.47,282.34,261.44, ,127.54,9.03,227.88,29.82, ,170.34,86.11,192.77,250.36,176.23,56.59, ,283.08,165.35,70.98
191.47, ,19.02,126.24,183.97,65.39,243.55,78.81,72.50, , ,57.08, ,113.67,95.43,140.30,26.78,59.88,263.24,237.27,3.33,103.29,38.23, ,273.96,25.21,163.76,69.31,136.85,34.50,120.30,28.81,158.02,140.96,203.33,13.54,21.38,225.94,24.61,68.91,231.47,45.03,237.03,16.07,139.21,262.38,181.81,40.59,231.28,116.10,199.59,257.26,116.02,294.34,222.49,139.20,157.37,249.20,298.58, ,137.79,130.67,197.64,137.89
 ,19.43,187.74,183.22,139.99,28.19,139.87,197.58,104.66,163.30,149.36,19.12, , ,148.31,232.60,234.85,23.31,223.65,173.31,56.05,106.10,147.63,34.93,225.04,100.17,193.45,250.22,267.17,247.53,46.86,85.65,50.20,235.99,20.01,80.71,122.60,160.30,132.78,15.45,34.83,146.16,65.14,140.85,46.28,147.79,268.50,74.84,42.39,292.55,120.14,138.45,260.07,212.97,193.99,150.67,44.04,157.10,93.22,141.48,86.31,232.63,222.71,73.51
18.31,27.49,139.31,81.19,164.70,192.24,222.58, ,266.62,144.61,132.96,217.28,228.86,205.08,129.25,57.18,230.86,121.84,262.55,150.49,152.48,254.18, , ,198.68,36.83,109.65,185.83, ,114.69,47.33,62.73, ,157.08,278.78,260.05,266.70,3.28,255.21,30.34,254.54,56.30,272.30,161.17,192.88,272.82,50.75,189.08,226.73,201.39,25.07,146.85,271.99,110.95,107.58,249.64,70.31,53.50,171.89,200.75, ,173.57,268.85,80.21
171.48,180.87,151.44,223.84,14.30, ,241.49,95.45,243.68,197.08,208.38,211.85,133.74,282.69,98.79,105.07,98.92,259.14,82.87,99.74,15.75,180.24,55.26,148.38, ,45.46,49.84,207.96,248.17,141.65,136.70, ,214.97,9.55,43.91,175.57,18.50,17.37,148.58,174.44,71.56, ,67.67,156.85,224.69, ,66.34,150.24,156.17,3.44,239.34,258.13,191.01,6.24,175.38,281.00,151.78,65.71, ,131.44,95.86,156.07,122.47,259.65
90.30,261.34,264.21,214.15,199.71, ,108.09,240.17,115.97,141.65,286.15,13.12,57.74,193.27,191.71,126.79,217.69,110.96,115.87,87.86,19.36,280.35,44.80,216.54,12.47,42.45, ,55.57,77.79,229.08,16.52,71.73,274.17,277.09,39.26,235.74,116.11,214.61,259.17,160.10,147.60,162.39,238.35,182.04,42.77,261.08,167.60,225.43, ,202.52,295.47,225.39,115.39,144.33,98.94,219.06,127.06,81.27,75.69,155.33,42.00,52.92,134.06, 
275.83,229.25,37.40,190.88,43.91,111.45,129.58,21.91, ,159.26,191.25,128.97,26.79,13.04,272.26,165.43,122.93,228.23,244.76, ,211.87,9.94,3.51,114.22,187.99, ,17.72,119.63,270.03,17.66,226.13, ,91.56,253.10,217.14,243.68,20.81,274.55,178.87,170.28,3.48,25.29, ,248.73,222.68,154.23,201.83, ,32.00, ,285.10,136.31,114.52,47.43,184.74,148.94,248.47,166.28,167.33,82.72,62.25,34.83,245.74,296.83
268.67,95.17,39.59,280.39,141.67,124.17,106.00,189.21,115.16,61.20,109.95,98.56,149.33,88.68,70.05,271.08,254.27,292.49, , ,147.96,0.69,165.81,245.24,161.17,110.53,42.89,66.30,92.68,274.84,10.71,266.88,83.61,48.04,215.00,48.97,185.17,35.08,156.36,106.01, ,216.54,83.63,6.20,229.70, ,111.06,244.81,214.33,299.09,104.52,8.13,277.04,203.16, ,59.53, ,77.06,266.83,116.82,23.16,33.54,241.81,177.53
222.55,215.04,54.22,135.72,173.06,255.65,124.90,135.75,250.23, ,217.06, ,20.90,9.25,197.92,199.05,137.68,167.30,43.23,72.29,283.88,291.73,21.57,139.47,233.98,70.13,6.76,51.88,252.82,82.10,12.19,226.18,102.75,202.60,15.00, ,298.88,16.66,241.81,77.88,67.26, ,151.78, ,203.66, ,264.79,272.70,265.25,126.85,292.35,213.97,4.34,6.24,255.57,166.40,22.54,156.12,134.79,64.46,211.56,125.90,250.55, 
215.80,280.17,289.82,197.76,13.96,3.42,92.24, ,181.10,70.46,160.73,45.11,209.18,191.64,133.01,133.68, ,131.15,41.77,276.11,118.15,76.21,228.61,69.64,49.55,104.01,200.98,131.88,218.44,17.80, ,159.99,207.89,218.35,259.75,150.50,157.47,275.50,69.18,48.67, ,88.92,280.27,215.99,116.06,200.70,87.96,293.85,30.15,93.52,171.58,55.03,290.31,46.37,264.78, , ,83.82,274.24,96.83,176.24, ,76.93,112.62
 ,287.79,252.42,133.87,214.15,194.87,84.51,173.81,131.55, ,215.37,91.03,95.59,155.69, ,232.62,118.55,95.82,61.15,187.65,172.24,83.93,6.26,8.35,217.72,71.89,55.27,125.55,166.24, ,174.71,123.04,231.28,25.75,16.01,225.27, ,27.07,13.34,163.40,213.40,161.59,115.64,55.94,251.58,47.99,96.89,265.03,92.01,52.56,235.90,54.90, ,81.97, , ,5.30,28.71,269.39,202.06,69.95,137.83,191.23,89.02
244.85,143.96,168.40,100.64,28.49,67.73,89.47,225.77,261.66,181.18,268.49,117.31,226.48,30.57,234.95,169.67,235.44,44.55, , ,98.80,92.77,126.19,20.39,277.00,6.45,213.11,241.43, ,167.91,43.96,220.50,155.29,98.99,144.86,156.16,1.63,82.81,298.07, ,50.03,170.60, ,83.71,41.67,44.81,99.67,195.20,252.33,120.48,219.43, ,75.59,255.78,38.19,245.53,12.49,245.29,52.04,266.79,87.20,128.27, ,217.04
200.76, ,21.23, ,286.57, ,241.94,184.97, ,130.51,267.05,228.66, ,274.20,261.57,197.85,58.19,6.88,279.20,192.66, ,54.58,271.76,228.94,177.06,56.94,192.45,133.64,174.13,95.31,273.32,188.92,214.90,70.04,246.55,57.74,43.21,233.98, , ,117.34,72.00,289.04, ,122.69,72.40,180.87,107.76,252.38,252.48,240.97,166.29,175.29,230.46,47.26,92.02,62.77, ,237.05,246.63,185.22,207.73,213.06,127.42
