Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117
156.61,108.42,116.15, ,174.78, ,149.60,274.22,111.05,165.12,160.65,279.14,56.15,221.73,19.98,297.96,66.47,114.38,123.91,219.92, ,165.20,254.90,40.93,55.89,254.09, ,151.74,142.80,240.28,109.68,104.17,241.22,262.22,45.53, ,265.45, ,130.65,46.34, ,135.31,89.24,246.82,241.14,210.30,281.68,258.71,79.01,183.16,28.57,295.17,224.90,278.68,91.27,62.68,181.00, ,270.24,244.95,228.54,248.04,268.03,36.29,1.88,93.11,131.22,246.70,256.77,224.60,298.59,35.79,14.97,163.48, ,108.43,149.72,270.98,62.80,263.60, ,66.24,147.26,97.75,143.37,1.29,27.63,201.94,165.22,297.20,202.11,137.13,68.10,196.02,294.70,259.00, ,25.24,132.87,131.09,66.07,228.13,213.23,35.97,93.24,273.85,154.99, ,80.03,190.97, ,185.67,214.73,51.54,186.47,162.67,111.25
203.16,62.77,267.39,93.04,51.62,182.56,259.11,286.64,32.59,175.16, , ,71.39,29.86,264.57,275.40,121.27,115.19, ,82.57,87.99,34.41,25.75,113.98,227.66,199.96,208.58,218.98,189.60, ,147.45, ,122.86,42.11,154.70,296.37, ,84.37,243.34,106.22,53.23,112.02,173.56,295.22,221.35, ,220.48,28.83,242.85,223.69, ,78.39,149.48,120.05,96.13,173.09,247.76,175.95,12.96,62.15,41.28, ,222.66,23.86,88.15,103.18,251.67,90.24,105.77,282.84,202.04,212.71, ,139.03, ,151.98,115.93,71.14,162.01,3.39,245.29, ,48.47,104.25,193.63,110.54,249.89,201.57,62.87,290.13,286.30,53.88,159.84,87.29,76.04,262.65,26.38,114.49,157.58,79.62,185.79, ,135.68,252.32,103.19,121.95,244.58,58.96,25.69,48.03,49.04,247.60,155.51,125.44,159.37, ,210.59
200.15,65.66,213.65,43.65,19.42, ,185.28,77.25,80.68,195.92,254.41,140.66,145.31,40.29,10.30, ,240.28,176.60,190.88,203.42,262.18,283.26,108.12,155.94,171.63,215.01,235.62,142.01,203.84,85.82,118.41,123.79,86.52,64.64,90.64,211.93,190.90,131.51, ,287.45,157.77,233.12, , ,1.12,195.48,35.65,227.65,227.79, ,228.18,235.66,19.03,71.65,42.78,208.94,190.61,186.69,160.16,63.56,46.92,47.29,49.03,83.81,79.08,179.04, ,114.70,140.16,97.72,5.08,259.02,191.49,220.69,46.24,114.32,13.42,245.34,176.74,253.38, ,23.53,182.97,91.25, ,53.54,34.89, ,293.91,199.15,13.31,226.22,64.24,293.22,69.61,68.68,116.18,41.95,142.74,284.36,133.98,287.52,4.06,148.41,138.76,177.96,297.48,131.87,228.45,253.67,287.89,164.30,188.54, ,31.27,228.14,265.16
252.78,201.36,254.33,137.67,77.30,299.38,121.61,109.93, ,107.99,37.11,38.67,178.54,256.92,210.58,274.88,174.96,9.25,35.12,11.54,285.88,36.39,122.89,277.29,112.25,4.20,57.56,75.01,25.31,245.82,254.11,43.77,1.50,2.94,261.60,73.64,15.76, ,138.65,92.14,19.78,212.45, ,255.32,171.08,276.09,216.51,37.61,59.28,13.30,75.72,76.70,222.39,259.40,231.11,129.38,186.71,51.82,241.77, , ,287.77,229.75,206.30,164.56,6.46, ,82.18, ,231.55,196.95,112.40,57.87,267.43, ,19.25,190.34,0.43,14.15,232.94,182.84,83.00,206.76,176.21,113.63,220.50,177.65,1.19,169.32,273.14,191.53,114.32,18.78,85.06,91.29,251.36,218.30,122.54,295.22, ,108.86,34.51,157.11,298.84,15.26,135.96,133.34,243.48,147.13, ,180.06,18.26,123.66,165.79,61.62,244.96,269.87
210.14,81.52,266.35,71.35,80.31,41.49,143.99,55.79,256.96,51.76,67.27,211.78,121.62,94.07,149.03,290.99,31.45,115.25,16.87,205.96,87.11,5.83,204.15,133.33,297.47,136.34,60.51,297.81,21.53,248.71,155.81, ,187.26, ,185.06,231.59,126.27,38.48, ,242.63,83.13,191.19,240.09, ,288.21,210.86,45.62,180.31,99.28,88.69,155.02,140.59,64.78,105.30,98.96,45.88,138.23,183.87,89.72,135.17,93.55,87.68,205.60,40.59,78.02,116.38,103.04,19.65,223.83,271.07,180.06,15.47,166.58,124.73,39.14,34.25,5.93,271.85,89.91,216.41,141.73,100.98,289.75,112.58,245.59,236.37,100.60, ,267.18,268.66,190.31,257.74,234.49,294.85,169.58,62.43,149.03,138.50,84.97,206.37,204.72,234.92,90.62, ,57.80,142.97,228.24,239.03,6.03,246.10,188.27,214.48,102.42,64.28,94.65,102.59, 
 ,28.12,183.23,132.82,252.81,222.33,47.33,132.30,180.06,205.41,31.80,294.12,129.58,30.44,81.81,17.43,225.65, ,108.88, ,49.92,77.08,94.31, ,226.61,13.67, ,82.01,203.07,171.04,134.52,256.88,34.52,226.28,19.87,69.05, ,118.96,73.09,287.87, ,214.48,238.50,158.46,256.31,96.63,94.18,28.84,147.49,25.37,23.53,268.51,25.54,211.55,37.62, ,235.12,121.44,166.08,168.85, ,230.38,124.60,214.38,75.62,216.80,135.64,146.23,32.92,68.68,90.86,247.23,41.42,119.27,40.90,220.67,157.44,210.71,175.62,135.47,186.96,52.23,292.61,126.76,70.23,270.00,1.74,158.92,92.03,94.99,138.38,60.42,166.72,277.86,96.22,293.58,165.61,5.78,244.28,183.75,27.98,175.60, ,34.51,163.00, ,295.93,183.54,146.91,27.47,92.60,238.10,106.87,132.00,261.93, ,145.67
273.17,266.38,70.38,75.79, ,243.66,164.67, ,11.58,13.12,270.05, ,56.23,178.15,56.33,264.51,285.75,274.68,21.67, ,22.56,288.92, ,218.23, ,203.88,1.69,48.75,53.82,27.98,1.35, ,141.43,55.33,236.01,112.34,7.59,280.23,156.81,57.99,217.21, ,129.61,195.92,155.66,1.55,247.23,99.85,144.32,56.38,216.57, ,174.24,251.73,154.95,170.86,183.58,95.17,217.67,58.43,134.74,97.58,255.40,118.23,244.79, , ,15.35,0.13, ,251.86,48.16,214.93,243.99,56.27,220.67,164.92,170.10,114.27, ,214.74,84.93, ,97.76,120.85,75.94, ,27.80,138.36, ,99.46,272.42,138.69,191.08,209.79,176.70,249.66,238.80,90.11,61.86,174.14,84.86,193.14,277.88,13.41, ,112.86,189.51, ,82.60,240.58,220.86,16.44, ,255.24,212.57,188.73
227.70,185.31,264.58, ,212.23,221.76,186.63,18.81,257.01,14.90,93.79,14.87,106.27,65.47,49.90, ,150.35,193.31,224.51, ,80.18, ,1.94,56.40,218.23,278.99,226.51, , ,191.45,268.53,289.14,78.67,23.55,154.90,264.68,74.74,159.59,230.46,44.28,183.51,198.47,282.15, , ,287.25,19.26, ,8.40,37.97, ,266.99,97.86,50.88,292.36,17.46, ,61.73,255.51,108.15,6.40,157.08,220.38,121.25,46.90,33.61,246.22,51.87,12.46, ,185.06,179.03,198.72,264.25,206.53,216.54,294.89,181.62,70.05,218.13,16.12, ,101.00,194.41,211.68,136.41, ,112.31,294.45,10.29,119.42,247.20,241.36,185.63,38.97,92.20,201.88,4.88,209.32, ,62.18,282.97,90.79,10.90,69.36,160.34,141.34,275.26,18.52,62.93,256.32,233.68,220.48,218.30,251.32,178.27,127.72
212.10,236.16,68.57,244.91,33.58,6.07,263.56,226.19, ,182.51,99.76,265.58,14.22,93.09,246.02,59.11,18.69,43.42,46.19,186.60,82.52, , ,236.41,17.55,171.82,7.99,295.98,113.35,41.32,241.60,13.02,94.61, , ,273.39,186.98,299.63,132.84,60.86, , ,32.15,278.47,129.96,13.72,284.66,149.74,42.38,226.96,194.47,275.03,229.83,27.86,131.50,210.27, ,196.82,262.10,249.24, ,223.69,128.46,71.01,134.61,140.95, ,35.42,225.42,196.71,231.15,218.92,36.44, ,233.25, ,288.45,286.15, ,2.12,163.33,280.25,186.52, ,136.91,26.38,59.91,149.74,49.25,82.90,179.94,18.94,88.59, ,74.74, ,76.86,111.58,163.29, , ,169.02,141.11,235.74,118.47,192.07,154.15,253.42,79.66,296.08,279.76,243.00,237.62,43.80,169.86,158.71,191.58
79.79,223.12,233.71,101.02, , , ,162.74,180.42,285.35,114.86,291.67,212.33,19.41,181.40,120.24, , ,167.57,71.09,84.48,284.13,22.01,11.02,228.57,19.87,240.11,188.64,110.34, ,129.75, ,56.25,212.49,30.70,25.09,263.17,214.47,19.84,186.60,121.24, ,141.11,162.40,217.73,86.18,37.51,81.18,272.18,74.72,294.61,171.60,117.95,10.87,1.02,251.84,68.60,254.17,96.11,185.55, ,271.74,248.27,113.71,159.85,185.23, ,40.02,168.62,159.13,223.21,126.84, , ,242.07,105.15,262.77,52.01,262.44,121.81, ,232.32,275.86,16.31,157.56,216.71,53.39,238.74,223.04,105.56,55.86,223.63,214.53,146.04,176.76,209.88,128.82,36.82,259.75, ,117.31,69.48,0.79,71.59,88.71,19.89,241.24, ,35.28,45.14,274.26,111.89,248.77,26.34,45.39,38.72,103.40
267.63, ,133.31, ,222.02,221.13,134.46,260.02,78.96,51.06,227.07,237.36,103.66,161.42,249.79,47.20,186.26, ,173.16, ,74.39,190.50, ,24.96,159.39,267.26,245.75,91.62,257.84,212.35,128.88, ,29.02,224.51,123.43,88.44,211.24,41.73,158.35,126.69,100.49,13.91, ,34.39,75.82,24.11,213.76,49.58,182.02,9.59,281.61,185.74,134.79,294.92,206.93,63.20,36.51,267.49,51.71,58.21,294.10,115.71,235.32,292.93,23.47,214.63,226.07,258.28, , , ,55.87,60.58,225.73,276.94,196.87,285.49,272.92, ,180.77,5.42,120.46,176.23,33.98,135.46,163.15,245.46,40.28,221.11,60.41,26.68,263.15,273.18,278.41,127.68,44.12, ,164.59,209.11,195.97,35.14,174.57,133.68,59.83,256.20,28.77,136.24,285.62,289.64,120.15,100.86,74.76,12.23,95.94,139.03,232.75,180.13
193.72,142.41,282.17,63.11,121.09,27.40,41.09,79.89,47.68,140.58,114.70,61.78,74.14,202.56,74.98,114.21,96.50,222.24,55.24,89.62,184.69,283.04,134.06,87.02,243.68,4.17,80.40,269.03,266.77,161.44,254.27,10.44,232.28,129.45,218.02,163.84,36.08,28.49,209.81,51.87,43.11,211.87,122.00,278.06,52.48,130.51,115.16,57.52,73.62,34.94,106.03,94.35,45.66,12.26,238.35,108.95,120.18,104.96,201.71,30.94,222.53,260.93,2.40,85.11, ,120.06,11.46,162.02,64.49,165.83,223.20,128.90,50.14, ,292.31,92.64,5.60,184.71,52.85,284.98,263.13,258.02,201.86,192.81,41.35,221.27,100.87,190.20,201.36,15.15,91.33,216.93,122.96,63.46,288.74,13.78, ,271.80,140.71,175.48,290.01,117.42,154.02,241.52,170.01,174.70,72.77,280.61, ,82.25, ,70.99,295.05,220.46,5.53,215.51,257.33
234.16,256.84,43.39,247.73,179.80, ,252.57,257.69,210.37,55.44,110.93,186.68,257.51,139.33,69.05,276.01,254.50,231.42,94.14, ,7.54, ,284.62, ,242.32,128.13,139.87,93.19,206.45,134.43,66.32,129.04, ,103.61,179.87, ,274.01, , ,174.39,266.18,104.87,220.97,190.76,252.77,237.76, ,72.18,277.26,48.25,54.41,105.08,186.89,208.29,263.20,226.08,156.02,255.19,283.59,255.27,140.97,282.19,150.16,219.42,279.67, ,34.07,296.42,6.42,176.64,148.56,284.18,222.50,254.07,30.39,242.28,283.24,57.01,31.66,202.86,91.05,50.41,290.05,93.47,232.20,54.58, ,38.76, ,85.56,246.10,175.98,190.77,69.87,142.66,59.16,260.60,216.04,275.33,57.85,202.56,38.91,70.81,295.90,34.59, ,280.69,60.13,88.19,238.94,62.00,95.14,1.08,23.56,220.67,69.95,132.21
28.38,130.80,85.26,138.47,165.39,64.15,288.23, ,227.18,206.87,283.45,268.73, ,280.82,267.60,138.93, ,167.31,241.56,274.42,109.65, ,228.81,13.72,57.63,144.22, ,111.87,79.85,158.20,61.42,85.39,146.60,222.95,74.36,285.09,87.32, ,175.52,95.22,240.60,47.82,98.80,196.70,193.12,186.41,38.72,96.30,40.67,73.87,55.85,39.67,25.70,294.55,157.97,90.45,242.62,183.40,251.55,69.62,57.39,155.58, ,251.88,190.77,20.90,289.22,285.01,284.98,88.40, ,178.16,75.96,114.93,162.20, ,231.82,96.85,66.72,37.95,140.00,251.96,174.07,120.17,35.03,278.50,291.36,1.59,31.85,82.94,284.57,30.67,60.55,104.23,20.48,145.86,70.90,21.38,39.00,104.05,246.71,197.46,38.44,206.09,21.42,61.50,138.44,222.37,219.69,26.26,168.79,100.66,269.94,184.66,263.58, , 
71.26,148.36,179.48,180.00, , ,206.89,33.67,80.90,155.87,193.54,279.27,264.36,116.22,258.15,137.73, ,209.00,138.45,201.03,198.70,236.37,8.83, ,138.10,127.24,6.34,18.63,14.97,234.83,132.01,210.99,234.10, ,255.65,197.44,232.44,258.62,236.34,287.09,105.55,237.46, ,258.23,178.24,101.13,104.39,6.04,202.88,216.47,195.79, ,52.48,75.20,57.27,278.56,121.76,230.64,183.62,17.45,1.50,102.90,95.04,120.61,238.93,26.90,256.54,299.61,171.37,20.12,86.35,273.00,82.78,267.33, ,284.78, ,275.43,142.97,107.12,180.90, , , , ,190.71,289.90,141.01,290.71, ,263.71,91.48,102.81,194.25,26.06,63.02,65.62, ,29.20,250.30,222.19,34.40,83.09,174.97,34.32,151.46,129.39,134.50,89.75, ,177.34,113.65,15.59,73.86,208.47,170.14,10.44
296.40,270.11,298.30,55.01,45.67,293.37,232.54,122.36,181.10,43.39,240.07, ,13.93,82.48,148.95,112.62,40.87,6.09,234.26, ,98.23,214.61, ,147.15,100.95,262.81,15.47,40.72,131.57,53.26,156.83,258.52,238.19, ,244.28,139.66,177.53, ,92.15,69.14,111.21,211.38,270.74,31.58,1.29,66.10,77.20,256.76, ,194.95,97.78,96.07,283.80,175.34,65.75,143.50,16.04,216.42, ,143.27,295.79,284.78,199.12,284.82,97.70,50.83,274.98,228.88,173.86, ,248.21,292.59,273.26,105.30,98.69,32.96,85.42,205.11,76.65,132.14,64.79,283.36,284.32,126.48,47.27, ,295.49,277.10,270.44,192.50,84.43,193.09,67.55,209.87,147.27,47.00,241.75,63.16,40.66,265.83,283.85,221.92,291.95,66.54,184.77,122.51,241.17,273.96,86.22,223.58,60.79,13.28,26.92,141.90,13.01,4.99,102.51
276.20,125.95,56.84,1.77,279.91,194.95,251.65,137.69,214.65,145.80,201.03,4.38,240.30,150.66, , , ,290.45,298.16,104.46,34.95,288.78,178.76,229.53,80.35,74.58,250.55,179.86,6.90,63.56,73.45,38.54,181.06,74.24,62.17,188.09,162.51,74.99,119.53,201.21,109.27,178.71,278.31,183.08,281.37,9.49,255.50,81.43,77.02,15.78,34.37,236.29,80.75,238.15,15.80, , , ,278.87,93.45,67.97,18.81,88.14,270.11,155.06,213.19,122.44,45.09,288.66,107.06,180.12,15.75,107.49,134.62,25.71,123.80,6.72,108.29,216.23,231.04,185.07,82.02,196.60,33.82,69.08, ,249.20,200.95, ,41.77,42.07,31.36,161.16,8.48,132.96,47.85, ,232.92,78.03,104.83,274.25,274.22, ,223.42,76.25,219.07,295.39,185.50,127.01,64.83,16.11,60.21,261.79,296.88,134.24,274.84,211.55
13.61,140.22,290.04,129.12,34.49,170.24,151.25, ,216.09,282.75,192.96,75.66,43.58,83.42,220.52,192.44,136.41,25.66,209.16,202.56,276.62,288.51,178.31,163.25, ,146.00,11.47,283.93, ,229.61, ,150.13,109.61,3.28,61.24,237.90,279.28,279.98,44.67,184.65,39.83,148.95,187.31,78.53,121.07,100.86,232.00,32.01,286.56,70.35,112.02,51.17, ,31.15,109.09,282.28,247.57, ,133.39,148.90,19.87,226.75,135.12,71.72, ,58.28,270.71,14.45,157.24,43.38,203.38,96.13, ,43.69,280.48,295.60,89.02,99.35, ,234.47,207.93,74.88,4.04,72.28,24.56,124.23,117.91,220.41,213.27,257.73,192.88, ,22.26,71.32,239.60,56.09,115.45,188.99,161.73,153.93,259.14,4.45,201.37,247.49,245.33,73.14,52.78,61.41,131.79, ,71.39,252.74,155.72,74.50,272.15,91.31,268.23
156.81,76.13,242.80,134.19,264.67,155.47, ,230.51,33.90,75.80,79.90,229.87,35.82,162.48,258.55,13.14,171.65,209.44,251.25,194.71,65.64,209.42,235.63, ,269.53,18.47,47.00,273.56, ,140.81,60.50,114.64,232.68,82.09, ,33.33,241.51,8.73,296.70,211.61, ,181.14,208.13,150.72,198.39,203.51,187.84, ,2.48,71.24,119.73,35.58,156.46, ,165.19,237.04,164.68,1.83,177.39,270.64,97.87,116.16,208.24, ,46.80,3.03,295.25,31.41,275.82,7.92,53.06,153.21,125.66,167.07,104.27,142.12,174.90,248.54,219.40, ,266.20,144.68,254.27, ,285.10,3.53,159.43,254.00,221.83,239.52,251.14,165.94,176.18, ,124.72,23.82,58.77,36.28,74.26,170.89, ,114.16,268.66,250.05,286.23,2.33,260.78,269.54,46.73,167.56,270.44, ,47.70,164.99,46.89,74.53,129.18
