Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107
212.35, ,183.84,180.18,50.30,19.34,217.86,55.82, ,251.47,288.70,155.59,73.02,127.34,242.43, ,183.76,225.64,29.47,152.50,61.54,136.63,98.38,298.24,85.40,105.67,249.05,74.64,2.06,17.66,61.35,294.97, , ,162.76,30.10,233.33,218.06,172.52,124.45,170.65,131.11,128.91,205.36,270.48,22.47, ,83.83,184.06,119.42,191.70,134.78,76.44,125.03,98.93,270.85,12.12,100.81,9.61,193.79,151.45,235.64,290.30,264.80,48.40,279.04,227.32, ,3.76,272.10,139.16,121.01,125.68,209.67,11.32,7.90,242.10,160.12,99.40,46.48,227.98,252.80, ,66.62,61.78,287.26,246.01,32.95,226.51,264.53,45.98,48.53,297.28,130.58,257.05,125.45,238.15,183.61,14.18,121.40,57.07,287.90,209.49,57.94,55.52,176.64, 
225.17,74.93,202.55,39.86,279.34,150.86,154.28,249.67,78.50,161.58,13.54, ,34.39, ,89.91,109.30,22.73,263.37, ,165.92,157.14,230.89,229.50, , ,116.05,265.10,248.18,155.22,248.92,35.44,279.52,290.88,3.25,134.30,142.63,52.46,78.85,127.58, ,109.66,265.79,160.05,144.44,262.70, ,152.31,142.82, ,133.70,276.48,137.06,1.68,129.85,216.13,129.02,262.94,119.44,134.95,36.21,291.80,236.66,151.22,95.86,202.61,285.82,88.61, ,90.29,86.32,176.29, ,100.78,159.44, ,294.39,127.41, ,126.32,144.54,139.81,260.60,169.96,221.51,69.29,48.86,264.31,205.74,61.35,26.30,226.73,215.18,244.90,17.93,99.39,48.76,102.88,281.63,255.77,231.41,81.14, , ,120.86,209.28,266.76,103.01
53.07,19.92, ,37.85,6.55,117.94,3.20,227.39,83.06,207.46,211.67,162.64,8.59,166.40,89.65,293.82, ,12.01,153.02,40.91,225.71,40.15,244.44,98.86,250.50, ,58.63,15.67,98.19,44.15,215.07,66.56,116.94,220.90,74.63,160.91,65.78,36.98,46.58,36.10,154.92,95.01,106.56,134.81,134.94, , , ,235.89,129.71,179.80,232.12,110.62,85.65,265.93,259.35,58.99,25.26,21.42, ,132.09,35.79,252.59,17.04, ,275.94,298.50,44.78,175.61,159.58,68.16, ,27.51,43.13,21.12,275.34,198.66,33.56, ,286.15,91.50,280.57,46.57,223.17,209.70,246.74,60.03,194.80,42.42,87.31,211.78,271.69,53.58,205.27,153.59, ,245.09,108.16, ,87.23,280.83,34.48,66.21,242.48,138.68, , 
281.24,80.92,235.15,32.05,122.53,31.83,130.72,58.27,64.24,78.94,142.43,272.64,207.93,169.64,200.01,272.61, ,53.52,19.88,166.22,10.55,192.14,182.58,18.94,131.13,104.77,6.86,148.84,126.12, ,172.74,106.44,145.21, ,279.39,86.89,71.36,197.47,58.11,30.39, ,161.52,210.65,248.34, ,163.84,250.50,127.71,55.43,59.68,171.92,157.67,184.68, , ,192.53,162.20,191.40,84.44,178.73,81.23,8.71,262.55, ,90.26, ,63.31,196.09,272.43,194.04,282.79,239.24,64.66,98.25,69.52,88.94, ,170.17, ,115.24, ,9.29,146.45,71.95,154.86,52.24,201.22,191.41,148.58,216.17,164.99,19.54,261.17,52.52,223.62,246.58,38.84,150.64,214.65,265.10,229.76,278.13,226.67,282.50,236.28,25.28,70.90
148.94,12.61,163.41,267.54,78.24, ,228.87,280.51,156.77,81.21,28.16,100.79,194.68,133.99, ,235.26,246.14,196.33,285.67,194.99,169.74,259.58,202.09,216.11,8.03,134.76,294.30, ,192.01, ,26.00,60.29,199.24,45.47,265.18,155.31,284.34,133.39,260.65, ,176.76,103.20,223.78,137.20, ,29.21,127.23,247.34,16.48,193.94,242.14,93.09,19.29,122.50,21.35,188.16,259.90,219.73,200.97,240.00,173.33,84.06,24.43,188.08,177.97,102.86,241.14,217.57,273.37,113.11,123.21, ,83.11,30.97,179.41,125.91,109.37,135.17,119.56,298.01, ,80.03,164.66,159.26, ,132.63,94.71,245.50,238.59,74.42,214.52,205.60,4.95,135.56,124.91,6.68,115.59,202.95,215.88,238.17,205.74,120.41,198.15,96.42,94.51,106.30,124.68
 , ,26.88,269.74,140.14,274.71,27.65,34.63,101.79,241.65, ,62.05, ,127.96,78.49, ,184.79,99.92,280.96,223.58,199.29,6.12,50.08,203.37,296.48,29.54,88.55,12.88, ,254.63,149.46,201.03,217.90,224.63,113.49,38.18,53.47,285.60, ,247.45,91.38,279.47,213.21,158.00,218.62,180.73, ,213.84,177.22,230.74,246.35,256.02,23.70,98.07,238.69,256.74,53.09, ,174.02,118.73,39.98,235.08,234.53,134.54,164.82,263.48,212.63,222.69,31.41,295.23,170.87, ,242.12,198.12,184.05,111.57,51.98,151.15,83.46,107.23, ,73.51,270.23,87.38,183.31,125.10,159.50,135.48,238.09,55.08,29.56,42.49,119.07,96.79, ,235.54,91.07, ,170.74,258.64,102.24,76.92,20.48, ,155.96,161.39,148.46
31.03,134.80,34.62,73.44,1.09,25.35,248.08,262.89,256.49,259.65,297.93,118.92,110.30,27.74,276.34,64.00,91.75,284.03,225.02,252.75,66.45,18.26,275.95,171.94,202.17,30.86,18.59,134.46,124.66,100.58,38.39,108.37,63.38,256.52,149.87,214.51,187.37,230.84,213.92,95.74, ,126.60,252.96,150.65,101.04,182.43,51.24,10.41,110.39,137.90,252.68,13.30,234.53, ,97.84,202.62,276.08,20.19,89.96, , ,97.61,54.24,207.00,10.06,211.63,226.28,65.55,23.73,207.98,34.38,129.80,199.40,74.00,98.15,216.16, ,13.77,90.01,3.84, ,92.22,136.36,113.30,291.96,136.46,106.83,205.76,107.85,42.50,24.75,45.81,81.72,254.69,171.58,182.40,291.60, ,127.96,279.01,285.09,166.34,222.87,90.79,145.03,201.99,220.70
72.69, ,154.27,2.92,84.42,88.68,159.94,203.99,233.40,138.17,100.20,272.30, ,131.79,9.93,9.29,76.42,92.25, ,208.55,262.10,89.03, ,248.98,272.98,238.57,240.22,7.05, ,144.44, , ,87.32, ,17.95,218.13,103.07,18.75,116.48,95.81,80.72,172.43,146.84,260.56,99.00,50.47,112.04,151.38,215.18,75.04,179.51,43.33,147.55,289.35,73.80,131.30,129.95,208.23,114.73,63.85,136.39,273.02,242.18,187.33,101.63,90.50,255.55,263.73,195.90,67.13, ,198.42,168.19,32.46,16.88,208.83,37.64, ,286.07,28.03,122.70,135.78, , , ,74.53,242.92,261.55, ,159.97,234.05,69.31,79.01,287.86,8.19,213.25,276.34,167.67,70.94,12.23,94.78,256.28,2.17,250.76,49.75,251.64,172.86
62.83,291.50,261.49,61.70,293.95,116.03,137.08,165.07,68.72,208.56,249.06,8.89,125.52,10.54,42.44,98.11,135.27,155.96,89.29,271.51,255.70,244.85, ,109.92,43.22,150.66,18.83,77.11, ,135.76,264.08,112.59,283.46,151.79,44.63,57.07,24.31,103.67,105.56,79.08,121.39,198.32,167.69,266.73,146.63,15.51,280.68,172.90,75.97,103.56,265.76,136.72,173.41,259.23, ,38.32,139.95,224.94,54.86,296.30,31.28, , ,79.46,14.89,60.77,147.16, ,7.79,295.41,258.48,160.16,292.96,116.99,111.72,234.99,142.86,27.65,232.87,21.09,184.54,278.45,211.85,229.45,177.89,100.85,179.49,113.41,147.79,52.57,76.96,255.88,63.73,161.45,153.18, ,37.71, ,261.83, ,191.27,230.42,179.59,295.62,180.20,288.39,220.64
187.57,203.77, ,187.30,268.53,151.39,78.19,75.53,257.73,231.29,58.48,216.08,43.03,5.47,45.07,131.73,3.65,196.75,11.86,79.88,124.53,163.19,29.91,242.75,66.77,24.13,221.46, ,264.49,255.99,41.96,7.32,75.71,231.67, ,15.73,39.49,197.91,42.98, ,285.73,208.16,239.59,81.22,283.93, ,239.91,218.63,228.63,87.69,185.23,34.98,241.08,41.21,277.15,66.80,69.92,26.71,221.85,10.90,44.04,278.31,277.92,295.93,150.49,182.43,58.07,236.68,291.89,138.13,62.08,87.58, ,114.29,109.03, ,210.66,129.20,202.40,85.91, ,236.40, ,272.13,113.51,39.17,186.70,74.44,82.22,80.77,276.31,78.43,215.03,69.15,178.07,151.34,169.87,200.38, ,172.51,174.62,231.03,268.02,54.46,190.55,297.57,192.79
238.39,55.05,112.65,105.55,250.61, ,115.62,105.90,142.43,51.36,228.79,191.77,85.85,227.67,106.13,195.11,26.01,1.19,51.25,59.05,51.07,89.51,98.49,43.44,193.17,164.66,126.18,159.07,164.99,214.36, ,109.47,200.37,218.47,99.33,212.91,70.00,24.29, ,219.71,80.90,74.94,234.83,1.99,113.16,180.63,138.10,136.99,255.36,273.84,284.40, ,219.18,63.62,299.48,163.18, ,276.05,230.05,255.69,4.77,99.02,96.36,240.38,292.50,118.41,4.96,259.12,21.99,90.71,21.38,128.64,278.79,55.57,15.58,140.88,80.10,205.75,177.03,109.81,41.87, ,46.83,94.99,53.02,164.63,138.27,147.12,137.72,194.84,267.40,187.44, ,127.35,162.66,39.62,173.90,200.69,128.32,104.77,284.73,66.88,59.93,150.33,63.53,94.04,69.55
 ,57.29,124.88,149.00,290.40,3.15, , ,200.22,117.69,238.61,169.34, ,95.15,298.48,194.30,268.77,92.66,21.14,91.18,228.00,262.33,223.59,71.63,234.45, ,36.91,93.56,205.92,1.41,191.32,192.37,128.85,76.51,177.36,186.34,83.51,111.61,30.37,204.60,80.28,21.09,194.21,23.45,7.50,98.20,184.94,182.67,146.79,108.95,114.69,173.44,102.08,31.18,130.88,99.32,165.88,28.36,235.07,160.22,76.67,141.38,248.98,275.41,283.23,119.93,79.66, ,181.73, ,14.18,263.07,20.46,233.92,189.04,100.63,111.55, ,252.93,256.66,114.31,260.22,172.36,278.33,54.25,144.14,174.25, ,287.75,173.57,22.72,90.65, ,202.20,119.55,139.54,132.12,128.64,152.53, , , ,204.72,10.87,165.18,30.88,238.20
74.59,267.06, ,78.93,84.90,222.56,274.69,178.30,147.01,104.33,161.70,202.19,281.92,17.82,219.33,184.43,245.34,90.84,229.61,178.00,68.25,238.96,155.23,146.27,148.10,299.72,221.66,162.44,90.37, ,9.70,34.24,296.35,224.31,109.20,284.91,162.33,62.67,240.70,51.54,28.03,242.66,223.80,200.27,234.94,277.18, , ,78.10,191.01,234.81,96.48,123.92,5.19,164.08,66.52,188.84,217.77,132.39,276.07,268.95,113.20,155.64,257.56,72.64,236.15,148.76,227.17, ,232.36,155.53, ,71.15,20.34,198.59,130.50,185.39,85.66,45.58,243.34,175.04,151.70,23.43,143.82, ,135.27,132.41,61.22,61.95,78.55,26.90, ,201.56,280.82,115.26,228.52,29.54,74.58,214.75,181.70, ,154.84,231.57,184.63,45.46,121.10,297.45
55.28,49.55,159.64,287.21,265.29,215.57,120.39,283.60,278.51,267.01,236.00, , ,191.37,67.20,290.06,160.46,243.46,217.29,246.79,289.13,250.32,280.92,1.52,289.11,6.68,113.37,154.71,63.30,100.03,58.55,195.14,135.43,129.03,241.70,257.23,287.89,135.54, , ,233.34, ,240.02,230.45,78.21,246.01,264.45,182.84,271.65,189.97,230.89,51.95, ,282.79,107.46,263.41,255.39,53.08,136.76,2.92,54.78,265.47,131.79,61.91,13.62, ,123.87,18.99,101.35,158.61,26.37, ,112.09,256.09,4.80,141.74,112.33,175.05,75.58,119.77,193.17,1.26,257.27,288.46,197.26,291.70, ,268.64,45.84,8.65,205.76,52.74,213.84,88.52,24.84,111.41,288.53,163.59,202.07,246.46,156.76,26.86,87.59,202.52,196.46,44.43,12.68
15.69,46.43, ,71.28,29.56, ,274.36,146.11,56.70,211.59,246.41,63.42,233.95,167.42,177.12,232.62,9.03, ,55.46,34.47,252.09,60.34,38.39,286.30,214.25,126.42,25.28,191.13, ,157.08,129.23,138.54,223.99,10.16,203.03,74.78,14.77,90.11,177.20,141.27,161.90,218.45,245.42,180.74,282.14,231.39,72.00,173.21,217.50,36.31,246.05,150.29,249.90,115.79,188.05,219.12,177.20, ,122.63,220.29,103.03,58.71, , ,87.60, ,270.97,166.66,173.49, , ,257.35,250.48,250.68,195.35,7.18,250.51,155.19,231.09,136.54,143.40,233.08,11.31,231.90,121.07,194.93,228.78,292.52,297.68,48.87,71.08, ,21.58,283.12,115.20,235.95,239.81,193.76,212.44,41.21,218.88,285.35,75.38,210.31,135.30,3.51, 
59.56,246.16,139.38,58.86,281.53,175.60,213.30,95.09, ,185.51,172.73,147.79, ,58.09,143.78,206.27,136.18,28.37,209.49,127.91, ,109.44,279.15,201.20,87.18,290.18,142.31,143.55,111.02,48.19,295.81,220.05,95.97,196.30,95.36,6.22,167.59,51.61,107.75,110.79,165.12,167.62,263.89,297.53,163.20,88.69,5.52,26.94,194.61,279.79,287.28,53.69,101.66,1.61,58.11,104.34,213.38,230.66,283.14,252.18,273.93,5.35,49.60,80.93,255.52,234.18,46.72,97.67,93.17,57.80,211.68,74.51,134.11,2.33, ,254.50,207.30,268.93,44.96,267.67,256.73,223.35,75.11,297.20,4.38,281.29,8.16,230.16,277.54, ,94.79,90.05,76.00,27.31,130.38,230.42,285.25,42.90,33.93,181.98,258.48,238.72,286.62,44.30, ,279.63, 
148.33,212.86,130.86,187.08,268.69,80.80,76.31,138.72,77.80,67.66,299.16,150.42,88.53,105.63,174.35,2.71,106.47,247.02,155.73,198.58,251.59,78.35,103.07,138.13,237.77,217.15,212.16,222.72,262.30,148.91,89.37,159.34,67.18,133.17, ,31.75,192.04,125.68,114.19,58.07,280.52,212.21,176.01,140.17,242.08,25.60,257.88,238.07,244.39,286.88,284.87,214.63,29.75,96.85,83.05,139.00,118.77,281.02,30.99,171.47,289.70,51.80,74.28,101.29,34.29,185.98,106.80,196.08,140.91, ,223.96,119.49,266.62, ,261.39,89.74,174.75,29.93,27.02, , ,122.89,216.49,269.86,109.48,159.83,158.87,174.36,259.80,273.34,130.44,32.18,67.60, ,97.53,26.65,49.89,24.64,71.45, ,94.73,136.39,93.39,94.89,1.99,129.64,185.19
210.07,180.26,124.30,75.20,206.54,7.66, ,8.24,35.12,227.68,115.08,271.51,277.13,112.33,68.90,217.01, ,134.38,275.39,89.13,216.45,27.54,57.16, ,190.10,211.04,242.37,0.03, ,277.16, ,8.99,36.46,251.01,60.38,9.57,249.37,235.50,87.70,2.19,91.96,181.10,10.08,29.13,37.35,287.27,114.39,112.52,222.25,185.03,223.77,1.69,254.76,118.18,96.80,159.31,12.67,191.76,163.88, ,201.22,20.13,200.88,204.22,238.64,236.76, ,131.36,64.67,160.15,128.59, , ,145.71,28.31,38.65,258.37,93.41,91.65,245.74,89.34,46.67,234.24,248.61,190.91,151.73,196.13,8.01,268.22,215.26,191.19,188.72,25.42,194.41,167.25,225.10,137.62,13.68,239.72,137.47,275.58,181.69,269.52,71.07,43.41,234.28,240.24
84.15,105.13,82.73,118.71,228.97,279.61,28.20,204.94,49.96,154.86,52.23,121.33,62.12,109.63,99.34,119.40,15.52, ,98.25,280.75,125.87,85.68,265.28,273.46,54.97,285.81,206.21,107.95,172.31,139.14,72.03,288.11,204.52,117.56,109.55,108.85,35.40, ,0.68,277.39,254.52,117.44,37.57,49.08,99.95,206.22,93.79,256.77,299.75,166.86,278.96,111.37,0.56,218.31,205.44,132.87,27.07,101.09,177.95, ,277.89,37.95,265.73,203.32,132.92, ,135.44,147.06,266.07,252.71,148.87,80.08,18.11,232.06,171.80,269.37,87.89,41.48,107.03,237.76,7.58,3.95,62.19,89.84,298.63,212.64,200.70,129.24, ,61.30,271.67,7.38, ,148.68,293.63,191.34,77.76,241.88,41.95,232.72,32.32,174.33,78.85,237.68,293.84,269.38,9.23
39.22,99.87,1.11,143.61,24.89,91.38,3.08,270.84,265.11,167.14,248.13,214.47,154.07, ,123.46,232.59,279.38,64.01,218.13,10.89,182.39, ,149.16,35.29,171.12,123.17,139.85,284.24,257.10,262.63,261.77,113.05,182.16,289.92,248.19,60.33,29.81,260.74,227.91,298.97,296.44,137.29,193.44,190.61,259.85,31.00,56.02, ,238.18,137.45,122.30,47.95,14.68,141.81,268.44,192.62,134.27, ,270.56,26.29,58.74,14.40,207.76,233.79,8.59,192.75,230.20,44.15,192.29, ,85.94,90.91,120.59,293.32,195.74,51.64,260.27,71.30,245.55,283.81,150.30, ,146.51,71.21,133.18,275.35,49.44,177.16,149.06,21.32,298.08,226.04, ,263.83,233.13,268.00,210.22,8.64,264.81,175.01,163.73,130.82,187.95,127.14,8.34,237.27,227.57
108.79,43.23,108.84,281.99,193.29,195.14,296.01,232.48,15.43,9.54,46.18,5.54,113.44,102.82,196.62,210.83,12.95,78.03,230.42,198.63,252.21, ,248.22,258.12,269.15,128.77,100.50,120.93,139.70,76.64, , ,101.25,119.98,114.87, ,174.88, ,127.09,135.09,187.89,194.55,147.53,272.44,49.58,221.86,228.19,79.70,105.53,296.47,236.26, ,222.00,7.68,113.31,166.54,129.75,83.16,107.27, ,55.30,52.61, ,280.80,125.05,81.19,236.88,242.25,173.98,34.44,195.69,123.52,36.36,21.97,240.06,226.01,184.55,251.90,127.42,137.37,173.11,258.45,225.26,158.21,64.95,280.91,40.39,22.87,57.70,196.27, ,122.28, ,204.35,220.35,81.64,284.22,276.27,64.74, ,222.95,208.33,281.68,155.98,191.85,143.81,129.01
110.79,38.62, ,187.56,187.40,147.50,223.95,114.30,25.30,211.63, ,27.23,34.99,93.88,115.94,163.54, ,274.33,117.88,51.87,233.53,274.65,110.89,204.80,187.28,182.87,256.19,126.14,83.88,57.83,125.29,174.26,74.79,266.48,292.34,198.12,257.61,6.91,71.36,293.69,141.82,57.55,225.45,61.96, ,119.79, ,115.31, ,190.10,55.04,35.24,280.89,31.00,268.03,225.01,93.19,21.56,241.20,195.20, ,204.52,1.31,36.24,118.89, ,161.79,89.50,253.24,158.15,224.05,83.74,5.92,32.72,146.67,147.04,98.80,246.39,29.87,152.96, ,277.77,151.64,242.72,110.87,206.82,237.17,178.84,38.92,118.95,202.43,213.43,191.66,190.69,271.87,161.34,51.51,271.59,296.74,251.82,227.43,202.71,191.64,250.83,137.32,296.95,162.65
