Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116
287.29,257.63, ,51.91,184.96,192.83,2.05, ,14.48,6.26,116.72,3.53,238.85,233.28,105.45,198.93, ,186.22,81.72,7.06,54.08,295.68,194.15,59.49,12.21,84.37,139.96,68.17,136.79,79.47,82.98,249.55,275.67,224.28,36.80,191.02,123.37,37.80,184.43,95.63,120.53,261.28,77.95,106.69,6.98,265.35,37.74,216.16,50.66,70.80,71.79, ,285.51,295.93,291.33,191.18,69.52,207.19,146.53,137.87,216.99,233.80,74.18, ,18.42,247.26,247.63,268.06,137.90,277.83,219.99,164.46,189.98,62.97,236.18,92.81,296.11,258.52,201.97,113.35,23.23,41.73,213.00,252.75,238.45,24.17,51.04,14.23,278.28,195.96,156.32,239.17,116.56,217.52,208.79,238.92,91.48,202.87,290.45,55.38,86.21, ,137.25,101.58,246.46, ,160.91,263.01,187.53,297.76,98.11,135.92, ,227.40,41.45,8.13
287.26, ,66.81,120.54,125.95,281.45,173.05, , ,242.43,215.64,32.41,146.74,50.77,95.74,26.77,76.57, ,93.22,30.47,177.77,256.58,270.86,122.25,156.22,90.91,20.48,162.78,152.01,140.26,220.57,68.15,84.38,50.94,133.26,216.79, ,173.37, ,159.12,159.48,36.61,270.27,201.55,127.61, ,267.87,40.52,155.74,104.95,209.51,157.57,199.34,124.30,136.72,231.83,88.01, ,38.40,20.79,50.48,293.52,116.26,210.94,236.84,241.79,279.01,118.72, ,287.32, ,124.04,128.23, ,75.39,149.17,35.61,43.30,82.65,0.27,124.66,100.60,78.89,173.18,180.47,126.91, ,23.31, ,151.53, ,226.92, ,219.75,9.18,277.39,176.77,255.57,114.76,195.59,117.92,196.88,230.73, ,61.87,20.22,124.01,210.82,148.46,228.91,46.25,262.74,101.44,297.30,60.14,120.24
71.92,141.27,176.11,142.89,139.25,123.83,195.56,60.29,7.70,12.07,25.20,247.26,113.62, ,33.98,14.02,13.47, ,58.17,174.87,279.25,26.43,75.13,146.54,153.42,102.54,180.30,89.10,153.62,39.60,66.64,201.61,6.24,68.70,154.46,80.60,130.51,175.89,158.65,260.27,116.22,125.81,278.97,38.70,195.00,20.18,71.07,233.83,245.98,141.73,246.10,234.16,29.35,282.24,132.48,200.07,5.32,245.21,240.79,116.88,62.22,97.42,58.85,210.61,33.78,105.28,13.61,133.79,34.05,155.98,248.06,5.32,142.18, , ,158.72,136.90,250.94,287.82,129.77,145.68,172.43,268.85,190.29,48.08, ,204.07,192.38,9.16,192.71,112.19, ,291.54,60.69,46.86,287.82,262.31,220.81,50.78,20.79, ,68.87, ,272.93,129.01,178.41,216.18,56.93, ,48.48,292.98,293.31,278.78,3.81,90.75,163.06
159.34,272.72,269.53,201.15,38.36,17.19,140.80,40.04,75.47,100.12,79.48,109.95,263.37, , ,252.31,34.53,137.72,39.86,216.61,246.03,165.62,238.08,106.41,160.08,66.64, ,146.12,60.28,17.00,74.91,126.35,105.65,246.23,277.86,109.44,217.80,233.03,229.51,239.95,294.53,176.63,188.40,226.82,55.42,274.62,153.53,45.92,48.26,289.69,178.21,86.97,148.14,34.52,249.37,172.03,110.83,101.05,65.41,238.09,174.86,155.61,239.43,174.58,31.43,298.74,263.40,5.64,105.70,189.20,14.63,298.98,109.89,124.70,127.90,296.14,275.49,31.15, ,205.73,84.71,201.34, ,287.04,144.94,40.13,147.82,95.38,180.23,246.82,80.58,67.71,77.48,228.46,258.11,14.36, ,84.36,60.79,49.09,262.70,100.90,289.66,92.22,35.89, ,40.82,158.00,154.79,151.72,44.11,64.99,270.54,142.83,95.47,17.17
253.86,238.67,203.24,159.91,256.09,235.98, , ,91.67,71.09,228.03,65.02,109.03,241.09,82.13,92.96,127.86,54.06,296.32,188.95, ,145.04,155.65,49.63,244.61,215.10,197.24,98.85,6.67,227.17,214.80,89.03,91.59,68.16, ,25.46,288.40,192.11,100.78,26.38,289.67, ,23.50,57.53,178.91,255.02, ,169.82,149.32,161.41,252.09,117.34,66.61,222.68,82.50,3.78,268.25,104.47,16.96,185.67,176.21,94.33,10.17,52.11,148.08,144.65,233.05,77.71,67.74,258.38,23.86,259.11,255.62,120.24,60.88,111.88,255.80,219.39,170.36,125.45,291.24,195.25,131.39,148.96,66.18,48.44,151.01,133.73,10.46,255.76,117.27,78.38,8.52,10.21,198.03,180.07,133.01,120.33,41.36,164.06,280.46,81.42, ,215.15,117.90,58.16,286.59,123.55,60.82,29.74, ,275.41,137.19,62.91,72.81, 
236.87,207.27,293.22,256.81,141.14,77.68,119.89,251.59,83.81,293.32,119.94,88.96, ,197.37,35.94,274.70,207.05,170.03,179.72,13.24,49.91, ,249.20,230.04, ,13.85,144.60,33.15,216.35,164.26,11.11,83.90,162.96,172.32,47.38, ,60.62,291.66,5.89, ,235.93,207.71,54.86,77.18,138.14,228.68,107.26,216.08,268.63,235.16,224.32, ,179.74,19.50,69.17,4.48,46.52,254.07,68.66,114.23, ,3.42,267.51,8.88,181.44,194.99, ,42.29,91.94,217.79,291.79,178.94,35.23, , ,67.51,49.35, ,150.21,120.56,51.01,84.70,81.66,131.12,21.98,261.06,274.83,115.82,235.38,274.36, ,292.03, ,41.39,248.93, ,69.49,253.79,94.02, ,73.72,149.71,74.40,219.73,167.21,288.37,95.89,170.98, ,6.87,296.15, ,187.75,175.69,181.07,291.09
55.22,84.68,160.51,15.71,208.32,115.78,285.51, ,156.49, ,163.36,110.33,288.72,115.13,195.15,239.04,63.52,251.05,199.20,97.83,219.25,239.83,127.03,291.03, ,106.16,219.21,165.88,112.68,21.38,230.11,125.41,208.75, ,101.45,251.76,3.13,48.95,286.90,243.61,189.34,269.76,52.68,289.67,38.97,252.40,180.08,166.89,74.63,67.46,50.94,16.95,151.63,23.40,133.95,118.74,241.49,273.00,153.08,31.57,75.73,102.28,183.12,158.03,40.36,299.41,80.60,239.54,181.03,154.02,284.76,292.01, ,51.56,23.68,92.71,242.84,116.38,65.99,50.33,201.41,108.87,273.35, ,120.42,7.39,217.79,168.54,65.95,97.65,169.51,141.07,152.26, ,214.32,46.03,61.34,14.55,286.52,122.62,211.41,3.92,71.16,205.75,118.22,243.38,3.01,49.62,232.82,206.19,233.62,168.10,114.91,55.99,121.15,280.68
213.77,24.21,21.27, ,139.49,169.32,288.21,12.20,73.54,175.01,29.45,142.82,222.07,146.00,180.74,226.19, ,90.85,286.37,217.44,257.66,246.71,46.56,32.53,156.78,223.48,3.46,6.66,190.57,149.40,116.37, ,127.05,217.67,289.56, ,109.15,159.18,22.06,237.23,273.57,156.30,252.39, ,242.59, ,279.12,287.70, ,141.28,166.96,35.06,233.49,213.12,48.40,136.67,50.70,156.54,199.20, ,178.33,18.22, ,222.27, ,63.54,153.43,80.09,225.89,16.91,135.82, ,142.15,255.03,254.17,216.26,101.19,196.73,144.42,145.23, ,294.91, ,270.43,166.91, ,44.28,1.72,296.59, ,93.51,84.64,130.78,83.97,217.81,85.71,46.80,72.33,225.84,233.78,80.46,45.79,144.96,277.86,208.81,47.32,255.69,50.01,132.87,18.44,114.67,112.92,35.09,16.81,295.94,157.21
51.28,52.54,115.21, ,24.02,268.63,275.34, ,61.81,210.33,284.16,184.40,186.48,282.34,180.42,153.88,54.68,240.62,101.40,137.61,79.86,291.34, ,91.94,194.40,92.90, ,117.91,106.64,78.55,207.68,67.25,296.60,266.73,229.14, ,283.88,65.19,134.58,143.94,186.01,240.77,5.07, , ,37.56,275.19,125.10,159.01, ,267.51,215.08,179.95,214.63,139.38,187.68,193.54,75.21,289.38,154.29,263.61,21.43,123.33,57.83,183.19,152.05,47.09, ,227.04, ,280.14,45.69,169.90,216.44,88.45,103.91,189.69,90.89,0.25, ,58.08,118.49,189.42,107.42, ,34.46, ,14.60,92.41,248.49,98.86,120.09,297.51,194.38,153.72,65.28,40.80,105.31,183.69,128.48, ,179.12,49.18,40.16, ,222.58,49.89, ,169.98,267.37,220.51, , ,97.69,66.81, 
226.11,254.54,95.85,233.71,255.01,161.57,177.80,297.57,220.76,47.26,118.66,132.85,132.93,62.78,126.13,250.34,198.33, ,10.17,178.49,70.40,83.34,65.65,69.51,132.96,35.80,54.65,230.21,212.75,54.44,123.87,21.77,140.00,81.55,23.34,1.71, ,85.05,241.05,235.20,130.22,265.39,225.84,157.79,257.96,271.94,279.40,51.16,53.60,236.92,236.60,205.48,72.35,196.04,287.78,242.99,2.43,45.57, , ,145.78,58.88,240.94,31.32,193.65,205.36,288.69,27.52,172.31,184.70,113.27,199.59, , ,264.64,130.30,239.41,129.77,93.80,36.57,62.81,210.05,60.77,110.14,92.91,188.16,50.81,150.10,57.69,290.63,299.35,235.25, ,151.08,71.58,249.65,66.61, ,260.21, ,126.97,62.88,20.49,282.53,37.36,164.51,80.85,140.65,238.60,136.73,169.95,112.95,267.84,187.19,139.77,134.18
42.39,257.28,234.06,212.42,30.03, ,110.88,253.38,18.88,89.70,175.63,221.51,265.84,182.43,240.84,22.47,153.08,164.86,153.60,128.38,134.69,237.74,285.59,198.53,196.80,113.04,286.23,67.67,135.62,140.37,60.80,284.05,82.37, ,235.97,258.23,88.27,298.72, ,189.84,153.61,220.60,159.08,1.21,158.91,176.86,213.30,162.12,151.55,46.25,180.45,239.62,88.09,284.32, ,282.68,5.85,276.10, ,110.86,40.80,270.62,241.78,217.45,127.46,267.94,104.92,83.14,250.10, ,234.42,78.23,25.58,222.34,101.92,112.54,162.37,114.55,91.39,254.74,267.68, ,112.19,223.35,78.98,275.53, ,24.97, ,247.31,94.87,163.37,53.34,223.29,185.36,219.87,90.03,217.02,47.20,62.45,232.89,94.13,74.80,80.61,4.56,53.03,264.56,262.30,161.58,265.10,140.92,217.21,270.23,52.80,265.54,85.65
117.28,52.62,189.61,53.79,206.24,32.63,275.27,20.02,220.47,6.36, ,220.05,180.24,188.55,36.77,72.52,288.47,220.83,138.29, ,289.98,298.49,176.66,229.66,31.32,154.86,294.96,199.27,13.32,182.84, , ,82.36,23.52,39.28,137.29,11.55,208.29,44.44,114.63, ,145.94,9.30, ,214.58,212.60,5.31,27.68, ,19.37,4.15,170.03,232.10,103.74,49.48,258.19,234.19,98.31,50.45, , ,42.18, ,92.37,136.19,19.88,69.40,43.00,285.66,111.32,126.58,66.60,265.07, ,243.82,129.24,8.20,119.52,36.74,84.66,110.02,275.95,54.65,7.03,219.08,153.11,74.42,187.28,169.00,115.66,246.83,216.33,234.60,57.60,257.71, ,6.31,249.24,263.78,137.76,111.84,201.97, ,43.73,169.78,140.28,216.16,91.33,35.24,167.89,157.08,126.12,91.11,42.96,42.95,288.42
108.60,219.59,174.44,211.91,78.64,37.30,214.70,182.73,39.09,64.59,38.75,62.66,266.70,213.56,141.35,247.82, ,167.41,74.55,261.16,45.15,7.18,211.67,222.68, ,273.30, ,12.04,133.73,83.63,55.46,80.69,41.10,157.55,79.88,175.02,201.97,38.01, ,249.68,182.80,219.85,37.50,168.14,124.65,238.05,65.49,144.68,72.43,180.47,255.20,155.97,14.54,34.26,36.26,268.64,95.23,75.15,179.42,287.16,253.32,68.07,256.54,41.74,88.06,9.92,34.79, ,49.33,73.76,278.29,241.67,242.74,177.26,232.75,50.56,298.13,78.01,47.32,133.31,159.78,88.96,191.09,81.17,293.02,265.34,59.12,148.91, ,26.17,94.80,88.37,163.70,233.17,175.83,215.50, ,243.44,78.06,137.39,237.23,53.56,283.19,49.41,72.83,198.80,256.21,259.64,194.23,56.81,163.19,136.52,113.23,205.19,248.91, 
194.79,38.35,201.54,88.79,202.02,199.11,91.97,40.27,289.55, , ,83.73,113.41,291.97,288.18,139.79,146.19,24.16,112.55,290.57,274.68,269.81,31.37,86.07,23.35,117.02,32.50,159.94,186.03,196.91,14.49,156.29,78.51,151.34,151.87,202.73,81.31,134.19,140.58,79.92,255.59,160.48, ,225.59,71.35, ,204.04,256.98,106.11,265.86,24.18,290.88,104.37,113.38,48.17,53.03,9.68,55.47,263.01,221.43,209.18,227.22,258.51,44.33, ,163.96,20.40,214.05,229.31,124.25, ,52.62,23.71,6.07,141.72,267.55,238.28,216.32,105.67,125.12, ,172.42,227.35,85.45,72.59,93.91,95.48,37.79,57.87,106.75,264.32,99.74,76.66,257.18,247.32,147.30,211.79,47.11,199.97,273.07,192.47,188.31,266.55, ,24.43,61.63,29.62,42.32,226.97,153.95,92.30,23.35,166.45,14.08, ,25.71
 ,218.19,138.68,170.28,92.87,80.82,136.59,184.59,119.59,6.63,39.51,155.14,219.56,95.22,170.11,226.35,163.67,73.54,197.58,22.40,204.84,108.43,30.80,137.84,274.28,271.92,32.72,45.60,81.30,120.36,114.03,266.92,264.51,205.63,177.05,152.53,31.24,123.32,253.98,212.44,105.62,242.04,11.42, ,92.72,210.98,242.48,11.05,222.19,125.81,228.56,236.80,85.07,133.78,151.74,59.55,200.55,22.04,255.33,129.51,138.12,92.19,298.17,0.79, ,126.60,83.31,241.45,265.50,227.54,290.95, ,70.95,116.08,261.92,102.66,119.47,131.92,21.38,14.89,50.47,148.77,252.95,142.73,58.32,224.40,140.53,243.48,106.75,163.83,108.75,151.28,254.02,105.27, ,147.21,36.72,157.11,210.40,7.31,86.17,194.31,11.99,267.97,259.63,183.13,6.71,48.73, ,149.03,213.03,245.63,279.00,73.20,86.11,129.79
 ,290.50,149.77,266.87,80.36,214.17,99.32,10.22,124.04,297.07,289.06,223.80,218.35,278.35,185.62,170.61,165.76,213.85,163.61,133.28, ,47.45,206.53,217.69,92.37, ,70.54,291.00,187.93,93.85,250.17,195.26,232.05,281.90,76.56,26.62,89.50,257.29, ,225.62,94.95,208.39,88.53,137.59,79.10,176.72,297.11, ,117.90,12.72,271.90,254.03, ,7.84,33.83,128.27,133.88,201.62, ,273.17,179.08,259.43,202.44,9.83,238.66,51.88,32.81,59.42,18.85,0.28,178.04,85.02,132.96,184.84, ,20.29,267.89,248.14,245.41,282.21,40.68,25.79,230.19,234.43,68.14,229.52,227.97,82.49,123.17,172.39,102.58,88.41,158.84,270.97,102.05,69.73,193.58,152.54,290.51,165.46,263.42, ,86.59,62.75,265.18,194.29, ,159.57,240.55,83.30,158.62,218.80,39.94,53.78,233.93,73.40
182.09,283.20,123.40,45.11,159.98,119.76,17.96,186.71,297.74,170.04,155.36,84.72,201.21,87.77,8.50,41.18,72.09,291.47,222.18,177.46,219.35,174.41,204.12,131.83, ,25.84,212.12,163.37,84.38, ,267.07,230.07,185.92,252.33,35.71, ,212.43,277.23,252.13, , ,13.17,112.84,63.72,131.91,139.73,230.50, , ,77.69,207.33,177.18,220.93,123.31,21.49,242.71,281.88,246.43,157.00,34.06,84.25, ,223.98, ,71.60,99.73,190.48,34.51,27.55,116.52,88.80,251.41,111.64,126.04,228.34,117.35,203.77,128.37,125.58,129.90,176.26,46.47,236.68,134.41,36.42,115.10,88.95,156.73,299.79,258.66, ,76.02,169.58,18.89,103.19,51.06,105.79,46.84,89.51, , ,283.33,221.15,244.31,74.60, ,86.55,286.72,41.63,27.01,178.59,268.10,115.70,284.50,249.84,242.83
52.20,201.67,178.59,163.74,98.40,198.24, , ,37.83, ,216.57,40.74,105.01, ,157.21,71.01,235.90,180.67,232.54,198.04,96.28,94.18,247.75,128.87,169.61,274.62,176.46,118.71,190.72,73.78,76.94,226.26,124.30,23.81,39.50,257.82,222.54,151.57,256.29,230.92,62.75,286.72, ,60.50,16.73, ,246.04,159.38,185.95,66.01, ,288.55,148.18,160.58, ,273.12,204.38,133.89,26.42,160.89,220.34,46.48,102.26,266.62,76.20,156.82,15.59,138.17,138.42, ,284.35,122.99,42.09,101.50,295.40,130.67,215.47,212.26,88.56,96.23,67.64,164.18,66.07,240.56,169.02, ,153.37,110.53,260.42,238.28,168.29,57.81,218.82,163.54,0.64,255.14,60.84,200.59,71.69,103.79,100.21,13.65, ,124.18,58.06,28.64,165.35,43.00,250.80,280.17,255.73,64.86,34.21,192.73,142.16,1.23
 ,180.55,177.73, ,268.09,3.16,21.44,28.71,285.14,19.53,238.67,267.40,224.56,284.06,85.93,123.00,126.16,294.67,58.97,183.77,226.85,258.80,250.59,168.46,135.36,269.08,44.32,121.52,281.55,195.58,241.03,77.68,10.17,208.84,138.52,70.25,25.39,280.06,250.00,186.37,80.78,229.07,139.18,207.35,265.80,15.27,184.18,298.35,181.76,124.73, ,194.97,296.41,213.25,91.77,186.66,143.88,207.91,260.36,52.79,158.12,177.59,151.76,142.38,152.30,170.83,20.60,105.76, ,19.01,299.35,203.97,225.99,186.10,285.51,124.22,236.54,25.42,243.57,222.95, ,272.52,20.84,226.32,10.13, ,27.44,227.73,111.42,256.56,225.16,75.95,89.90,141.19,93.05,111.29,74.44,288.52,280.39,291.77,252.61,128.39,250.62,259.22,239.16, ,234.56,125.32,104.98,100.37,19.56,247.05,266.22,47.79, ,143.70
