Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117,Col118,Col119,Col120,Col121,Col122,Col123,Col124,Col125,Col126,Col127,Col128,Col129,Col130,Col131,Col132,Col133,Col134,Col135,Col136,Col137,Col138,Col139,Col140,Col141,Col142,Col143,Col144
83.26, ,229.24,39.80,90.65,248.94,200.23, ,292.53,96.67,168.23,229.82,166.63,63.46,198.00,38.77,117.07,288.88, ,235.18,255.00,158.07,80.67,152.73,50.84,145.73,171.20, ,107.87,298.54, ,196.54,200.06,16.46,40.66,73.36,165.42,1.67,232.29,81.79,131.40,88.00,181.00,7.04,67.07,157.71,64.85,137.79,106.03,286.99,75.28,122.52,88.71,264.18,206.53,106.03,178.61,15.07,153.24,218.79,225.67,158.72,130.75,255.43,150.75, ,226.03,205.99,91.49,130.91,236.71,218.53, ,112.57,115.11,11.81,186.13,110.40,228.00,41.35,177.93,125.85,118.12,167.39,220.11,115.76,134.27,251.14,48.15, ,163.26,110.42,215.65,7.56,275.90,1.84,126.64,285.17, , ,255.42,33.91,112.66,287.26,17.67,153.46,194.78,110.90,213.87,53.10,287.04,170.14,188.33,182.81, , ,287.31,191.77,193.23,87.74,109.74,276.66,186.79,279.92,176.64,24.23,115.22,258.75,0.14, ,182.95,66.96,7.89,269.59,0.44,116.86,83.76,157.59,109.05,26.88,205.67,130.98,35.88,94.16
 ,241.24,25.34, ,103.16,177.54,298.84,46.76,58.91,37.96,177.49,245.52,253.76,125.03,286.60,226.98,182.15,22.00,94.72,255.87, , ,270.62,11.40,68.08,147.91,286.80,253.06,229.76,83.51,291.55,215.69,150.86,287.91,283.38,156.68,280.50,72.66,62.62,268.51, , ,236.75,141.81, , ,96.62,126.35,227.10,6.71,139.89,250.81,77.24,62.51,217.72,8.87,219.23, ,73.59,47.79,235.61,288.24,34.22,133.53,72.33,129.10,15.46,101.09,200.96,201.23,126.31,267.57,255.63,217.70,38.74, ,274.35,232.22, ,77.46,59.70,290.62,0.07, , ,144.80,9.75,172.18,82.43, ,38.07,160.41,123.43,11.27, ,243.50,266.30,194.35, ,184.97,170.81,227.33, ,140.81,81.88,117.78,152.74,202.38,220.89,60.87,280.95,75.78,237.95,245.40,68.08,17.27,286.94,210.22,244.17,240.64,64.02,190.36,118.90,154.19,62.42, ,43.37,162.37,11.65,213.21,272.53,161.22,16.29,165.64,13.71, , ,280.69,230.12,93.15,51.63,85.29,219.53,40.39
96.47,286.34, ,258.87,57.22,55.30,79.92,140.47,246.34,277.27,110.36,13.75, ,146.70,193.03,47.17,148.13,285.46,153.31,93.34,238.67,247.62,87.55, ,84.13,86.13,145.05,236.12,29.71,5.50,55.50, ,288.92, ,274.38,292.34,147.67,94.50,132.28,242.84,65.83,34.85,88.38,48.44,38.70,186.97,26.38,115.93,231.38,160.81,90.12,61.59, ,156.09,170.10,35.92, ,62.90,233.80,195.24, ,233.94,62.74,86.77, ,108.55,129.87,142.35,122.52,157.78, ,250.86,76.05,10.92,49.68,91.69,221.50, ,155.44,139.48,221.09,227.66,81.27,299.00,277.51,127.55,281.86,86.14, ,72.92,121.52, , ,23.56,287.14, ,121.46,259.98,84.45,72.19,245.16,89.33,192.71,57.95,104.47,186.86,217.01,189.61,259.53,63.17,89.95,56.90,103.23,253.96,204.51,53.40,97.34,72.33,59.62,164.62,274.36,232.18, , ,230.99,224.61,151.57,157.62,225.97, ,179.92,129.85,201.93,3.41,51.86,104.27,158.09,156.50,200.53,171.11,278.86,246.93,243.75,130.64
187.45,77.56,240.03,273.45, ,276.86,238.80,290.87,128.41,277.43,159.76,209.08,4.17,129.00,245.01,107.83,277.94,174.78,139.36,18.76,269.14,167.91,265.95,28.86,118.01,132.33,31.60,159.84,42.66,12.96,79.33,84.90,20.13,102.59,41.88,140.79,116.97,218.94,167.49, ,285.50,9.59,285.70,123.11,93.66,34.43,191.29,166.22,175.36,51.15,167.78,175.63,289.47,97.74,51.83, ,37.33,259.25, ,10.25, ,103.90,41.25,126.96,51.46,71.83,126.68,45.14,282.30,288.65,21.67,218.46,10.69,66.86,256.39, ,80.10,84.10, ,269.33,296.73,218.25,198.15,175.24,44.11,167.22,24.18,93.80,256.11,198.44,74.44,75.17,234.92,138.72,234.44,93.41,128.84,299.74,56.60,270.27,32.52,133.47,26.39,299.34,31.76,5.47,52.60,160.82,214.83, ,149.27,31.62, ,43.29,263.42,255.17,200.59,71.18,44.39,261.32, ,293.08,85.54,294.10,260.10,81.02,219.83,67.24,10.74,294.74,267.10,46.11,295.22,271.97,78.18,290.60,149.61,63.41,82.96,101.35,39.13,2.71,112.66,210.42
73.63,214.33,299.79,241.52,294.24,24.29,283.03,194.32,298.58,67.80,15.24,124.61,51.51,13.35,197.26, ,270.89,201.90, ,162.34,123.74,166.63,229.00,162.93,282.30,81.05,243.06, ,67.67,270.75,164.02,92.25,122.49,216.73,74.76,186.73,169.19,194.53,272.30,180.15,26.48,176.67,284.73,295.82,123.65,247.38,101.50,75.46,102.78, ,177.54,135.09,206.83,99.96,150.69,104.21,170.63,122.98, ,95.95,183.01,209.61, ,11.11,282.74,272.80, ,150.34,18.55,219.40,155.74,47.65,247.67,170.51, ,117.72,212.90,107.16,270.36,39.77, ,22.51,80.38,100.01,10.00, ,229.40,142.22,63.16,20.53,12.62,174.06, ,86.96,145.40,161.44, ,142.90,281.73, ,279.16,201.62, , ,218.57,30.33,56.72,11.96,185.06,287.91,164.28,206.48,294.32,92.64,210.82,235.28,254.09,129.74,203.61,43.82, ,74.15,158.05,125.56,131.65,259.80,115.87,53.53,28.99,218.19,32.26,217.82, ,132.27,11.16,240.04,158.06,129.13,199.42,97.22,207.37,131.11,164.69,107.95
194.77,208.43,261.65,95.13,265.25, ,276.41, ,31.38,77.87, ,277.29, ,148.60,239.04,198.02, ,5.97,40.26,2.39,197.01, ,161.19,240.10,53.83, , ,24.73, ,117.73,181.95,197.89,246.99, , ,23.11,144.66,164.90,280.94, ,293.64,36.66,180.75,137.13,175.70,246.88,279.58, , ,194.07,234.51,252.50,94.79,129.88, ,276.93,108.85,132.74,272.82,212.71,203.61,239.01,34.48,45.04,63.82,224.72,267.08,45.25,91.19,82.18,274.23,88.45,295.28,115.05,287.67,31.41,115.35,256.73,30.86,180.47,34.33,187.42,101.60, ,192.79,35.88,134.19,230.59,90.28, ,58.38,60.07,30.72,60.22,25.24,289.21,185.75,10.91,24.95,5.84,5.30,14.53,299.99, ,217.26,229.81, ,69.25,47.99,185.07,87.42,199.29,116.03, ,126.94,125.12, ,103.76, ,118.29,29.85,170.24,127.64,196.69,169.30,133.83, ,242.04,1.73,133.32,226.37,244.71,58.61,248.65,128.92,280.67, ,208.49,255.47,191.42,121.97,58.51,30.00,197.84
151.66,220.01,265.53,214.13,212.12,298.76,227.21,55.16,285.63,239.71,299.79,93.26,191.84,77.56,1.70,8.53,14.55,122.78,82.05,30.20,135.20,68.66,6.23,210.75,87.47,232.95,281.58,209.02,177.99,95.26,261.97,33.04,32.33,256.60,192.73,108.54,15.76,90.34,1.02,13.84,151.56,175.76,273.01,6.57,71.36,30.68,205.62,9.85,219.54, , , ,160.87,269.01,230.54,39.09,4.84,83.19,3.35,224.65,222.90,159.48,106.32,230.35,202.66,89.59,220.62, ,81.49,91.37,272.60,158.66,87.21,287.43,289.59,263.49, ,39.13,151.38,130.01,15.50,250.02,201.78,6.94,252.14,115.50,21.60,230.36, ,216.61, ,206.20,287.41,243.67,221.12,172.00,176.77,83.80,292.59,297.43,9.71,48.53,21.27,23.08,295.97,168.24,32.07,26.24,58.36,46.03,64.96,30.61,105.52,68.52,99.97,97.64,15.53,234.89,216.30,288.44,266.12,121.50,231.12,17.68,117.66, ,182.62,299.57, ,113.97,185.36,258.83,23.62, ,258.51,45.47,299.60,182.60,79.25,87.40,198.47,44.65,45.84,243.90
51.62,159.38,216.51,203.32,96.94,28.68,188.84,271.93,31.90,44.71,35.32,38.13,208.99,195.97,10.05,0.25,171.02,6.15,232.95,287.04, ,15.72,276.00,57.27,121.76,209.14,247.13,271.04,250.24,76.89,63.86,205.32,87.79, ,175.32, ,162.36,128.30,113.13,267.95,268.73,82.21,22.61,219.13,210.26,47.46,74.45,203.92,236.85,44.72,167.03,109.67,70.40,207.47,42.27,53.93, ,136.14,287.74,108.00,75.73,28.85,51.83,266.79,77.03,76.33,125.52,255.22,189.35, ,72.88,237.80,246.47,262.95,190.66,243.35, ,220.73,267.02, ,233.82,118.11,80.49,17.84,218.88,88.79,235.13,47.54,288.48,75.86,129.36,79.84,138.57,293.44,251.01,80.56,270.16,77.14,162.32,250.09,267.73,193.28,200.55,75.79,234.84,140.46,118.18,136.92,204.29,296.22,96.36,40.12,275.45, ,137.77,67.25,179.95,112.25,6.68,158.61,287.92,36.17, ,256.47, ,160.76,81.41,115.76,56.17,133.64,299.44, ,66.69,265.60,2.64,179.50,207.03,43.63,111.39,45.74,284.79, ,4.19,244.67
70.53,2.22,174.25,175.58,68.35,225.51,68.59,120.67,180.96,167.94,7.28,143.99,248.49,3.75,187.25,72.62,249.24,161.95,76.50,83.40,103.48,86.01,282.83,296.38,102.58,262.04, ,106.03,76.51,188.73,268.19,101.81,86.39,87.91,253.15,293.29,228.92,184.00,285.02,97.38,193.26,110.84,89.72,188.10,297.81,195.42,213.98,191.96, ,279.88,127.04,203.53,34.23, ,135.23,199.72,39.55,194.31,96.10, , ,150.27,61.04,31.07,42.92,275.38,202.90,43.85,89.16,42.45,77.91,185.63,110.28,70.62,75.57,288.62,150.93,207.89,184.57,186.98,161.99,144.30,47.98,73.11,157.03,132.03,293.23,212.57, , ,108.09,149.91,161.22,235.59,212.80,8.08,47.66,262.13,234.96, , ,147.25,123.63,172.07, ,84.64, ,67.83,258.16,125.17,218.58,188.50,180.93,231.16,66.65,120.54, ,200.65,50.66, ,29.93,250.17,94.50,266.63, ,224.79,24.16,298.66,232.68, ,129.27,194.43,254.50,197.53,215.62,208.57,40.53,63.27,265.37,161.24,20.09,156.79,84.40,98.82
133.65,135.18,290.06,158.83,44.58,102.48,263.58,13.62,249.54,294.80,234.65,146.90,216.28, ,0.68,153.72,38.30,5.18, ,34.79,17.21,216.41,39.58, ,53.20,80.26, , ,64.72,142.07,251.22,74.36,50.41,121.90,10.65, ,83.29,249.99,241.23,220.17,46.39,34.00,131.15,109.39,228.81,268.39,95.56,22.62, ,250.69,253.28,296.43,44.63,293.20,99.52,65.29,206.00,114.33,247.34,245.88,207.22,42.05,185.77,178.11,20.77,102.57,90.14,17.27,257.29,279.89,170.07,137.13,161.36,212.56, ,158.43,137.10,224.41,134.42,170.69,101.38,170.22,89.63,92.70,226.51,204.29,273.25,120.44,110.82, ,219.52,120.31, ,68.95,131.45,106.90,271.02,1.63,283.71,110.46,15.67,179.58,20.27,169.43,202.14, ,164.01,214.39,1.65,53.27,184.72,134.83,227.66,188.49, ,279.76,103.21, ,282.79,236.59, ,77.30,65.07,201.75,204.31,266.49,239.33, , , ,29.15, ,217.64, ,197.40,2.37,288.20,108.23,120.78,2.09,258.13,60.28,196.31,189.46
185.68,296.17,13.13,205.29,242.96,84.64,169.71,33.20,72.18,82.70,34.49,51.48,76.79,215.59,58.11,126.98,288.94,25.45,148.47,187.55,28.57,231.78,59.21, ,131.39, ,24.35,223.70,133.52,187.59,273.60,154.17,189.49,223.73,145.18,145.69,163.62,4.93,72.54,60.37, ,166.78,219.88,191.35,141.19,183.31,165.43,44.47,18.50,189.74, ,261.94,65.49, ,70.41,25.93,281.32,30.08,122.33,155.77,245.67,205.51,187.25,257.99,36.95,119.30,209.93,188.63,217.54,242.46,235.13,122.50,123.07, ,245.39,220.31,48.22,164.58,104.52,135.19,272.47,155.53,21.61,87.79,225.12,253.13,37.11,35.57,44.59,18.09,290.71,249.05,155.66,216.12,49.14, , , ,151.95,184.60,8.56, ,110.54,297.72,69.93,101.20, ,119.29,212.16,53.55,213.35,167.21,216.32,169.94,81.51,158.70,181.42,161.39,277.80, ,125.45, ,226.65,218.55,298.76,103.63,81.80,219.49,190.51,167.54,73.74,82.34,215.16,99.69,229.84,86.35,202.94,190.73,60.35,175.52,239.99,111.42,296.13,270.80
166.73,247.08,87.38,172.89,293.19,79.10,50.08,116.66,31.54,82.61,116.67,151.00,237.28,78.44,293.34,120.04,187.57,100.53,96.55,277.50,246.01,12.77,222.05,249.11,136.83,45.47,289.84, ,227.12, ,160.53,137.82,12.29,47.70,0.35,86.24,233.99, ,246.77,256.49,277.45,213.03, ,166.53,152.02,226.13,265.26,163.13,67.23, ,114.93,128.83,74.48,193.17,141.12,135.08,216.14, , ,121.69,295.70,115.24,46.83,137.64,289.28,200.71,69.21, ,198.05, ,4.72,34.16, ,169.24,224.05,251.12,103.45,48.93,29.59,270.98,58.95,145.01,5.18,68.90, ,266.95,90.08,163.61,117.51,293.48,95.58,12.08,78.69,197.74,256.02,273.82,178.00, ,177.69, ,246.59,129.12,99.90,185.21,43.44,135.04, ,230.62,75.75,90.85,277.17,258.20,67.51,274.23,26.71,229.25,98.51, ,12.05,41.50,96.94,199.97,121.85,162.60,39.39,224.85,219.21,299.76,86.06,289.66,96.42,161.10,240.09,211.90,28.05,149.39,38.33, ,160.17,219.56,52.38,219.03,80.80,93.71
23.63,85.90,259.84,116.59,167.57,261.34,39.26,269.09,253.06,221.20,31.43,107.41,2.36,177.76,264.01,179.40, ,265.29,94.72,59.71,60.34, ,180.04,20.24,274.42,167.57,86.55,36.39,282.81,220.40,121.91,132.03,172.05,266.60, ,159.37,205.81,245.80,99.74,31.56,30.40,116.44,91.41,262.41,298.26,205.77,123.07,290.86,262.23, ,77.39,250.33,225.22, ,236.53,254.04,218.65,272.96,210.46,50.53,49.74,174.04,207.62,45.69,121.47,156.26,85.31,162.77,100.89,235.65,2.58,5.52,174.13,256.32,42.85,257.47,55.64,48.11, ,93.80,250.08, ,162.52,193.66,224.61,58.09,31.99,49.94,281.90,15.98,8.65, , , ,0.70,199.53,226.23,125.69,95.05,38.83,37.35,206.68,122.21,63.89,116.87,164.78,117.38,49.59,48.05,27.64,113.34,12.71,220.50,215.89,282.09,297.63,18.84,51.35,271.24,23.94,216.65,129.06,291.71,210.25,194.36,88.52,165.06,47.27,239.64,101.12,217.87,241.17,3.05,77.77,107.77,62.41, ,191.47,282.14,268.69,264.48,110.44,71.64,19.44
