Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117
291.05,188.63,75.81,177.84, , ,104.00,248.16,66.94,149.40,57.23,66.26,206.94,115.66, ,239.98,252.65,89.18,149.53, ,285.89, ,218.58,113.54, ,216.10,156.62, ,213.85,63.70,277.76,9.88,176.31,87.08,210.77,176.18,50.90,46.18,8.75,275.10, ,95.01,240.67, ,238.11,174.71,59.70, ,69.59,27.45,228.50,230.22,32.59,155.67,36.70,40.54,234.14,70.71,201.22,280.77, ,146.25,251.30, ,102.44,173.71,294.99,286.30, ,18.89,62.65, , ,91.22,255.82,24.59,155.27, ,160.37,111.99,236.77,72.47,293.49,169.10,48.39,213.69,174.29,18.02,81.82,16.19,295.52,60.30,125.51,246.22,81.74,26.07,76.16,57.72,44.72, ,93.11,271.81,256.51,66.50,183.04,197.68,101.72, ,82.21,75.31,279.30,86.64,175.57,103.91,232.44,160.11,241.75
262.38,198.85,56.74,246.63,278.01,264.67,144.41,139.34,75.30,76.78,124.01,24.74,185.63,76.57,247.75,288.08,8.56,273.72, ,220.35,245.27,192.91,230.14,230.54,15.09,226.65,173.20, ,101.13,158.96,110.37,196.01,16.83,285.38,269.87,210.91,197.91,91.02,226.77,219.64,45.91,3.29,142.03,124.72, ,283.68,57.28,16.86,107.22,141.11,191.29,8.67,291.66, ,280.76,211.24,8.72,169.24,180.09,194.29,254.42,288.49,198.48, ,54.21,13.54,283.85,289.07,294.24,297.84,261.49,85.92,238.65,31.14,223.16,144.94,296.82,216.45,184.62,164.20,181.41,134.14,82.58,157.79,103.93,251.50,85.54,227.33,80.48,274.85,0.87,231.60,105.93,69.77,143.38,229.37,111.71,190.05, ,47.84,290.65,222.62,289.01, ,13.20,241.86,44.14,107.83, ,213.76,10.18,267.18,133.68,55.86,182.02,83.90,221.27
 ,143.88,122.32,114.02,144.42,123.56,298.61, ,239.03, ,249.21,255.28, ,247.25,80.32,199.36,59.13,238.76,264.51,14.77, ,150.29,239.28,101.40,205.24,176.92,253.80,99.85,19.48,156.34,63.31, ,227.52,288.69,237.18,235.67, ,119.07,234.46,76.09,296.24,1.55,31.72, ,131.56,18.78,20.77,177.86,155.53,51.12,271.67,97.42, ,119.04, ,53.50,118.58,80.99,90.90,131.62,253.45,210.69,77.73,259.70,237.84,60.97,259.45,277.26,239.97,175.90,260.00,51.12,18.75,178.48,86.26,155.91,273.29, ,51.02,271.64,235.89,67.58,46.32,202.10,40.18,279.09,79.61,57.67,227.24,36.67,276.04,192.79,20.07,27.70,257.44,77.70,86.20,118.17,245.50,235.71,139.88,292.23,123.29,77.68,239.68,87.42, ,280.21,181.19, ,252.28,258.51,90.37,175.27, ,120.77,112.95
 , , ,288.17,148.58,201.57, ,288.99,41.33,235.48,208.80,174.81,153.17,196.21,80.06,75.12,33.55,7.28,215.83,90.41,254.55,268.45,36.46,46.81,226.64,0.31,176.94,241.28,79.91,228.00,242.23,60.81,191.20,78.02,174.05,173.90,24.69,171.41,99.78, ,26.43,139.25,77.44,103.15,94.28,35.55,182.88,15.06,229.86,236.68,257.19,210.79,129.81,257.20,152.92,29.90,75.91,41.21,183.52,260.91,85.01,232.05,35.12,126.55,30.26,1.88,168.35,73.24,265.80,189.12,205.86,298.06,88.17,135.12,183.64,249.49,92.49,236.54, ,63.08,158.91,94.47, ,7.14,292.82, ,181.95,155.90,89.72,189.14,272.79, ,68.82,281.29,291.87,288.92,280.91,279.43,175.99,101.89,45.40,156.07,276.66,151.35,37.46,266.77,261.81,179.09,237.93,191.95,78.21,50.32,262.38,166.34,155.55,21.51,62.94
 , ,125.32,117.22,36.76,29.23,211.60,29.21,68.71,79.32,102.03,206.03,159.39,202.79,40.60,215.89,101.88, ,227.20,260.35, ,44.35, ,255.95,224.59,96.23,184.80,247.78,149.17,173.83,214.99,262.13,104.66,241.18,208.80,76.98,258.35,213.50, ,169.44,93.73,201.29,159.71,187.26, , ,47.98,114.45,177.27,41.42,194.92,151.74,35.34,21.65,234.39,178.26,204.26,78.74,211.47,249.98,112.61,298.20,158.72,97.35,66.40,278.94,97.12,24.62,151.56,141.58,145.47, ,49.73,268.52,203.30,105.26,19.59,0.23,207.57,277.52,179.29,222.50,213.41,165.24,204.74,187.45,56.98,180.47,199.11,261.99,55.97, ,75.56,104.68,23.67, ,267.24,49.55,237.47, ,102.70,147.66,196.27,71.19,18.82,2.68, ,105.09,207.13,299.35,14.22,46.90,188.35,28.65,203.87,200.85,68.82
294.46,105.95,154.22,151.64,212.18,172.00, ,79.13,242.59,241.03, ,172.82,163.39,23.92,167.59,214.06,134.43,19.45,41.33,149.89, ,62.07,77.79,155.66,6.15,259.28,295.93,120.00,271.93,105.88,189.07,253.25,165.07, ,105.45,18.61,96.06,17.40,2.19,164.15,102.89,118.39,258.34,170.07,198.85,146.17,80.62,191.29,41.88, , ,256.16,102.66,294.04,60.70,216.80,155.34,187.25,69.76,200.66,185.88,131.38,37.56,208.85,118.10,281.92,98.06,238.78,290.29,20.78, ,237.59, ,257.28,58.14,8.67,266.87,58.32,226.60,10.24,24.73,86.18,297.48,244.72,84.96,169.08,286.00,43.33,182.55,124.93,27.65,199.49,28.15,92.77,53.68,90.20,231.35,85.06,60.61, ,145.57,34.16,250.79, ,212.63, ,37.56,22.90,155.02,199.31,110.18,166.51,244.25,144.54,29.98, ,59.76
26.81, ,278.12,104.91,187.98,268.01,75.29,96.69,8.33, ,118.51,209.64,94.31,176.24,184.54, ,244.30,122.99,160.64, ,265.55,132.17,41.89,160.59,154.40,41.13,134.04,0.46,191.34,198.24, ,82.78,105.88,205.21,295.93,29.97,31.40,72.30,145.73,277.29,284.41, , ,202.23,135.28,270.63,144.15,239.75,55.38,254.01,274.49,26.44, ,57.85,262.37,254.04,151.84,76.79,52.23,122.26,46.88,102.16,212.32,216.68,195.74,93.26,236.79,182.77,233.27,49.55,115.17,288.02,136.16,187.04,276.41,19.91,77.48,0.23,262.43,129.06,179.20,14.50,265.53,57.23,137.90,94.45,110.37, ,246.54,107.12,123.69,154.84,193.91,147.21,239.34,12.78,243.31,112.01,200.63,116.53,147.18,193.88,33.69,20.32, , ,115.15,243.87,94.30,246.90,21.50,5.63,283.76,269.38,8.24, ,124.77
252.24,163.31,81.78,72.81,263.28,177.15,144.13,4.89,94.05,3.41,252.04, ,200.98,59.81,177.07,33.99,117.11,9.82,163.86,242.41,112.76,103.01,286.80,28.24,44.20,272.13,226.68,288.54,16.88,36.88,213.23,40.45,152.96,199.94, ,142.35,12.50, ,35.85, ,64.09,40.04,212.67,265.42,53.08,239.37,129.97,14.66,173.77,53.80,244.93,123.79,13.28,72.31,172.14,54.80,284.69,274.97,159.38,119.85,33.47,13.89,192.54,64.28,73.54,290.36, ,114.15,201.98,178.08,122.59,15.74, ,110.59,104.26,274.18,182.43,283.33,171.09,224.87,242.18,53.45,16.89,46.69,144.12,0.74,119.73,120.80,129.86,212.34,201.36,158.24,194.16,280.11, ,204.98,259.61,54.07,220.28,238.85,140.32,43.67,55.72,66.18, ,297.57,30.62,33.12,282.72,30.43,292.52,167.80,7.47,47.20,291.47,138.48,183.74
78.08,130.18,195.30,141.21, ,171.84,244.16,74.52,91.12,163.96,205.16,146.45,204.31,267.82,184.56,131.45,80.32,89.20,155.87,266.25,64.70,140.55,198.78,180.30,252.43,128.88,201.36,133.93,21.42,53.38,103.99,165.00,145.41,9.34,107.85,50.03,113.67,181.40,105.65,2.35,105.96,215.66,106.57,112.99,151.35,33.97,51.21,139.64,153.16,197.90,124.55,133.55,138.50,250.67,76.66,2.23, ,217.90,190.81, ,18.80,169.30,74.17,251.74,117.12,62.78,65.91,262.94,125.56,214.42,45.60,29.23,173.69,265.73,4.29,66.56, ,235.85,126.23,27.61,273.48, ,288.50,290.15,97.88,52.89, ,98.49,221.16,177.08,112.05,38.93,7.27,97.32,137.90,99.48,263.57,298.01,61.47,56.54,294.32,65.81,64.16,10.01, ,187.09,122.67,58.89,135.07,265.25,258.83,177.67,152.37,122.35,12.11,275.29,13.10
90.84,211.69,29.73,265.77,216.98, ,275.87,179.69,221.64,55.63,135.55,262.80,2.31,98.29,156.85,34.19,214.16,216.07,83.64,135.08, ,223.53,5.94,224.77,101.55, , ,18.19,174.79,40.65,202.67,213.19,95.93,240.14,133.64,233.48,244.52, , ,279.02,47.96,85.49,86.44,61.50,282.20,209.01,292.63,84.59,137.66,123.38,30.36, ,263.84,131.75,180.54,176.80,47.76,248.77,167.04,258.76,174.83,180.68,187.67, ,93.49,162.79,207.81, ,95.05,77.64,54.77,226.60, ,274.36, ,171.62,262.87,150.88,25.43,35.38,23.92,6.59,180.43, ,73.58,156.79,174.99,285.34,10.19, ,284.54, , ,108.28,286.55,125.44,290.72,225.09,178.46,168.57,155.15,132.47,87.11,127.50,48.38,180.88,215.32,194.36,21.59,227.94,261.79,20.13,214.20,267.15,176.91,151.56,66.04
284.57,47.07,23.84,72.75,60.73,70.15,228.26,257.72,99.89,209.59, ,123.79,139.17,242.14,68.02,40.93,258.76,99.12,217.92,143.58,255.30,192.80,59.91,168.10,84.44,125.71,259.64,269.69,165.96,73.70,186.03,286.02,8.71,215.62,279.71,49.28,190.85,145.38,226.63,166.88,101.10,215.52,242.08,159.54,97.03, ,283.06,28.03,56.59,43.47,92.88,32.51,293.53,173.27,201.23,111.16,287.85,127.82,45.82,208.13,110.06,195.87,189.25,220.96,37.08,229.06,67.11,157.85,236.17,4.92,217.88,49.69,219.83,254.31,190.53,119.51,3.81,93.70,239.29,138.89,279.10,106.33,29.52,106.85,295.30,103.08, ,152.77, ,30.28,113.33,235.66, ,239.47,15.09,187.51,271.41,8.84,270.21,68.89,161.90,229.69,137.66,201.53,261.77,20.71,162.54,270.65,162.90,43.61,42.63,207.73, ,216.58,65.20,122.29,133.53
229.27,294.53,8.73,33.91,5.67,220.48, ,15.86,249.67,288.07,290.58,6.35,112.38,150.77,182.05, ,38.92,24.75,151.77, ,185.69,24.08,11.89,294.15,81.34,87.22,236.13, ,242.48,77.59,14.15,184.29,79.15,244.14,256.67,137.38,281.60,299.16,240.68,230.34, ,174.16, ,110.29,86.40,296.82,55.00,25.60,175.48,162.51,208.65,215.53,94.26,274.82,133.32,63.84,183.93,237.83,236.79,73.02,100.88,187.18,80.81,95.18,17.53,75.91, ,291.44,171.12,247.02,21.90,28.38,46.44,23.39,80.79,59.04,172.39,291.16,209.69,123.45,221.47,241.89,158.00,119.84,121.90,293.66,229.37,229.36,166.04,261.82,24.26,50.81,149.74,224.92,245.91,225.42,129.51,15.02,100.64,16.63,201.72,66.34,32.33,106.89,248.46, ,272.72,196.01, ,237.98,298.76,142.65,51.26,91.49,259.67,201.14,114.68
286.59,233.94,176.72,217.29, ,62.49,199.14,267.26,196.48,137.23,204.20,131.63,152.90,136.03,99.05,159.71,98.92, ,117.84,176.69,42.63,97.63,185.38,107.80, ,169.35,32.97,222.48,249.90,62.51,120.41,198.26,63.47,20.84,115.02,76.02,280.92,247.78, ,3.91,271.49,98.60,289.48,55.03,122.05,216.58,250.82,106.24,141.62,251.78,218.43,116.97,170.99, ,292.45,20.28,98.36,20.30, ,192.45,120.33,116.36,222.47,115.06,298.12,132.13, ,50.56,114.60, ,293.83, ,120.70,225.12,132.58,149.97,137.87,219.17,252.28,74.84,71.14,17.58,235.67,25.46,107.45,105.38,133.88,121.82,96.69,173.63,292.36,28.10,159.53,282.60,203.35,131.27,160.99,2.32,116.33,82.89,167.83,42.18,129.18,256.29,210.95,155.13,153.53,33.54,130.50,124.86,73.58,8.35,104.98,31.22,38.44,145.09,2.40
207.98,51.28,57.44,294.18,165.53,95.81,160.76,215.22,260.17,241.75,223.36,279.18,268.04,68.70,223.89,0.40,202.67,296.13,13.90,172.69, , , ,298.78, ,284.40,282.52,123.51,272.88,160.46,120.31,54.05,0.26,176.07,106.13,163.05,162.51,299.46,4.24,299.31,71.70,54.05,209.85,260.10,280.24,123.66,49.73,144.76,232.17,252.93,193.04,158.33,151.71,56.08,235.77,55.01,39.09,61.68,286.61,131.68,142.34,67.41,133.06,242.06,233.01,103.53,10.96,181.59,119.66,18.62,293.06,62.89,182.69,281.09, ,112.77,288.70,203.55,201.17,122.83,48.73,69.93,28.77,56.37,151.45,210.07,287.10,269.76,166.39,0.33,240.70,171.82,181.21,110.17,191.09,48.78,250.81,114.59,150.50,171.03,165.00,208.83,64.80,171.34,272.93,266.87,284.78,143.03,214.06,248.37, ,297.15,137.00,159.55,266.36,287.62,195.51
 ,47.61,55.75,64.72,90.63,242.31,170.28,241.39,38.53,189.48,186.91,61.72,94.00,269.13,165.92,20.02, ,67.63,170.35,132.88, ,164.47,152.62,226.67,119.08,283.77,189.91,243.00,173.45,129.93,161.51,80.04,230.50,249.16,64.99,131.55,12.97,105.35,30.77,259.60,297.22,158.41, ,101.41, ,138.41,130.10,264.55,181.45,104.78,193.71,66.36,133.79,21.28,244.92,271.18,201.89,147.90,155.53,161.71,249.47,263.00,0.03,289.71,122.59,12.09, ,78.46,98.07,62.84,102.71,8.39,16.78,155.13,132.33,238.79,66.56,89.62,238.95, ,120.43,230.34,156.07,210.98,292.69,260.48,171.47,38.30, ,15.10, ,147.43,108.03,217.46,63.68,285.89, ,106.32,129.77,76.68,149.82,17.08,234.79,90.05,85.29,102.32,2.56,247.82,79.59,70.92,285.55,112.42,33.94,287.01,157.59, ,7.40
205.18,272.81,16.03,37.47,85.28,287.34,85.68,136.42,211.72, ,46.23, ,80.17,46.51,151.70,131.98,148.22,85.09,289.34,103.99,85.90,164.67,246.11,214.04,257.89,45.49,171.98, ,252.15,56.99,266.69,28.00,15.41,210.89,54.51,240.42,97.91,245.98, , ,85.19,154.22,203.83,82.92,115.69,139.68, ,106.36,259.10,55.28,143.04, , ,132.13,252.97,106.07,37.64,209.31,156.62,99.82,203.17,77.51,264.20,169.34,290.06,2.72,152.71,237.05, , ,91.57,31.02,77.91, ,287.22,56.66, ,18.49,188.99,248.89, ,118.23,36.25,226.46,99.38, ,30.86,87.83,26.82,20.08, ,220.13,152.16,199.43,295.28,105.63,158.96,137.47,182.56,223.86,255.32,181.24,54.10,61.79, ,180.64,85.83,116.74,220.31,77.22, ,287.29,180.09,201.38,123.45,191.29,192.95
70.55,120.56, ,182.35,9.56,197.79,131.13, ,51.44,50.39,196.88,130.95,183.93, ,7.38,285.82,9.22, ,83.41, ,111.87,251.06, ,148.85,29.45,189.99,271.46,269.26,278.06,245.32,132.54,169.38, , ,258.02,49.30,111.10,153.31,250.24,144.75,191.55, , ,255.08,21.92,102.29,24.54,161.98,87.47,105.88,255.42,271.27,105.34,3.91,28.80,233.38,53.24, ,15.73,2.82,228.40,51.97,251.69,90.37, ,121.72,0.22,278.55,81.87,53.85,42.53,39.93,256.20,100.85,108.90,6.75,235.73,110.55,185.59,254.49,97.20,209.01,153.36,68.90,271.44,21.01,205.40,289.89,154.12,165.54,98.07,21.60,106.19,197.92,42.30,286.15,228.62,236.92,82.72, ,54.16,38.23,33.98,58.03,253.29,61.12,246.83, , ,39.60, ,31.38,30.97,251.87,212.69,41.57,194.60
49.57,97.02,57.15,175.73,149.47,13.85,271.33,3.70, ,73.77,18.23,161.49,138.01,248.45,162.66,221.40, ,244.57,111.12,214.65,254.45,11.34, ,282.67, ,234.63,207.37,220.63,226.64,231.52,204.84,210.38,179.71,142.11,150.29,126.00,240.08,129.06,48.76,234.09, ,168.72,299.94,87.34,160.51,24.96,248.57,118.62,162.97,239.36, ,192.59,165.69,193.71, ,242.47,18.17,46.28,73.49,120.76,139.66,204.56,189.52,147.89,250.38,258.59,298.12,82.33,225.02,5.08,299.07, ,17.24,219.77,227.81,24.89,105.65,293.19,195.69,118.17,96.69,162.42,127.15,68.76,146.78,243.60,282.81,240.04,45.46,204.18,125.80,61.90,235.25, ,130.93,19.90,298.10, ,284.53,118.94,214.60,37.04,32.27,49.33,19.90,132.12,68.06,153.16,189.38,185.05,219.35,111.00,84.55,151.29,236.01,122.37,235.94
8.80, ,58.13,199.16,72.63,220.99,276.42,219.93,236.00,284.17,122.04, , ,89.57,17.98,298.45,295.73,177.38,37.11,204.44,88.44,59.53,7.62,60.37,100.77, , ,18.82, ,125.81,112.79,160.56,0.34,168.30,206.53,195.31,36.67,230.48,191.11,21.36,0.28,27.83,187.48,15.46,135.99,90.69,143.17,121.36,280.40,1.70,121.89,28.97,28.60,172.31,199.34,146.78,142.57,196.26,287.37,278.16,53.00,72.15,20.10,39.67,183.16,187.42,238.39,163.61, ,35.92,75.17,33.49,72.16,171.06,195.47,80.38,135.78,90.98,169.32,71.61,167.65,57.24,51.38,36.31,149.46,205.09,1.82,199.43, ,70.49,42.14,256.58,289.05, ,20.99,136.44, ,4.09,202.20,256.97,213.10,25.28,180.43, ,119.01, ,265.67,237.34,73.10,68.78,299.73,83.14,57.18,119.82, ,22.01,38.31
