Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117,Col118,Col119,Col120
284.02,33.79,18.78,8.89,38.31,17.61,101.54,196.99,173.87, ,239.99,45.95,175.29,191.82, ,73.37,174.40,118.72,221.36, ,230.25,90.41,174.85,88.39,32.42,234.34,256.74,121.02,66.60,287.23,5.92,31.79,135.64,154.06,10.53,95.93,148.80, , ,21.77, ,54.19,18.47,40.51,222.39,259.41,30.43,224.63,249.61, ,38.78,171.12, ,267.06, ,153.41,278.03,233.76,229.36,80.63,58.03,253.13, ,171.84,150.67, , ,56.42,139.07,121.73,276.02, ,230.40,96.21,117.37,270.58,47.49,77.48,24.64,206.75,202.45,108.16,161.70,55.34,47.51,234.04,201.80,114.37,265.03,40.62,240.55,129.13,62.41,93.56,237.22,44.53,38.70,138.58,61.13,12.72,119.70,44.53,269.59,153.69,69.48,17.02,205.50,298.06,52.76,54.96,91.94,129.65,252.19,31.05,162.15,121.95,290.53,3.34,25.38,194.74
51.33,104.88,57.91,224.75,194.57,100.65,79.21,117.15,198.53,44.71,191.96,42.53,33.14,142.62,202.91,153.38,249.13,211.07,61.20,117.71,115.53,242.27,148.65,226.13,207.62,107.86,137.49,282.08,196.27,229.16,162.07,53.41,40.79,118.23,100.31,57.75,154.29,110.57,59.45,50.12, ,157.98, ,8.37,15.66,173.42,3.82,27.35,146.69,21.72,170.12,200.86,37.87,227.89,58.09,185.13,254.40,266.19,37.69,69.77,179.21,298.16, ,25.51,125.37,261.99,263.76, ,191.63, ,119.53,104.40,155.46,61.27,178.80,85.81,152.09,32.58,137.32,73.96,155.89,256.48,289.63,201.91,111.87,27.09, ,131.49,149.59,99.53,222.91,283.53,33.94,108.86,260.01,203.18,180.36,79.32, ,299.56,72.92,223.95,42.83,231.50,67.67,180.62,198.50,248.91,96.40,83.64,31.61,128.79,288.47,233.78,23.44,186.88,44.77, ,87.59,127.87
96.58,49.30,1.97,10.86,208.17,60.39,114.07,262.58, ,193.88, ,217.33,30.57,180.40,210.06, ,37.92,266.88,185.97,143.36, ,120.11,122.16,39.69,49.00,204.76,196.16,49.66,242.69,127.17,221.63,91.09, ,227.77, ,113.74,59.90,127.37,17.39,60.51,185.76,59.35,15.48,197.57,68.99, ,196.16,67.01,54.45,8.54,217.78,95.96,284.97,132.81,224.82,225.49, ,35.00,58.61,296.75,115.62,96.44,261.90,28.00,114.24,203.83,104.73, ,110.17,99.85,278.86,25.32,6.58,239.35,52.02,44.58,105.44,104.63,72.22,94.44,278.66,171.34,86.12,267.54,114.11,139.28, ,164.60,98.65,236.68, ,226.50,218.21, , ,98.38, ,192.81, ,174.20,241.04,212.68,156.62,275.98, ,68.05,117.09,18.51, ,228.53,204.22,12.21,169.58,279.18,3.40,222.77,232.73,137.94,72.39,172.21
290.46,116.42,109.07,169.47,296.28,143.10,244.74,106.08,265.90,171.17, ,93.94,38.27,284.85,30.14,55.89,269.88,194.94,156.93,290.31,174.34,162.86,33.05,180.92,284.08,18.55,71.72,100.31,70.24,293.68,64.58,178.90,97.42,155.30,251.89,274.11,233.92,201.06, , , ,139.23,132.90,119.88,192.93,15.63,223.55,42.67,294.90,70.54,232.43,20.62,299.01,11.96,47.90,291.13,93.29,178.03,222.98,171.59, ,187.22,151.33, ,124.45,213.80,66.86,219.89,224.27,234.32,54.88,215.17,112.09,176.36, ,99.34,106.25,215.80, ,67.14,145.91,294.81, ,61.67,6.48, ,225.38,66.45,65.69,26.26,290.08,167.90, , ,30.99,71.73,226.43,21.15,30.46,132.07,77.63,123.53,168.23,10.25,29.17,216.29,253.72,258.04, ,259.99,162.11,49.26,103.62,207.71,218.58,8.03,1.29,159.16,214.27,238.31
237.24,65.23,267.96,250.71,102.72, , ,87.88,151.38,4.50,67.47,282.76,258.72,121.55,212.12,25.95, ,263.20,249.99,132.64,206.57,24.31,289.33, ,105.70,96.66,199.60,33.29,239.63,166.41,109.88,96.99,228.96,99.03,231.74,226.28,261.47, ,78.74,166.77,243.53,80.55,206.89,87.02,184.31,255.66,188.91,42.48,263.15,123.78,255.98,283.06, ,131.56,218.88,153.73,212.92, ,266.66,228.00,157.15,132.71,57.80,147.00,46.36,124.51,166.92, ,149.98, ,281.54,107.84,30.49,163.85,293.94,259.40,184.18,34.25, ,92.04, , ,84.88,16.83,53.42,3.84,287.12,184.95,0.63,194.37, ,85.87,130.23,227.12,161.81,31.31,53.41,167.53, ,54.03,109.72,59.88,10.86,6.35,210.89,31.69,18.23,191.12,161.63,250.52,98.20,207.35,265.30,56.90,131.87,173.59,218.37,55.14,280.47,125.04
68.48,296.61,188.13,110.11,124.12,225.81,272.52,111.68,110.32,148.84,279.50,183.78,255.90,127.11,0.42,127.73,108.87,155.60,12.08,46.77,26.35,58.51, ,170.20,216.06,85.53,18.28,42.03, ,280.95,0.23,295.40,50.26,252.31,101.28,171.58,100.58,120.63,196.79,29.29,142.42,219.00,86.35,42.69,90.82,45.76, ,41.16,55.26, ,261.13,135.71,94.76,30.62,95.40, ,124.69,284.16,279.88,279.11,27.53, ,51.17,188.71,68.53,111.43,279.05,160.68,205.26,51.06,170.83,163.30,271.15,296.74, ,281.57, ,9.09,8.57,152.00, ,220.54,227.86,284.05,295.18,205.68,149.88,121.45,4.87,267.49,130.76,133.12,274.42,121.42,52.59,251.06,298.10,254.87, ,238.92,1.29,132.06,187.63,73.36,278.50,151.46,38.14,40.67,257.28,271.88,137.29,7.40,151.66, ,77.62,280.95,186.39,136.07, ,109.70
90.28,119.04,295.76, ,36.43,181.88,279.53,258.42, ,45.57,124.61,62.37,68.55,196.10,202.44, ,12.14,83.84,65.11,96.10,250.19, ,132.07,209.47,212.07, ,257.65,140.53,89.68,113.79,46.34,58.49,194.59,26.80,170.98,4.01,14.19, ,244.13,53.28, ,265.36,172.46,223.46,268.25,163.23,169.19, ,227.69,177.66,17.10,169.31,160.09, ,114.28,67.34,289.30,57.10,117.10,177.66,242.55,53.70,227.94,15.34,150.58,88.67,22.75,18.21, ,154.61,219.12,22.30,79.92,176.77, ,106.33,100.90,58.14,154.66,77.50, ,228.08,285.76,198.41, ,30.17, ,285.13,40.42,74.15, ,250.91,11.01,67.16,106.12,266.52,111.38,130.78,272.09,294.24,204.84,144.26,260.11,220.14, ,227.58,254.83,239.65,189.27,176.92,103.01,267.70,113.60,194.58,283.80,116.32,105.86,177.14,1.19,261.01
105.68,204.51,66.84,170.26,141.04, ,244.05,224.98,163.00,202.42,220.50, ,253.37,142.49,250.16,101.71,59.45,99.76,267.89,108.10,122.70,185.32,193.19,4.96,97.72, ,82.80,206.90,115.52,26.69,66.36,47.74,229.81,77.29,223.01,1.87,66.58,246.47,144.21,151.53,278.91,148.71,255.33,245.91,171.80,16.88,142.96,215.69,19.73,266.54,236.86,3.89,219.41,150.01,131.55,108.87,94.72,172.17,13.18, ,184.99,137.77, ,202.39,6.41,31.81,164.86,241.35,272.11,119.12,224.39,123.65,61.13,290.83,268.41,51.37, ,142.05,12.14,129.46,82.10,82.78,216.45,296.40,23.56,204.31,81.55, , ,216.11, ,149.41,109.64, ,298.63,172.47,118.52, ,200.62,144.53,269.97,252.06,219.54, ,65.21,114.47,5.58,222.22,179.99,220.85,23.71,123.61,230.26,198.12,142.75, ,98.42,32.53,276.78,159.71
17.28, ,51.81, ,274.03,261.30,88.14, ,7.63,272.23,107.82,229.90, ,66.44,43.61,99.46,51.03,256.66,9.66, ,65.73,94.16,50.00,21.15,222.56,257.77,266.67,65.14,16.15,263.01,230.74,164.59,113.01,207.79, ,215.18,199.15,95.62,53.88,153.32,164.69,103.73,148.77,124.63,185.46,8.34,242.51,115.18,183.33,101.43,72.37, ,271.52,161.74,74.37, ,220.33,139.11,28.04,193.38,33.21,164.43,29.43,111.87,0.57,83.56,59.86,118.62,127.45,287.71,213.48,188.15,60.13,157.88,15.13,240.83,130.09,89.89,212.19,4.13,196.96,14.77, ,133.39,71.07,70.50,185.97, ,19.78,217.63,10.38,228.91,281.10,56.47,218.52,272.75,181.43,10.34,126.52,29.59, ,2.08,27.24,141.89,207.83,135.23,74.48,14.39, ,73.38, ,291.90,92.83, ,262.53,128.48,178.85,298.35, ,278.16
48.19,148.74,184.15,41.50,51.96, ,101.06,66.50,121.17,13.97,49.62,260.61,65.54,36.16,43.35,42.05, ,162.09,200.52,107.18,4.87,297.90,260.20,55.70, ,173.05,284.06, ,244.67,237.34,136.91, ,33.21,101.97,205.36,178.23,32.36,256.47,118.14,151.70, ,33.04,174.42,177.71,100.15,197.83,206.52,38.71,67.96,135.98,287.35, ,238.96,44.14,285.01,141.10,107.60, ,1.24,98.12,113.97,1.33, ,207.85,274.47,114.51,77.84,43.81,84.08,232.51,178.19,290.51,54.24,161.76,99.35,22.12,292.63,279.63, ,187.48,130.61,165.49,207.19,230.88,109.74,278.70,91.83,228.47,250.47,272.89,125.93,196.61,144.17,83.85,273.14,199.58,100.69, ,7.88,221.70,200.48,32.78,227.17,66.92,179.48, ,53.96,162.74,23.65,67.56,155.51,78.84,144.46,120.16,187.41,56.97,111.37,274.26,119.49, 
157.79,110.22,136.70,31.72,53.30,154.83,194.14,239.64,39.99,69.39,6.58,232.24,91.66,222.31,244.04,58.20,208.31,270.81,198.07,132.27,41.15,112.17,182.64,184.51,170.98, ,177.55, ,125.61,154.69,67.32,173.49,200.55,293.94,126.81, ,259.08,215.02,255.55, ,7.36,51.44, ,149.33,222.91,181.49,34.15,16.07,102.90,33.43,135.53,11.51,78.66,170.92,216.77, ,45.58,178.81,12.16,246.35,90.44,249.54,159.97,55.27, ,196.86, ,32.39,178.07,9.72,230.86,65.42,147.40,191.15,208.02,193.74,271.35,280.19,23.39, ,78.66,81.69,159.28,7.92,126.32,100.06,298.71,40.40,250.86,247.18, ,150.49,213.80,155.01,42.72,34.16,257.06,224.25,26.44,240.51,298.82,216.83,7.07,14.19,271.16,10.29,225.02,119.05,282.62,32.82,152.46,167.90,234.13,42.12,264.65,77.34,290.99,237.27, , 
61.17,117.06,233.85,232.24,180.90,26.97, ,179.43,108.09,214.81,31.07,164.89, ,128.36,246.89,2.75,17.09,246.98,135.38,176.23,233.74,282.46,270.84, ,251.52,129.09, , ,41.72,173.86,224.24,241.34,181.30,6.97, ,141.12,30.50,148.21,74.48,224.94,53.33,296.84,194.17,15.06,204.90, , ,35.18, ,25.06,43.38,233.25,173.15,223.56,162.05,264.98,112.74,46.05,7.14,71.98,145.18,75.22,54.50,291.30,115.25,149.26, ,82.51,221.55,275.25, ,163.04,251.12, ,297.17,94.47,225.58,272.47,40.02,106.39,219.89,129.84, ,288.47,199.39,206.19,15.41, ,178.45, ,154.23,202.43,277.08,233.41,2.18,281.89,91.69,150.66,126.31,176.19, ,75.59,277.75,170.35, ,48.80,230.73,273.88,210.87,162.87,192.83,129.58,95.82, ,246.47,297.50,156.77,104.94,267.21,3.69
78.69,186.36,259.89,143.84,0.27,255.91,287.63,274.12, ,195.39, ,175.97,196.64,143.30,265.10,84.27,248.08,297.95,32.91,223.84,50.89,271.54,68.65,127.76,121.51, ,155.04,114.13,104.42,29.37,111.97,190.26,87.97,78.72,86.12,146.24,87.45,234.41,139.00,222.00,15.09,119.93,174.33,56.21,80.92,84.75,225.47,273.66,28.23,235.84,88.94,77.22,152.43,270.63,205.22,173.19,159.17,90.45,227.17,12.25,232.24,200.99,72.02,171.15, ,106.99,15.96,291.83,41.51, ,32.94,55.61,128.99,199.25,248.28,66.10,134.52,57.54,156.05,210.16,229.81,134.19,153.15,136.24,64.77,208.46,48.39,3.84,178.85,96.82,29.51,87.66,161.27,199.54, ,109.70,204.56,178.72,100.03, ,145.52,24.92,64.46,18.05,250.69,271.39,24.02,210.43,164.93,256.88,89.02, ,133.54,121.06,185.17,214.24,66.61,95.30,245.45,138.64
119.29,285.15,59.56,77.23, ,148.93,215.46,59.76,71.48, ,83.74,131.78,151.50,178.96,18.98,115.41,138.17,193.16,101.50,109.37,123.97,27.66,175.82,11.85,37.09,176.15,288.92,118.80,206.33,87.22,122.18,82.93,137.34,83.68,228.82,117.57,153.42,4.88,110.85,294.70,224.53,268.77,178.79,53.87,85.33,10.42,43.73, ,181.06,251.55,298.28, ,51.07,82.71,27.26,72.68,41.50,192.80,210.65,97.83,156.70,105.61,90.68,260.49,30.40,210.10,28.22,87.77,52.72,135.24,64.04,101.93,205.13,115.81,66.32,80.30,96.80,90.15, ,50.63,65.65,56.13,108.79,3.72,163.55,23.32, ,231.24, ,136.37,159.60,106.49,32.45,170.04, ,57.52,170.29,19.25,259.68,59.66,238.91,234.05,271.07, ,202.31,95.16,263.20,290.83,27.99,99.20,241.64,255.54, ,159.09,40.01,149.68,189.27, ,123.32,18.48
253.08,223.92,259.48,2.99,256.81,273.59,228.99,274.86,110.46,43.62, ,162.38,203.70,263.23,174.97,269.60,118.02,99.79,149.87,169.24, ,200.21, ,129.21,274.58,99.46, ,124.41,219.74, ,271.39,297.42, ,267.02,245.23,122.02,7.28,280.73,52.63,181.23,10.15,26.93,269.69, ,94.10,0.99,254.44,55.41,118.74, ,140.98,76.29,239.34,71.93,191.03,101.01,176.91,242.50, ,212.19, ,6.29,217.27,131.93,154.84,8.40,2.67,165.33,112.37,162.53,24.74,8.86,125.83, ,68.33,71.94,58.96,286.80,205.50, ,95.15,152.16,278.53,252.92,233.79,248.53,249.60,149.88,99.01, , ,44.04,107.84,292.78,11.34,1.57,297.59, ,149.75,17.17,153.19,238.36, ,34.68,82.82,126.53,160.27,217.74,204.58,228.85,121.65,126.59,37.77,219.94,273.93,93.57,273.39,216.87,64.16,59.96
136.11,28.81,157.25,200.68,272.13,259.20,69.73,217.00,209.97,183.90,257.15,162.40,232.08,122.41,30.82,143.22,68.86,163.30,118.59,287.94,193.52,184.50,32.93,70.76,238.45,126.80,232.13,126.13,68.47,160.45,130.91,266.21,175.71,125.88,193.49,85.02,60.95,50.27,71.04,36.78,75.68,205.08,152.77,172.02,279.76, ,110.67,286.73,211.86,136.33, , ,291.19,11.10, ,104.98,268.03,41.23,5.32,51.52, , ,79.33,256.02,67.96,86.59,204.04,214.73,212.56,101.39,175.97,156.31,93.85,122.70,168.05,81.40,286.11, ,65.45,99.13,84.17,251.90,295.34,77.31,67.29,206.93,118.15,232.91,62.88,221.80,225.30,279.36,35.93,287.98,54.49, ,138.66,218.58,173.76,78.54,140.59,186.23,138.88,150.10,218.13,159.77,132.66,95.45,245.51,265.51,188.22,13.57,231.05, ,104.81,106.65,146.05,270.35,266.26,213.34
43.74, , ,253.35,255.27,219.11,196.38,277.22,279.57,180.06,32.21,217.16, ,63.21,39.34,232.50, ,136.73,160.47,68.51,174.33,44.69,112.79,59.43,190.09,94.10,250.70,55.02,265.17,231.08,163.36,163.91,97.30,236.99,201.38,71.60,29.28,169.13,57.37, ,247.46,26.18,218.26,72.63,117.67,17.20, ,74.72,88.31,213.64,129.81,30.80,190.72,17.70,202.15,288.42, ,255.97,40.15,12.90,260.35,9.43,179.65,52.28,157.75,6.29,54.11,213.85,12.02,273.23,176.08,60.29,70.84,170.72,190.49, ,150.84,233.19,193.85,180.67,160.37,292.79,159.09,257.27,126.11,87.84,107.28,258.29,206.98,288.31,165.04,241.73, ,174.92,79.98,24.94,37.92,59.26,289.01,38.60, ,269.80,197.46,27.60,194.66,130.29,252.55,54.91,11.20,69.21,21.01,180.41,284.67,146.75,299.33, , ,19.56,294.41,151.48
72.76,256.59,229.12,198.38,103.43,225.06, ,246.07, , ,104.07,180.31,255.12,274.68,219.97,52.48, ,74.48,246.72,112.79,240.23,159.87,220.75,216.30,31.00,231.25,139.77,244.87,142.15,284.52,65.24,252.69,234.18,111.97,58.25,56.74,235.93,42.14,1.54,142.47, ,73.72,133.91,41.98, ,187.25,3.13,161.89, ,96.07,266.68,41.25,33.71,127.38, ,284.06,40.31,284.40, ,81.51,161.00,12.12,10.74,267.04,2.29,117.94,205.85,75.32,276.07,286.83,59.34,87.50,109.01,295.59,114.28,11.83,200.58,239.19,164.36,174.55,129.09,265.00,77.11,282.04,149.35,156.63,37.57,219.89,158.16,290.04, ,1.87,193.17,186.92,190.19, ,56.83,271.52,257.17,62.16,101.82,208.08,120.20,202.58, ,60.74,82.25,248.15,280.90,109.96, ,0.14,224.84,183.19,78.81,244.99,79.57,52.47,5.25,233.29
