Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117,Col118,Col119,Col120,Col121,Col122,Col123,Col124,Col125,Col126,Col127,Col128,Col129,Col130,Col131,Col132,Col133,Col134,Col135,Col136,Col137,Col138,Col139,Col140,Col141,Col142,Col143,Col144
43.15,260.27,133.94,166.72,94.44,227.04,179.31,291.40,299.13, ,278.55,14.87,253.16, ,234.81,225.09,210.12, ,170.39,245.23,166.07,113.98,56.38,252.63,221.45,247.75,244.43,44.38,96.96,136.32, ,34.56,205.49,198.94,115.06,262.01,64.36,248.58,147.73,90.30,100.09, ,17.71,270.41,234.52,59.62,72.97,105.40,197.44,202.60,165.14,176.23,165.25,248.32,115.31,93.22,227.05,255.77,99.23,6.84,293.55,104.59,58.41,70.18,260.07,170.07,73.66, ,238.91,73.27,129.18,35.05,127.27,296.61,258.28,78.87,216.35,96.62,203.74,53.05,266.68, ,91.89,75.97,38.40,290.11,219.03,15.27,17.61,256.48,132.60,168.51,95.63,221.25,217.57,131.55,194.55, ,286.44, ,203.27,272.65,275.48, ,290.75,101.33,108.03,297.68, ,122.31,73.30,161.45,271.43,68.04,150.37,152.42, ,55.70,30.34,77.96,32.80,73.57,233.79,25.09,168.93,53.77,157.87,113.33, ,106.33,234.76,91.67,63.93,142.87,179.70,244.38,124.75,175.30,246.88,283.96,225.83,232.12,226.39,291.04
98.23,291.92,54.07,120.17,232.95,284.42,54.99,214.37,241.89,138.61,146.58,67.12,191.09,250.12,28.71,192.62,38.52,159.93,268.13,210.59,243.13,13.73,123.81,177.86,17.78,254.48,139.03,236.76,20.85, ,49.56,40.22,166.56,36.43,192.90,169.74, ,64.75,257.78,35.82,254.26,152.10, ,291.13,154.71, ,41.60,0.74,209.08, ,133.84, ,26.75,165.08,189.83, ,147.61,264.27,72.64,135.34,235.82,211.70,147.72,132.12,163.62,225.65, ,59.50,33.28,184.69,206.97,128.19,222.14,99.69, ,117.55,0.58,167.19,143.90,75.16,31.48, ,257.14,15.73,234.14,102.88,247.37,193.35,145.27,22.13,20.87,62.51,41.93,228.78,259.78,29.37,275.17,213.58,247.79, ,181.93,51.82,225.68,194.11,206.94,23.38,30.47,214.41,106.65,20.84,290.07,90.24,239.70,139.44,6.18,120.96, ,172.78,272.74,82.97,141.40,297.37,123.04,207.71,168.75, ,229.61,200.45,153.94,78.25,12.16,62.13, ,109.19,161.40,240.35,55.92,36.94,75.05,115.39,75.07,220.76,213.75,211.45
2.78,11.85,63.77,58.31,68.82,202.79,249.43,174.59,224.89, ,299.94, ,282.70, ,203.46,71.92,69.03,55.08, ,51.25,113.66, ,182.47,284.09,226.49,287.27,52.12,290.49,270.31,34.76, ,238.22,94.62,43.51,45.60, ,96.85,231.17,129.86,183.47,226.33,241.18, ,293.30, ,45.37, ,80.12,219.51,174.09, , ,114.27,81.75,151.31,162.96,260.16,241.20,202.94,15.29,92.96,228.95,53.96,22.07,211.29,152.42,255.71, ,69.98,84.73,67.06,164.73,175.19,65.98,44.28,264.59,210.09,89.78,27.14,57.40,12.75,13.64,254.69,101.11,90.67,26.44,100.87,282.51,32.52,225.36,165.62,237.62,163.12,111.05,128.86,51.48,167.43, ,122.12,40.84,30.71,173.23,27.54,170.94,96.92, , ,85.04,111.34,282.02,271.80,267.60,223.75,7.68,48.95,228.91,276.58,16.47,148.05,214.21,47.61,238.41,184.85,95.47,184.21,134.94,249.76,296.26,211.75,162.39, ,91.30,110.31,66.96, ,110.97, ,158.59,156.36, ,179.82,66.51,8.11,220.04
 , ,131.39,220.22,176.44,85.07,164.26,293.89,34.95,298.72, ,184.18,98.61, ,29.23,53.11, ,273.14,226.45,126.60,109.66, , ,205.45,27.88,239.46,76.38, ,29.28,35.16,106.38,127.63,10.67,172.94,153.88,159.58,294.75,152.98,20.40,20.57, ,62.01,196.73,249.74, ,257.51, ,63.89,133.85,83.21,72.44,168.46,175.91,235.35,64.75, ,81.34,164.04,133.06,22.54,19.19,139.12,153.11,40.59,279.19,8.85, ,25.19,253.11,74.01, ,138.77, ,220.11,140.89,143.04,68.45,229.54,253.61,291.81,246.82,78.15,226.31,199.42,234.16, ,8.18,231.39,279.92,67.05,49.15, ,259.49,247.43,20.11,95.26,0.01,229.38,228.97,150.08,107.19, ,259.80,21.90,239.37,99.44,291.73,119.39,108.08,72.10,20.92,92.37,273.16, ,51.31,117.91,191.81,285.65,184.90,194.63, , ,175.54,188.18,143.26,132.20, ,129.31,58.10,197.85,56.12,82.57,277.98,11.35,269.61,87.99,78.70,65.13,39.62, , ,232.26,195.95,261.13
241.34,246.94,50.48,299.26,122.59,117.00,180.33,18.01,134.30,132.40,71.87,288.43,235.77,111.38,297.04,156.98,91.73,77.56,106.97,275.25,54.06,63.50,178.87,202.70,178.22,212.60,207.12,185.30,121.73,274.61,69.19,57.14,235.49,3.13,211.51,272.02,70.63,199.95, ,102.65,295.25,175.26,44.87,130.64,198.02,162.37, ,293.95,57.43,208.61,271.90,38.94,85.70,279.43,59.07,88.30,91.71,197.00,270.92,167.70,171.31,21.05,191.53,262.00,244.44,9.53,290.74,160.26,158.04,62.09,236.15,238.84,76.44,64.91,109.12,206.05,227.63,168.52,242.09,68.14,1.13, ,291.88,263.13, ,102.82,201.29,280.80,66.83,275.97,104.60,64.36, ,291.99,234.04,179.84, ,66.37,256.97,57.57,132.37,67.29,256.29,274.16,108.71,294.33,172.74,169.76,109.57,229.09,169.32,227.15,219.55,299.57,162.76,259.62,183.02,230.33,295.49,76.40,245.49,188.87,169.65,55.32, ,284.41,163.24,253.69, ,247.21,120.73,153.82,105.12,107.26,176.14,239.94,206.95,23.26,3.66,154.46,172.14,43.40, ,68.06
108.74,99.59,133.00,59.24,14.68,20.61,272.21,290.07,30.31,248.01,179.17,280.60,13.06, ,211.74,49.60,249.34,163.70,194.87,213.99,87.95,128.82,282.27,128.15,282.49,155.02,182.83, ,120.98,218.21,220.73,152.12,8.15,148.54,108.87,76.91,9.75,45.91,69.24,275.98,280.58,131.28,162.46,178.45, ,96.66,56.95,238.08, ,152.08,26.54,112.14,178.03, ,223.94,259.65, , , , ,67.18,87.79,170.28,30.62,157.19,122.41, ,286.04,19.70,208.31,116.01,253.73, ,223.44, ,169.13,134.93,269.15,182.25,297.04,194.17,110.67,86.38,111.11,153.30,84.99,262.66,147.95,207.43,139.82,90.55, ,225.47,44.63,285.65,49.27,102.35,49.80,99.62, , ,109.05,257.04,288.68,18.61,65.47,44.89,267.39,14.45,157.24,245.09,267.26,82.02,7.60,153.71,87.57,279.27,74.95,67.28,94.35,268.69,262.74,98.79,67.42,123.00,172.31,67.55,62.45,209.19,281.40,177.28,111.82, ,186.77, , ,187.20,219.09,81.51,145.80,0.08, ,224.74,202.73
270.92,141.87,35.24, ,212.51,54.84,157.84,161.91,192.00,9.48,96.12,43.75,102.63,200.96,268.58,140.00,3.23,102.74,140.41, ,52.93, ,121.98,122.80,166.82,33.00,125.88,267.30,71.04,213.46,7.19,4.30, , ,252.37,190.88, ,17.23,289.92,267.69,21.22,132.85,284.58,161.89,276.46,184.74, ,156.74,127.01,200.77, ,153.14,59.45,87.22,91.63,275.11,43.17,10.90,32.35,185.19,109.19,225.75, ,170.73,261.63,11.70,267.65,15.54, ,261.46,16.39,47.56,112.41,287.83,266.75,118.79,214.42,13.59,221.90,10.90,183.26,84.26,276.28,61.21,204.25,129.91, ,177.46,188.16,199.97,234.95,130.26,134.57,100.48,280.13,285.64,205.37,136.96, ,101.49,130.04,34.91,226.37,137.41, ,105.61,10.31,258.64,127.44,198.79,67.95,250.03,231.61,47.85,106.44, ,118.68,175.80,108.39,264.27,240.68,51.41,273.41,237.81, ,31.02,147.32,191.68,152.55,252.75,191.87,218.81,177.88,237.72,175.65,295.74,280.58,172.87,232.25,197.56,184.23,58.98,27.55,128.90
73.95,80.50, ,299.31, ,66.57,50.20,5.36,63.68, ,236.55,237.03,143.25,85.62,42.22,99.39,246.07,66.83,59.99,168.58, ,187.31,25.86,68.10,283.45,17.16,68.32,225.26,106.10,55.32,250.72,277.33,118.56, ,146.29,43.08,76.12,202.18,129.34,270.09,123.14,177.72, ,140.57,139.88, ,195.20,195.85,101.93, ,58.74,32.53,192.97,151.67,249.58, ,89.27,286.34,125.61,23.78,4.62,135.67,5.53,75.89,98.55,40.83,236.57,17.32,83.68,163.79,14.29,205.91,241.20,15.97,56.30,62.60,100.16,12.22,229.13,7.07,265.94,12.48, ,29.79,22.31,78.42, ,295.87,212.36,200.59,3.88,268.09,17.82,264.75,173.93,118.15,221.57,228.91,286.59,263.84,189.85,279.63,167.15, , , ,201.21,216.47,275.93,175.92,247.70,218.11,24.11, ,108.19,297.20,195.57,296.00,19.38,77.70,251.14,266.05,279.53,80.19,249.83,13.56,10.84,212.12, ,11.23, ,39.26,146.60, ,142.60,193.19,97.94,69.37,45.77,155.80,13.29, ,76.43,263.50
226.50,239.69,186.86,221.93,68.03,160.95,211.12,135.02,279.14,98.72,260.51,11.20,45.11,249.67,11.63,208.80,88.80,108.25,3.74,201.77,98.71,13.61,243.92,39.18, ,137.91,23.88,89.67,214.83,253.73,105.93,245.16,255.70,152.31,97.39,133.13,281.19,182.77, , ,30.21,94.78,141.30,37.84, ,252.68,76.45,131.20, ,175.26,27.86,130.41,210.06,294.41,159.39,182.28,208.59,62.00, ,203.30,118.45,244.75, ,21.20, ,264.56,166.00,22.24,294.03,103.64,141.90, , ,177.17,227.68,178.13,170.26,53.08,215.69,59.84,19.03,65.96,114.40,147.21,125.54,284.14,98.81, ,215.77,101.24, ,190.90,3.86,291.45,49.87, ,109.71,73.79,48.33,44.13,204.59,105.84,164.92,144.64,259.09,136.10,92.31,251.22,212.78,293.79,62.25,24.47,183.29,101.69,155.64,211.92,26.60,106.06,52.78,182.49,11.10,72.20,227.51,105.75,35.81,110.00,0.47,270.02,232.73,115.39,217.54,148.61,45.07,135.66,205.36,109.72,36.75,19.88,205.35,104.55,225.17,39.22, ,9.24
281.75,224.78,298.49,218.74,297.15,78.29,78.78,204.72, ,86.64,97.47,140.74,233.14,116.56,291.55,281.59,147.34,25.73,61.03, ,3.66,9.63,69.97,178.40,83.65, ,98.76,53.32,11.08,5.42,258.82,293.23,97.91,2.96,58.03,101.45,67.65,203.87,146.39,27.99,75.92,182.41,148.66,114.19,222.19,287.39,116.57,121.41,121.18,38.11,188.36, ,256.01,277.33,62.38,133.60,45.52,65.88,21.85,34.40,223.80, ,104.80,149.59,185.07,50.59,149.98,62.75,194.95,200.76,41.11,134.16,215.89,290.45, ,292.06,210.80,24.51,20.66,229.37,180.17,297.47, ,236.41,273.56,144.83,131.92,44.69,110.53,273.43,96.68,93.04,213.43,291.69,29.57,222.58,166.96,273.91,172.85,136.42,41.69,20.74,167.20,139.70,26.00,78.71,115.76,89.86,180.66,22.40, ,244.98, ,67.70,205.63,70.91,86.97,23.30,286.22,173.13,168.23,239.04,21.81,118.69,83.99,193.22,209.58,51.36,196.87, ,102.49,27.75,146.59,167.83,126.57,127.42,226.56,191.52,48.36,292.19,30.30,53.25,201.12,188.05
211.67,254.21,66.73,158.71,122.31, ,248.87,295.03,11.43,92.87,69.95,177.11,69.49,283.22,69.77,94.22,209.70,21.36,168.06, ,81.37,109.11,74.50,244.01,205.41, ,90.34,107.91,265.52,136.10,83.58,246.77,273.02,279.14,80.34,297.70,228.57,272.03,197.82, ,173.68,87.16,161.77,50.31,88.22, ,36.97,171.19,189.10,140.22,138.58,15.44,83.48,259.61,121.56,221.53,31.11,30.28,154.73,23.82,241.21,249.26,262.83,261.92,264.66,20.18,22.70,239.52,279.63,161.69,56.56, ,87.66,74.60,230.89,84.99,168.80,164.10,299.36,108.90,249.21,171.48,233.74,291.97, , ,201.61,247.65,32.24,60.99,96.49, ,181.48,203.22,70.82, ,55.37,68.66,70.14,57.03,147.25,43.80,240.09,21.91,230.23,223.07,161.00,283.10,201.03, ,119.04,148.85,16.01,105.06,78.09,77.62,192.45,125.78,66.71,248.34,1.41,177.53,163.49,275.73,98.11,157.57,126.18, ,142.20,58.62,92.45,240.41,296.28,0.20,133.73,171.06, ,173.55,65.43, ,41.16,260.91,253.53,32.89
 ,175.08,190.24,66.76, ,241.19,45.30,213.06,12.78,267.23,257.68, , ,95.75,90.69,98.87,234.73, ,66.35,278.47,44.71,250.66,286.42,68.28,154.07,240.59,214.54,195.87,177.19,243.24,281.28,168.23,234.63,29.66,6.82,257.57,53.36,74.52,149.22,267.60,90.12,241.48,234.37,152.15,27.94,180.91,95.28,34.71,49.12, ,55.95,288.45, ,196.67,165.64,24.80,49.18,41.44,119.57, ,271.72,155.94,268.27,162.38,199.86,66.53,223.16,36.72,229.96, ,111.95,154.17,161.47,251.66,194.01,178.71,42.94,177.95,234.35,272.42,242.97,18.29,87.87,243.92,70.73,107.76,134.72,19.42,165.27,199.09,42.30,81.30,43.88,195.29,2.36,230.00, ,248.29, ,89.06, ,159.78,227.51,37.65,61.88,54.71, ,113.99,10.73, ,54.62,55.79,156.90,262.85,255.91,254.74,0.19,195.94,254.11,202.44,12.88,25.59,297.28,181.58,269.25,233.05,231.40,56.71,212.34,190.52,230.69,244.44,196.44,90.86,263.82,142.31,257.62,44.28,126.42,27.44,2.72,119.54,249.34,22.43
195.81,29.93,58.22,57.39,114.74,105.22, ,247.53,99.18,99.55,241.86,81.53,28.13,157.07, ,33.32,153.04,197.64,55.64,157.34,210.52,261.29, ,102.85,105.91,78.71,256.11,230.86,58.10,79.67,221.25,248.50,224.06,103.58,233.27,264.38,269.96,7.59, ,110.44,93.03,27.69,268.58,229.35,106.36,85.89,109.59,270.03,80.98,119.10,80.93,152.39, , ,134.82,75.96,83.18,257.72,167.47,159.13,232.53,285.16,287.03,175.33,110.28,104.72,144.32,107.92,12.89,85.55,90.62, ,173.80,50.69,197.98,143.79,209.52,279.96, ,74.72,53.37,59.58,114.38,43.75,200.60,178.72,204.34,147.67, ,178.17,127.80,24.99,70.94,80.87,162.45, ,265.71,10.62,88.63, ,132.38,129.79,226.03,93.35,263.61,38.52,138.64,217.92, ,288.86,218.78,260.58,165.39,26.49,251.59,1.01,247.49,10.56,274.34,229.85,90.10,208.23,159.14,149.80,212.46,120.91,178.43,227.19,7.79,219.83,68.80,140.15,269.15,152.79, , ,113.20, ,21.43,262.28,148.99,8.44, ,139.68
