Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38
92.94,299.07,68.43,42.75,188.24,285.46,59.57,174.69,193.27,40.00,110.82,141.27,90.51,7.86,84.77,183.35,292.01,116.76,20.97,242.48,13.60,40.99,47.93,45.86,90.40, ,201.21,162.05,94.79,158.63,251.99,243.18,35.23,246.45,146.57,38.15,119.56,96.77
14.03,238.58,102.84,276.01,28.72,154.82,5.29,183.36,56.67,86.97,252.14, ,98.71,225.73,258.93,251.26,205.85,90.23, ,114.67,70.58, ,225.40,280.45,150.27,295.52,24.69,228.95,275.00,197.48,182.16,92.54,8.06,97.11,159.47,212.95,234.23,271.72
23.25,98.47,189.89,150.33,181.41,272.69,106.94,57.13,26.58,122.52,148.06,132.92,83.27,4.10, , ,177.12,227.99,299.00,69.58,32.46,228.61,107.39,175.32,24.65,14.19,236.53,66.80,169.79, ,173.88,217.56,44.69, ,20.28,195.57,191.36,40.84
233.19,155.52,12.75,10.41,27.34,189.19,16.40,244.21,232.86,49.29,156.47,160.26,134.35,266.60,283.87,145.67, ,1.19,168.43,35.98, ,282.93,2.84,143.54,131.07,58.82,158.96,272.68,92.04,75.05,132.73,66.08,275.99,279.59,90.19,37.55,69.64,70.11
19.81, ,150.87,78.35,149.02,3.90,85.68,243.30,243.66,210.40,278.21,201.65,222.35, ,207.90,37.79,204.73,191.67,208.47,2.60,30.74,243.60,81.92,142.28,298.20,136.64, ,268.80,102.48,184.52,99.04,157.58,221.49,268.72,123.65,148.35,181.19,6.95
226.51,222.46,59.68,289.38,189.67,101.86,149.32,111.94,3.14,25.41,184.70,70.37,144.58,71.70,63.30,105.94,140.14,142.55,95.36,179.77,90.11,277.17,268.00,187.78,58.62,195.77,207.32,251.68,184.85,77.67, ,183.61,242.18,80.51,7.37,21.78,2.55,269.56
271.42,129.76,117.29,138.33,250.28, ,2.18,35.68,237.45,263.46,79.90,255.91,182.83,243.70, ,247.11,112.89,203.45,161.08, ,299.41,235.89,93.65,93.17,17.93,267.05,206.03,156.85,268.87,30.30,214.91,159.67,14.10,263.15,239.28,242.36,65.26,42.55
116.34,288.24,166.35,115.65, ,272.51,271.11,264.61, ,165.82,286.81,121.53,136.67,233.86,299.50, , ,158.03,177.78,207.89,101.55,116.50,296.05,74.90,15.43,235.35,1.91,61.17,172.13,184.26,276.88,105.11,225.81,7.80,109.40,147.72,239.24,14.75
15.04,243.54,48.22,211.73,101.05,173.57,170.75,79.17,241.59,81.79,147.41,270.99,5.29,167.76,82.93,179.82,272.17, ,20.39,40.18,103.29,244.09,183.84,155.64,243.51,113.26,187.33, ,144.14,200.60,152.67,194.42,81.50,155.83,186.97,250.13,261.37,201.58
147.06,193.49, ,233.41, ,120.74,39.80, ,240.39,255.44,171.20,5.41,143.76,224.75,165.49,263.21,83.82, , ,194.54,134.32,146.08,248.69,132.02,143.49,190.35,296.32, ,1.74,230.61,24.10,82.59,195.66, ,196.71,277.47,41.36,219.21
204.00,228.15,81.47,108.42,170.57,33.38,106.48,188.04,156.82,106.17,16.15,53.31,204.53,4.11,142.56,133.34,91.22,82.58,133.13,144.52, ,177.91,102.23,149.18, , ,231.98,285.82,283.92,153.98,202.79,157.25,233.21,217.33, ,90.03,177.40,131.54
112.46,275.38, , ,290.54,33.18,197.34,205.07,136.61,298.81,77.02,169.70,42.25,267.23,292.23,66.83,17.78,216.44,2.38,94.36,69.82,214.08,110.17,63.18,38.91,183.26,186.91,96.77,217.35,61.45,208.63,33.35,7.57, ,9.95,13.94,177.91,216.95
251.66,208.26, , ,81.69,157.17, ,86.34,51.70,261.58, , ,186.75,244.73,293.57,120.28,230.74,213.39,213.42,284.08,24.48, ,215.41,28.20,197.85,254.82, ,215.16,36.73,5.31,208.24,34.28,295.32,290.29, ,203.71,24.91,182.67
209.12,90.76,1.20,17.53, ,59.32,55.92,273.09,77.50,60.12,209.85,76.80,264.15,103.85,142.54,5.00,28.54, ,265.86,201.15,60.30,42.72,291.30,204.58,216.27,112.65,295.76,104.85,132.23,299.75,65.02,259.57,147.70,99.35, ,0.49,227.23,139.68
227.17,63.29,194.71,92.34,144.96,27.62,92.66,40.61,15.11,6.79, , , ,121.04,1.76,163.60,57.67,164.79,85.61,230.83,236.83,79.77, ,120.64,131.31,37.14,21.02,48.34,113.37,149.53,51.36, , ,125.20,153.78,21.27,92.15,235.11
35.85,126.96,122.29,17.73,104.69,203.36,67.25,202.64,66.48,284.31,242.99, , ,270.83,95.05,192.81,8.72,162.52,85.14,93.95,144.24,141.62,51.67,64.34,125.65,208.31,110.63,219.46,248.07,262.84,253.26,73.27,84.31,97.67,220.60,272.33,90.26,112.44
22.83,96.25,7.59,258.43,155.85,144.32,68.17,147.04,262.81,283.42,156.10,216.58,272.71,141.54,2.87,204.91,130.75,174.17,5.71,256.55,10.48,265.48,208.02, ,170.83,83.51,188.93,134.53, ,23.45,200.27,61.14,52.01,106.33,30.23,58.77,273.59, 
239.07,295.66,247.99,84.42,84.45,196.09,238.99,242.43,233.66, , ,20.75,145.16,29.41,5.70,230.78, , ,222.85, , ,265.98,202.33,279.23,269.41,131.81, ,65.46,71.67,201.34,249.45,100.27,153.96, ,228.91,7.28,19.77,22.59
234.61,36.19,23.34, ,155.14, ,220.61,168.09,299.36, ,147.62,181.00,155.67, ,75.95,82.25,254.45,81.48,29.76,102.90, ,234.95,40.71, ,138.74,153.74,138.41,285.73,9.10,33.29,217.81,53.24, , ,104.89,196.74,104.13,187.74
234.59,268.11,224.81,165.43,244.96,206.65,181.47,218.00,243.27,24.01, ,228.98,240.74,200.93,19.56,263.12,135.15,215.07,283.90,266.55,266.89,269.10,151.87,115.57, ,251.37,124.61,19.63,27.96,29.73,254.63,66.47, ,125.56, ,109.46,133.12,105.47
141.00,255.39,118.61,153.95, , , ,132.30,185.17,137.08,21.99,54.99,132.82,40.23,290.01, ,161.92, ,2.92,191.40,105.95,182.71,26.09,33.13,268.63,225.76,206.81,173.08,171.32,142.34,5.29,90.37,294.27, ,297.19,265.20,167.95,208.67
 ,69.94,63.11,295.29,144.28, ,17.36,107.92,6.24, ,138.60,166.34,184.51,130.06,205.33,114.46,64.68,288.66,235.34,173.19,40.63,132.73,34.83,85.16,2.87,86.65,214.48,274.33,193.12,45.50,260.40,182.40,18.30,159.71,222.83,184.26,50.37,240.70
 ,25.86,16.49,229.95, ,182.93,143.96, ,189.47,197.07,56.91,67.73, ,21.36,114.76,114.28,222.61,250.33,80.84,252.72,23.57,256.31,242.96, ,179.63, , ,39.17,298.87,141.96,128.27,195.50,107.06,256.50,10.95,242.88,145.46,128.14
110.53,199.10,17.20,200.55,155.44,88.26,46.63, ,174.89,130.54, ,191.16,192.10,58.02,6.69,289.20,159.62,169.47,10.53,137.46,60.95,150.80,147.21,79.43,72.32,212.79,32.50,146.38,6.06,59.59, ,48.79,267.52,17.04,159.04,163.70,264.67,220.92
3.80,193.31,190.67, ,171.76,102.79,152.86, ,212.44,30.44,269.18,109.74,24.20,189.94,38.91,44.49,268.48,78.18,134.35,57.54,140.61,235.98,138.65,81.31,166.44,12.32,109.71,121.84,90.85,21.81,166.38,89.60,114.59,296.65,136.63,82.13,39.99, 
178.63,217.32,229.38,242.05,138.79,186.83,154.96,294.51,64.99,74.32,175.39,196.51,78.74,206.46,290.69,191.99,287.51,99.05,138.38,281.89,105.20,249.87,67.33,244.88,5.18,32.17,261.31,4.90,179.38, ,170.07,288.03, ,97.34,40.33,179.52,212.89,190.94
244.88,107.13,90.59,208.97,292.88, ,297.78,230.83, ,100.90,294.40,168.52, , ,27.46,231.07,142.97,103.10,80.29,277.62,22.54,293.65,56.87,13.20,275.92,273.58,267.43,217.10,59.72,44.80,54.07,27.53,97.89,284.88,40.87,49.06,149.09,78.83
87.80,173.17,14.38,140.54,114.73,117.76,253.47,261.63,138.43,204.57,119.80,114.51,151.95,224.07,206.27,206.99,94.93,57.80,226.91,91.12,255.99,216.10,71.43,216.99,166.90,146.19,11.00,147.36,124.27,163.98,74.33,24.62,151.14,278.56,280.76,119.70, ,35.79
49.99,63.20,80.42,106.05,195.76,214.48,191.01,222.69,60.24, ,229.49,28.59,222.86,277.74,246.10,78.35,6.28,155.51,72.30,72.18,236.03,53.89, ,39.80, ,100.03,197.67,55.91,237.58,235.61,21.32,171.61, ,177.89,129.53,163.83,216.21, 
55.14,100.55,96.93,36.59, ,234.26,284.99,164.08,96.14,285.08,251.01,251.87,176.28,272.92, ,189.13,57.01,100.49,29.35,175.55,94.39,0.21,89.63,184.96,256.87,38.47,215.36,186.60,299.49,17.18,219.19,82.95,150.57,133.76, ,9.31,175.24,246.08
203.58,81.08,63.68, ,298.41,118.65,5.06,153.00, ,72.19,240.68,79.12,182.15,204.97,204.92,5.40,276.33,257.81,165.95, ,161.39,63.64,204.91,98.18,90.93,130.11,196.60,98.59,60.65,225.68,262.56,257.51,282.22,71.36,32.45,142.48,112.76, 
17.67,272.06,65.75,205.69,124.58,183.82, ,241.46,96.94, ,54.45,59.09,88.93,253.39,241.20,294.54,21.11,122.15,87.78,221.14,273.13,77.66,191.01,98.41,19.43,38.86,19.98,294.83,196.68,290.69,95.45,285.21,297.43, ,85.21,30.86, ,76.59
125.33,78.83,229.59,226.15, ,246.14,166.98,263.09,45.73, ,30.96,27.19,193.54,113.59,167.77,157.18,48.61,211.96,206.25, ,132.40,97.86, ,264.84,139.50,179.32,290.68,26.67,238.66, ,52.26,22.55,266.20,293.14,178.88, ,20.43,287.36
144.16, ,109.00, ,189.03, ,179.71,113.50,227.75,52.36,142.72,224.54,41.83,57.62,38.27,241.13,199.94,228.73,78.41,165.33,226.77,11.59,233.22,4.05,158.80,140.98,131.32,110.43,283.20,93.84, ,34.97,280.58,34.78,184.94,111.75,299.28,121.30
289.11,109.81,105.18,291.07,297.53,217.13,39.78,264.52,165.83,167.30,106.03,92.83,274.60,100.68,260.47,79.64,168.36,99.67,55.66,80.25,147.32,223.88, ,188.40, , ,115.66,293.93,187.63,292.35,85.58,52.69,45.87,175.93,101.94,290.98,229.72,39.99
268.06,9.67,175.45,44.35,52.86,8.86,23.18,32.71,267.44,116.32,87.67,248.63,141.72,82.28, ,122.27,251.85, ,108.31,266.26, ,19.13,224.79,214.12,292.33,193.45,139.20,165.40, , ,273.17,137.29,78.79,43.15,8.93,138.95,17.61,149.67
182.55,296.36,0.47,119.55,66.43,100.67,90.20,286.85,51.05,107.97,83.70,160.49,202.47,26.37,291.06,256.83,250.50,270.28,241.88,144.88,48.58,240.15,201.61,202.14,51.13, ,134.83,242.99,63.71,253.82,233.48,240.62,80.36,77.37,135.69,176.21,215.78,84.15
23.37,256.69,62.27,58.53,128.04,124.55,243.95,175.55,208.23,284.53,9.97,19.93,229.11,289.66,17.91,199.44,84.95, ,147.21,75.85,250.98,168.86,21.32,18.27,155.47,183.29,144.41,164.00,174.30,279.74,78.05,218.62,138.50,136.65,197.68, , ,289.87
291.39,146.11, ,1.58,93.24,288.52,9.64, ,69.78, ,147.83,150.53,150.38,103.82,122.96,166.11,6.19,263.01,211.10,227.33,116.78,58.32,59.01,83.88,137.74,203.65,54.09,252.73,279.46,40.56,72.87,74.04,271.66,96.44,9.73, ,126.50,153.76
103.35, ,75.09, ,278.74,111.98,297.75,12.38,57.01,127.17,188.84,235.34,2.66,235.62,213.53,70.78,293.92,289.00,249.21,67.50,93.46,260.87,195.93,145.51,88.05,216.63,178.91,202.79, ,138.42,183.58,278.78, ,152.91,204.07,288.31,30.07,151.05
172.99,264.18,299.93,291.19, ,170.10,231.91,38.57,259.68,270.88,173.03,91.37,69.41,101.20,223.55,192.02,55.96,178.66,238.93,65.65,260.01, ,191.93,262.58,247.09,233.13,57.76,276.92,167.89,271.85,93.95,100.89,210.78, ,285.24,117.98,134.32,286.63
269.92,20.90,221.14,165.32,263.41, , , ,254.00,40.55,260.73,56.38,181.35,156.76,61.45,294.50,194.28,109.37, ,41.56,279.36,196.16, ,279.76,2.35,182.73,281.72,184.35,14.98,281.58,225.87, ,220.37,273.67,291.85,46.91,231.46,240.28
269.04,107.38,113.30,228.60,22.87,40.56,87.05,42.55,32.13,38.17,268.06,225.68,153.83,293.32,298.86,212.91,44.56,13.77,61.45,14.06,14.44,145.30,160.87,60.28,273.43,145.50,110.28,201.41,43.77,49.40,128.34,10.54,282.61,30.75,266.69,128.39,99.43,82.62
161.53,153.31,241.35,76.45,69.98,15.74,172.59, ,0.92,166.93,10.07,204.57,157.94,182.52,48.82,221.69,17.73,162.43,5.94,229.14,231.22, ,44.97, ,201.36,165.90,254.33,259.55,230.11,108.28,256.55,268.83,166.22,242.83,139.25,189.89, ,121.10
 ,166.08,218.09,135.48,135.74,259.97,248.71,212.77, ,169.32,271.53,80.31,290.39,97.34,298.84,245.50,141.12,286.02, ,53.46,27.23,121.40,284.49,177.28,127.09,66.57,151.51,121.48,104.51,206.94,229.28,289.17,213.80,35.25,257.56, ,284.79,262.88
262.40, ,159.65,29.25,201.26,40.34,290.37,253.18,188.52, , , ,183.79,266.94,149.58,135.17,33.56,106.36,131.04,155.60,284.88,192.38,122.16,156.01,168.30,155.53, ,33.23,207.10,249.40,74.83,35.96, ,134.01,34.56,271.18,256.16, 
 ,121.70,63.66,61.15,31.04,282.73,249.91,261.45,214.58,249.99,198.19,258.23,174.73,297.24,182.96,101.96,101.94,249.08,201.38,97.55,226.91,286.77,45.46,51.98,110.46,179.67,161.15,40.84,130.69,181.78,291.48,168.58,207.41,259.01,127.89,41.21,136.83,231.62
276.21,142.33,285.57,95.32, ,136.16,290.58,64.38,165.73,172.81,255.54, ,64.33,274.72,173.16,133.53,293.85,88.38,196.41, ,291.73, ,127.89,8.66,167.66,167.86,185.69,171.32, ,235.65,19.89,167.67,174.73, ,284.47,261.48,134.79,172.60
137.73,158.74,2.63,159.26,242.18,297.50,221.10,49.15,62.57,83.29,265.07,19.31,116.57, ,251.36, ,6.82, ,165.56,6.14,243.81, ,288.76,247.64,216.80,125.48, ,208.76,52.21,192.69, ,173.47,32.43,135.18,212.08,204.82,144.83,240.44
230.92,195.59,139.06,175.35, ,262.48,265.13,137.79,16.44, ,148.60,5.21,290.55,122.47,213.92, ,154.36,223.06,184.36,222.61,276.96,88.51,60.43,254.13,211.46,117.08,119.16,247.97,58.92,225.42,79.18, ,233.54,169.49,65.86,239.70,248.07,151.12
187.26,141.65,116.22,202.57,231.38,6.95,29.87,259.74,251.40,230.60,33.97,202.02,71.20,162.44,268.55,206.79,218.32,241.30,160.65,93.52,114.82,126.35,272.69,128.85,238.55,109.02,159.54,72.35,152.76,250.01,248.34,277.14,205.23,201.20,62.31,157.90,95.20,21.82
70.33,291.97,210.13,281.41,112.03,0.41,288.54, ,236.89,63.25,12.45,4.74, ,299.46,221.14,220.48,162.54,93.65, ,3.77,281.10,67.54,73.84,23.40,118.46,131.48, ,143.93, ,222.26,68.04,128.56,78.96,25.24,165.17,69.47,135.27,242.38
85.43, ,108.84,53.60,171.96,132.96,98.72,238.15,269.57,134.70,175.60,157.52,71.40,14.84,172.54,182.72,150.85,10.49,239.43,28.81,299.41,127.28,63.30, ,32.88,238.96,37.67,22.66,216.59,297.88,232.48,39.66,214.14,18.32,178.03, ,289.42,64.40
179.97, ,284.23,44.20,25.73,68.39,64.91,108.33,141.90,126.09,48.64,120.16,214.06, ,116.70,231.21,104.32,8.80,95.41,30.65,195.10,86.99,177.43,51.82,213.87,66.32,141.27,215.59,20.61, ,137.31, ,18.41,99.98,292.16,196.58,214.00,135.34
35.17,72.95,253.00,179.62,82.24,125.88,229.11,211.61,283.80,275.52,118.72,29.41,270.90,133.70,17.66,185.88,281.82,139.82,245.65,254.14,40.32,25.72,226.51,256.14,50.34,212.51,7.16,279.94,167.90,162.95,82.69,238.40,7.66,299.32,97.65,281.19,33.48,107.40
